mon_azon,mon_name,mon_group,mon_lvl,mon_hp,mon_ai,mon_range,mon_sight1,mon_sight2,mon_exp,mon_str,mon_hea,mon_int,mon_wis,mon_agi,mon_mp,mon_attspd,mon_otp,mon_eva,mon_minatt,mon_maxatt,mon_mag1,mon_mag2,mon_def1,mon_def2,mon_absorb,mon_move1,mon_move2,mon_res1,mon_res2,mon_res3,mon_res4,mon_res5,mon_pic,mon_3d
224,"Hermit of Anger 1",15,78,,2,44,220,320,2140,159,135,90,50,88,120,1600,107,72,375,675,0,1,169,149,21,1400,600,44,44,44,57,57,91,"M171_B1.gb#94$Tex\M171.GTX$0$-1$0 M171_B2.gb#94$Tex\M171.GTX$0$-1$0 M171_B3.gb#94$Tex\M171.GTX$0$-1$0 M171_B4.gb#94$Tex\M171_1.GTX$0$-1$0"
225,"High Class Doggebi with a Mask of Black Panther 3",13,78,,2,28,190,320,2584,174,146,10,10,87,70,1600,109,74,456,610,0,0,167,116,29,1600,500,38,38,38,47,47,53,"M048_B1.gb#75$Tex\M048.GTX$0#0$-1$0 M048_B2.gb#57$Tex\M048.GTX$0$-1$0 M048_B3.gb#57$Tex\M048.GTX$0$-1$0"
226,"High Class Giant Doggebi 2",13,78,,2,28,190,320,2584,174,146,10,10,87,70,1600,109,74,456,610,0,0,167,116,30,1600,500,38,38,38,47,47,54,"M049_B1.gb#75$Tex\M049.GTX$0#0$-1$0 M049_B2.gb#57$Tex\M049.GTX$0$-1$0 M049_B3.gb#57$Tex\M049.GTX$0$-1$0"
227,"High Class Guardian of Doggebi 1",13,78,,2,28,190,320,2584,174,146,10,10,87,70,1600,109,74,456,610,0,0,167,116,30,1600,500,38,38,38,47,47,55,"M050_B1.gb#57$Tex\M050.GTX$0$-1$0 M050_B2.gb#57$Tex\M050.GTX$0$-1$0 M050_B3.gb#57$Tex\M050.GTX$0$-1$0"
228,"Personal Guard of Doggebi Lord",13,78,,2,35,300,320,2800,174,146,10,10,87,70,1300,120,60,480,700,0,0,120,80,20,1300,400,5,5,5,10,10,55,"M050_B1.gb#57$Tex\M050.GTX$0$-1$0 M050_B2.gb#57$Tex\M050.GTX$0$-1$0 M050_B3.gb#57$Tex\M050.GTX$0$-1$0"
229,"Hermit of Anger 2",15,79,,2,44,220,320,2200,160,137,90,50,89,120,1600,108,72,375,675,0,1,170,150,21,1400,600,44,44,44,57,57,91,"M171_B1.gb#94$Tex\M171.GTX$0$-1$0 M171_B2.gb#94$Tex\M171.GTX$0$-1$0 M171_B3.gb#94$Tex\M171.GTX$0$-1$0 M171_B4.gb#94$Tex\M171_1.GTX$0$-1$0"
230,"High Class Giant Doggebi 3",13,79,,2,28,190,320,2652,176,148,10,10,88,70,1600,110,74,462,615,0,0,169,117,30,1600,500,38,38,38,47,47,54,"M049_B1.gb#75$Tex\M049.GTX$0#0$-1$0 M049_B2.gb#57$Tex\M049.GTX$0$-1$0 M049_B3.gb#57$Tex\M049.GTX$0$-1$0"
231,"High Class Guardian of Doggebi 2",13,79,,2,28,190,320,2652,176,148,10,10,88,70,1600,110,74,462,615,0,0,169,117,30,1600,500,38,38,38,47,47,55,"M050_B1.gb#57$Tex\M050.GTX$0$-1$0 M050_B2.gb#57$Tex\M050.GTX$0$-1$0 M050_B3.gb#57$Tex\M050.GTX$0$-1$0"
232,"Chief of the Traitors Hangout, Yoong-Gi",10,80,,2,28,200,320,2540,178,148,90,50,89,300,1400,109,74,460,700,0,0,255,204,30,1600,600,33,33,33,45,45,67,"M126_B1.gb#93$Tex\M126.GTX#Tex\M126_2.GTX$0#1#0$-1$0 M126_B2.gb#75$Tex\M126.GTX#Tex\M126_1.GTX$0#1$-1$0"
233,"Hermit of Anger 3",15,80,,2,44,220,320,2260,161,139,90,50,90,120,1600,109,72,375,675,0,1,171,151,21,1400,600,44,44,44,57,57,91,"M171_B1.gb#94$Tex\M171.GTX$0$-1$0 M171_B2.gb#94$Tex\M171.GTX$0$-1$0 M171_B3.gb#94$Tex\M171.GTX$0$-1$0 M171_B4.gb#94$Tex\M171_1.GTX$0$-1$0"
234,"High Class Guardian of Doggebi 3",13,80,,2,28,190,320,2720,178,150,10,10,89,70,1600,111,74,468,620,0,0,171,118,30,1600,500,38,38,38,47,47,55,"M050_B1.gb#57$Tex\M050.GTX$0$-1$0 M050_B2.gb#57$Tex\M050.GTX$0$-1$0 M050_B3.gb#57$Tex\M050.GTX$0$-1$0"
235,"3rd Commander of the Royal Tomb",16,81,,2,40,360,360,2680,180,150,76,46,90,300,1400,109,71,480,680,0,0,254,203,30,1600,500,52,52,52,52,52,92,"M088_B1.gb#57$Tex\M088_1.GTX$0$-1$0 M088_B2.gb#57$Tex\M088_1.GTX$0$-1$0 M088_B3.gb#57$Tex\M088_2.GTX$0$-1$0 M088_B4.gb#57$Tex\M088_3.GTX$0$-1$0"
236,"2nd Commander of the Royal Tomb",16,81,,2,40,360,360,2680,180,150,76,46,90,300,1400,109,71,480,680,0,0,254,203,30,1600,500,52,52,52,52,52,93,"M086_B1.gb#57$Tex\M086_1.GTX$0$-1$0 M086_B2.gb#57$Tex\M086_1.GTX$0$-1$0 M086_B3.gb#57$Tex\M086_2.GTX$0$-1$0 M086_B4.gb#57$Tex\M086_3.GTX$0$-1$0"
237,"1st Commander of the Royal Tomb",16,81,,2,40,360,360,2680,180,150,76,46,90,300,1400,109,71,480,680,0,0,254,203,30,1600,500,52,52,52,52,52,94,"M087_B1.gb#57$Tex\M087_1.GTX$0$-1$0 M087_B2.gb#57$Tex\M087_1.GTX$0$-1$0 M087_B3.gb#57$Tex\M087_2.GTX$0$-1$0 M087_B4.gb#57$Tex\M087_3.GTX$0$-1$0 M087_B5.gb#57$Tex\M087_4.GTX$0$-1$0"
238,"Gigantic Species Master",11,84,,2,32,200,320,2780,186,156,90,50,93,300,1400,103,75,500,740,0,0,265,212,31,1600,600,52,52,52,52,52,74,"M133_B1.gb#57$Tex\M133.GTX$0$-1$0 M133_B2.gb#57$Tex\M133.GTX$0$-1$0 M133_B3.gb#57$Tex\M133.GTX$0$-1$0 M133_B4.gb#57$Tex\M133.GTX$0$-1$0 M133_B5.gb#57$Tex\M133.GTX$0$-1$0 M133_B6.gb#57$Tex\M133_2.GTX$0$-1$0 M133_H1.gb#57$Tex\M133.GTX$0$-1$0"
239,"Imperial Commander of the Royal Tomb",16,85,,2,40,360,360,2920,188,158,76,46,90,300,1400,113,75,520,760,0,0,265,212,31,1600,500,52,52,52,52,52,95,"M089_B1.gb#57$Tex\M089_1.GTX$0$-1$0 M089_B2.gb#57$Tex\M089_1.GTX$0$-1$0 M089_B3.gb#57$Tex\M089_2.GTX$0$-1$0 M089_B4.gb#57$Tex\M089_3.GTX$0$-1$0"
240,"Chief Guard of the Royal Tomb",16,87,,2,40,360,360,3040,192,162,86,56,96,300,1400,114,76,530,800,0,0,275,220,31,1600,500,52,52,52,52,52,96,"M090_B1.gb#57$Tex\M090_1.GTX$0$-1$0 M090_B2.gb#57$Tex\M090_1.GTX$0$-1$0 M090_B3.gb#57$Tex\M090_2.GTX$0$-1$0 M090_B4.gb#57$Tex\M090_3.GTX$0$-1$0"
241,"Chief Escort of the Royal Tomb",16,89,,2,40,360,360,3160,196,166,90,60,98,300,1400,115,77,540,820,0,0,285,228,31,1600,500,52,52,52,52,52,97,"M091_B1.gb#57$Tex\M091_1.GTX$0$-1$0 M091_B2.gb#57$Tex\M091_1.GTX$0$-1$0 M091_B3.gb#57$Tex\M091_2.GTX$0$-1$0 M091_B4.gb#57$Tex\M091_3.GTX$0$-1$0"
242,"Lord of Shadow Troop",12,90,,2,48,360,360,3220,200,170,90,60,98,300,1400,115,77,540,820,0,0,285,228,31,1500,500,52,52,52,52,52,79,"M165_B1.gb#57$Tex\M165.GTX$0$-1$0 M165_B2.gb#57$Tex\M165.GTX$0$-1$0 M165_B3.gb#57$Tex\M165_1.GTX$0$-1$0 M165_H1.gb#57$Tex\M165.GTX$0$-1$0"
243,"Doggebi Lord",17,98,,3,80,360,360,50000000,360,300,50,50,110,1000,2200,200,30,2000,3300,0,0,230,210,35,1800,800,10,70,70,80,80,98,"M213_B1.gb#112$Tex\M213.GTX#Tex\M213_1.GTX$0#1$-1$0 M213_B2.gb#94$Tex\M213.GTX$0$-1$0 M213_B3.gb#94$Tex\M213.GTX$0$-1$0 M213_B4.gb#112$Tex\M213.GTX$0#0$-1$0 M213_B5.gb#94$Tex\M213.GTX$0$-1$0 M213_B6.gb#94$Tex\M213_1.GTX$0$-1$0"
244,"Demon Worker 1",19,50,4391,2,,,,630,,,,,,,,,,,,,,,,,,,,,,,,99,"M299_B1.gb#154$Tex\M299_1.GTX#Tex\M299_2.GTX$0#1#1$0$0 M299_B2.gb#154$Tex\M299_1.GTX#Tex\M299_2.GTX$0#1#1$0$0 M299_H1.gb#136$Tex\M299_1.GTX$0#0$0$0"
245,"Demon Worker 2",19,53,4433,2,,,,823,,,,,,,,,,,,,,,,,,,,,,,,100,"M300_B1.gb#154$Tex\M299_1.GTX#Tex\M299_2.GTX$0#1#1$0$0 M300_B2.gb#154$Tex\M299_1.GTX#Tex\M299_2.GTX$0#1#1$0$0 M300_H1.gb#136$Tex\M299_1.GTX$0#0$0$0"
246,"Manager of Demon Worker 1",19,56,,2,,,,952,,,,,,,,,,,,,,,,,,,,,,,,101,"M301_B1.gb#154$Tex\M301_1.GTX#Tex\M301_2.GTX$1#0#0$0$0 M301_B2.gb#154$Tex\M301_1.GTX#Tex\M301_2.GTX$1#0#0$0$0 M301_H1.gb#154$Tex\M301_1.GTX#Tex\M301_2.GTX$1#1#0$0$0"
247,"Manager of Demon Worker 2",19,57,,2,,,,997,,,,,,,,,,,,,,,,,,,,,,,,102,"M302_B1.gb#154$Tex\M301_1.GTX#Tex\M301_2.GTX$1#0#0$0$0 M302_B2.gb#172$Tex\M301_1.GTX#Tex\M301_2.GTX#Tex\M299_2.GTX$1#0#0#2$0$0 M302_H1.gb#154$Tex\M301_1.GTX#Tex\M301_2.GTX$1#1#0$0$0"
248,"Boss of Demon Worker",19,60,,2,,,,1145,,,,,,,,,,,,,,,,,,,,,,,,103,"M303_B1.gb#218$Tex\M303_1.GTX#Tex\M303_2.GTX$0#0#1$0$0 M303_B2.gb#200$Tex\M303_2.GTX$0#0$0$0 M303_B3.gb#236$Tex\M303_1.GTX#Tex\M303_2.GTX$0#0#1#1$0$0 M303_B4.gb#200$Tex\M303_1.GTX$0#0$0$0 M303_H1.gb#200$Tex\M303_1.GTX$0#0$0$0"
249,"Larva",20,50,4328,2,,,,630,,,,,,,,,,,,,,,,,,,,,,,,104,"M313_B1.gb#182$Tex\M313.GTX$0$0$0 M313_B2.gb#182$Tex\M313.GTX$0$0$0"
250,"Black Armored Insect",20,70,8828,2,,,,1940,,,,,,,,,,,,,,,,,,,,,,,,105,"M314_B1.gb#200$Tex\M314.GTX$0#0$0$0 M314_B2.gb#182$Tex\M314.GTX$0$0$0"
251,"Demon Guard 1",21,65,6356,2,,,,1640,,,,,,,,,,,,,,,,,,,,,,,,106,"M304_B1.gb#94$Tex\M304_1.GTX$0$-1$0 M304_B2.gb#94$Tex\M304_1.GTX$0$-1$0 M304_B3.gb#94$Tex\M304_1.GTX$0$-1$0 M304_B4.gb#94$Tex\M304_3.GTX$0$-1$0 M305_B5.gb#94$Tex\M304_1.GTX$0$-1$0 M304_B6.gb#94$Tex\M304_2.GTX$0$-1$0 M304_H1.gb#94$Tex\M304_1.GTX$0$-1$0"
252,"Demon Guard 2",21,67,,2,,,,1760,,,,,,,,,,,,,,,,,,,,,,,,107,"M305_B1.gb#94$Tex\M305_1.GTX$0$-1$0 M305_B2.gb#94$Tex\M305_1.GTX$0$-1$0 M305_B3.gb#94$Tex\M305_1.GTX$0$-1$0 M305_B4.gb#94$Tex\M305_3.GTX$0$-1$0 M305_B5.gb#94$Tex\M305_1.GTX$0$-1$0 M305_B6.gb#94$Tex\M305_2.GTX$0$-1$0 M305_H1.gb#94$Tex\M305_1.GTX$0$-1$0"
253,"Demon Patrol 1",21,70,6408,2,,,,1940,,,,,,,,,,,,,,,,,,,,,,,,108,"M306_B1.gb#94$Tex\M306_1.GTX$0$-1$0 M306_B2.gb#94$Tex\M306_1.GTX$0$-1$0 M306_B3.gb#94$Tex\M306_1.GTX$0$-1$0 M306_B4.gb#94$Tex\M306_3.GTX$0$-1$0 M305_B5.gb#94$Tex\M306_1.GTX$0$-1$0 M306_B6.gb#94$Tex\M306_2.GTX$0$-1$0 M306_H1.gb#112$Tex\M306_1.GTX#Tex\M306_2.GTX$0#1$-1$0"
254,"Demon Patrol 2",21,70,6408,2,,,,1940,,,,,,,,,,,,,,,,,,,,,,,,109,"M307_B1.gb#94$Tex\M307_1.GTX$0$-1$0 M307_B2.gb#94$Tex\M307_1.GTX$0$-1$0 M307_B3.gb#94$Tex\M307_1.GTX$0$-1$0 M307_B4.gb#94$Tex\M307_3.GTX$0$-1$0 M305_B5.gb#94$Tex\M307_1.GTX$0$-1$0 M307_B6.gb#94$Tex\M307_2.GTX$0$-1$0 M307_H1.gb#112$Tex\M307_1.GTX#Tex\M307_2.GTX$0#1$-1$0"
255,"Demon Warrior",21,73,,2,,,,1840,,,,,,,,,,,,,,,,,,,,,,,,110,"M308_B1.gb#94$Tex\M308_1.GTX$0$-1$0 M308_B2.gb#94$Tex\M308_1.GTX$0$-1$0 M308_B3.gb#94$Tex\M308_1.GTX$0$-1$0 M308_B4.gb#94$Tex\M308_3.GTX$0$-1$0 M308_B5.gb#94$Tex\M308_1.GTX$0$-1$0 M308_B6.gb#94$Tex\M308_2.GTX$0$-1$0 M308_H1.gb#94$Tex\M308_1.GTX#Tex\M309_2.GTX$0$-1$0"
256,"Demon Infantry D4",21,75,6995,2,,,,1960,,,,,,,,,,,,,,,,,,,,,,,,111,"M309_B1.gb#112$Tex\M309_1.GTX#Tex\M309_3.GTX$0#1$-1$0 M309_B2.gb#112$Tex\M309_1.GTX#Tex\M309_2.GTX$0#1$-1$0 M309_B3.gb#112$Tex\M309_1.GTX#Tex\M309_3.GTX$0#1$-1$0 M309_B4.gb#94$Tex\M309_3.GTX$0$-1$0 M309_B5.gb#94$Tex\M309_1.GTX$0$-1$0 M309_B6.gb#94$Tex\M309_2.GTX$0$-1$0 M309_H1.gb#112$Tex\M309_1.GTX#Tex\M309_2.GTX$0#1$-1$0"
257,"Crazy Demon Warrior",21,78,7587,2,,,,2240,,,,,,,,,,,,,,,,,,,,,,,,112,"M310_B1.gb#94$Tex\M310_1.GTX$0$-1$0 M310_B2.gb#94$Tex\M310_1.GTX$0$-1$0 M310_B3.gb#94$Tex\M310_1.GTX$0$-1$0 M310_B4.gb#94$Tex\M310_1.GTX$0$-1$0 M310_B5.gb#94$Tex\M310_2.GTX$0$-1$0 M310_H1.gb#94$Tex\M310_1.GTX$0$-1$0"
258,"Demon Defender",21,80,,2,,,,2260,,,,,,,,,,,,,,,,,,,,,,,,113,"M311_B1.gb#94$Tex\M311_1.GTX$0$-1$0 M311_B2.gb#94$Tex\M311_1.GTX$0$-1$0 M311_B3.gb#94$Tex\M311_1.GTX$0$-1$0 M311_B4.gb#94$Tex\M311_3.GTX$0$-1$0 M311_B5.gb#94$Tex\M311_1.GTX$0$-1$0 M311_B6.gb#94$Tex\M311_2.GTX$0$-1$0 M311_B7.gb#94$Tex\M311_2.GTX$0$-1$0 M311_H1.gb#94$Tex\M311_1.GTX$0$-1$0"
259,"Demon Monster",17,90,109588,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,114,"M316_B1.gb#94$Tex\M315.GTX$0$-1$0 M316_B2.gb#94$Tex\M315.GTX$0$-1$0 M316_B3.gb#94$Tex\M315.GTX$0$-1$0 M316_B4.gb#94$Tex\M315.GTX$0$-1$0 M316_B5.gb#94$Tex\M315.GTX$0$-1$0 M316_B6.gb#94$Tex\M315.GTX$0$-1$0"
260,"Demon Queen",17,98,,3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,115,"M318_B1.gb#136$Tex\M318_B1.GTX#Tex\M318_B2.GTX$1#0$0$0 M318_B2.gb#136$Tex\M318_B2.GTX#Tex\M318_B3.GTX$0#1$0$0 M318_B3.gb#118$Tex\M318_B3.GTX$0$0$0"
261,"Twisted Demon Defender",22,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,"M375_B1.gb#182$Tex\M375_1.GTX$0$0$0 M375_B2.gb#182$Tex\M375_1.GTX$0$0$0 M375_B3.gb#182$Tex\M375_1.GTX$0$0$0 M375_B4.gb#182$Tex\M375_3.GTX$0$0$0 M375_B5.gb#182$Tex\M375_1.GTX$0$0$0 M375_B6.gb#182$Tex\M375_2.GTX$0$0$0 M375_H1.gb#182$Tex\M375_1.GTX$0$0$0"
262,"Twisted Demon Infantry",22,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,"M376_B1.gb#182$Tex\M375_1.GTX$0$0$0 M376_B2.gb#182$Tex\M375_1.GTX$0$0$0 M376_B3.gb#182$Tex\M375_1.GTX$0$0$0 M376_B4.gb#182$Tex\M376_3.GTX$0$0$0 M376_B5.gb#182$Tex\M375_1.GTX$0$0$0 M376_B6.gb#182$Tex\M375_2.GTX$0$0$0 M376_H1.gb#200$Tex\M375_1.GTX#Tex\M375_2.GTX$0#1$0$0"
263,"Twisted Demon Warrior",22,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,"M377_B1.gb#182$Tex\M377_1.GTX$0$0$0 M377_B2.gb#182$Tex\M377_1.GTX$0$0$0 M377_B3.gb#182$Tex\M377_1.GTX$0$0$0 M377_B4.gb#182$Tex\M377_3.GTX$0$0$0 M377_B5.gb#182$Tex\M377_1.GTX$0$0$0 M377_B6.gb#182$Tex\M377_2.GTX$0$0$0 M377_H1.gb#182$Tex\M377_1.GTX$0$0$0"
264,"Twisted Demon Patrol",22,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,"M378_B1.gb#182$Tex\M377_1.GTX$0$0$0 M378_B2.gb#182$Tex\M377_1.GTX$0$0$0 M378_B3.gb#182$Tex\M377_1.GTX$0$0$0 M378_B4.gb#182$Tex\M378_3.GTX$0$0$0 M378_B5.gb#182$Tex\M377_1.GTX$0$0$0 M378_B6.gb#182$Tex\M377_2.GTX$0$0$0 M378_H1.gb#200$Tex\M377_1.GTX#Tex\M377_2.GTX$0#1$0$0"
265,"Twisted Brown E-Moogy",22,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,"M380_B1.gb#182$Tex\M380.GTX$0$0$0"
266,"Twisted Green E-Moogy",22,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,"M381_B1.gb#182$Tex\M381.GTX$0$0$0"
267,"Ghost of the dragon",17,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,"M382_B1.gb#182$Tex\M382_B1.GTX$0$0$0 M382_B2.gb#182$Tex\M382_B2.GTX$0$0$0"
268,"Ghost of Blacksmith in E-Mok Island",22,63,5212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,"M390_B1.gb#182$Tex\M032.GTX$0$0$0"
269,"Ghost of Guard in E-Mok Island",22,65,5461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,"M391_B1.gb#182$Tex\M033.GTX$0$0$0"
270,"Sealed Ghost Troop in E-Mok Island",22,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,"M392_B1.gb#182$Tex\M035.GTX$0$0$0"
271,"Thousand-year old E-Moogy",17,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,"M383_B1.gb#182$Tex\M383.GTX$0$0$0"
272,"Small Brown E-moogy",22,64,5973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,"M380_B1.gb#182$Tex\M380.GTX$0$0$0"
273,"Small Green E-moogy",22,63,5609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,"M381_B1.gb#182$Tex\M381.GTX$0$0$0"
274,"Minor Ground Element",23,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,"M461_B1.gb#200$Tex\M435_b1.GTX#Tex\M435_b2.GTX$0#1$0$1"
275,"Minor Fire Element",23,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,"M465_B1.gb#200$Tex\M437_b1.GTX#Tex\M437_b2.GTX$0#1$0$1"
276,"Minor Water Element",23,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,"M469_B1.gb#362$Tex\M438_b1.GTX$0#0#0#0#0#0#0#0#0#0#0$0$1"
277,"Minor Iron Element",23,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,"M473_B1.gb#200$Tex\M440_b1.GTX#Tex\M440_b2.GTX$0#1$0$1"
278,"Minor Wood Element",23,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,"M477_B1.gb#182$Tex\M442_b1.GTX$0$0$1"
279,"Earth Element",23,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,"M481_B1.gb#236$Tex\M435_b1.GTX#Tex\M435_b2.GTX$0#1#0#1$0$1"
280,"Fire Element",23,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,"M485_B1.gb#200$Tex\M437_b1.GTX#Tex\M437_b2.GTX$0#1$0$1"
281,"Water Element",23,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,"M489_B1.gb#434$Tex\M438_b1.GTX$0#0#0#0#0#0#0#0#0#0#0#0#0#0#0$0$1"
282,"Iron Element",23,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,"M493_B1.gb#254$Tex\M441_b1.GTX#Tex\M441_b2.GTX#Tex\M441_b3.GTX#Tex\M441_b4.GTX#Tex\M441_b5.GTX$0#3#4#2#1$0$1"
283,"Wood Element",23,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,"M497_B1.gb#182$Tex\M443_b1.GTX$0$0$1"
