drp_azon,drp_group1,drp_group2,drp_chance1,drp_chance2,drp_item,drp_monst,drp_rev
9364,163,4,1.9,0.1,360,210,
9365,163,4,1.9,0.2,362,210,
9366,163,4,1.9,0.1,363,210,
9367,163,4,1.9,0.30000001,330,210,
9368,163,4,1.9,0.30000001,331,210,
9369,163,4,1.9,0.30000001,337,210,
9370,163,4,1.9,0.30000001,338,210,
9371,163,4,1.9,0.30000001,339,210,
9372,163,4,1.9,0.30000001,340,210,
9373,163,4,1.9,0.30000001,341,210,
9374,163,4,1.9,0.1,367,210,
9375,163,4,1.9,0.1,368,210,
9376,163,4,1.9,0.1,369,210,
9377,163,4,1.9,0.1,370,210,
9378,163,4,1.9,0.1,371,210,
9379,163,4,1.9,0.1,342,210,
9380,163,4,1.9,0.1,343,210,
9381,163,4,1.9,0.1,344,210,
9382,163,4,1.9,0.1,345,210,
9383,163,4,1.9,0.1,346,210,
9384,163,4,1.9,0.1,348,210,
9385,163,4,1.9,8,379,210,
9386,164,1,3,80,276,214,"269"
9387,164,1,3,0.30000001,384,214,
9388,164,1,3,0.30000001,385,214,
9389,164,2,87,90,276,214,"269"
9390,164,3,0.1,0.2,122,214,
9391,164,3,0.1,0.2,125,214,
9392,164,3,0.1,0.2,124,214,
9393,164,3,0.1,0.2,123,214,
9394,164,3,0.1,0.2,126,214,
9395,164,4,1.9,0.2,350,214,
9396,164,4,1.9,0.1,351,214,
9397,164,4,1.9,0.2,356,214,
9398,164,4,1.9,0.1,357,214,
9399,164,4,1.9,0.2,353,214,
9400,164,4,1.9,0.1,354,214,
9401,164,4,1.9,0.2,359,214,
9402,164,4,1.9,0.1,360,214,
9403,164,4,1.9,0.2,362,214,
9404,164,4,1.9,0.1,363,214,
9405,164,4,1.9,0.30000001,330,214,
9406,164,4,1.9,0.30000001,331,214,
9407,164,4,1.9,0.30000001,337,214,
9408,164,4,1.9,0.30000001,338,214,
9409,164,4,1.9,0.30000001,339,214,
9410,164,4,1.9,0.30000001,340,214,
9411,164,4,1.9,0.30000001,341,214,
9412,164,4,1.9,0.1,367,214,
9413,164,4,1.9,0.1,368,214,
9414,164,4,1.9,0.1,369,214,
9415,164,4,1.9,0.1,370,214,
9416,164,4,1.9,0.1,371,214,
9417,164,4,1.9,0.1,342,214,
9418,164,4,1.9,0.1,343,214,
9419,164,4,1.9,0.1,344,214,
9420,164,4,1.9,0.1,345,214,
9421,164,4,1.9,0.1,346,214,
9422,164,4,1.9,0.1,348,214,
9423,164,4,1.9,8,379,214,
9424,165,1,3,80,276,189,"288"
9425,165,1,3,0.30000001,384,189,
9426,165,1,3,0.30000001,385,189,
9427,165,2,87,90,276,189,"288"
9428,165,3,0.1,0.40000001,264,189,
9429,165,3,0.1,0.40000001,265,189,
9430,165,3,0.1,0.40000001,266,189,
9431,165,3,0.1,0.2,122,189,
9432,165,3,0.1,0.2,125,189,
9433,165,3,0.1,0.2,124,189,
9434,165,3,0.1,0.2,123,189,
9435,165,3,0.1,0.2,126,189,
9436,165,4,1.9,0.2,350,189,
9437,165,4,1.9,0.1,351,189,
9438,165,4,1.9,0.2,356,189,
9439,165,4,1.9,0.1,357,189,
9440,165,4,1.9,0.2,353,189,
9441,165,4,1.9,0.1,354,189,
9442,165,4,1.9,0.2,359,189,
9443,165,4,1.9,0.1,360,189,
9444,165,4,1.9,0.2,362,189,
9445,165,4,1.9,0.1,363,189,
9446,165,4,1.9,0.30000001,330,189,
9447,165,4,1.9,0.30000001,331,189,
9448,165,4,1.9,0.30000001,337,189,
9449,165,4,1.9,0.30000001,338,189,
9450,165,4,1.9,0.30000001,339,189,
9451,165,4,1.9,0.30000001,340,189,
9452,165,4,1.9,0.30000001,341,189,
9453,165,4,1.9,0.1,367,189,
9454,165,4,1.9,0.1,368,189,
9455,165,4,1.9,0.1,369,189,
9456,165,4,1.9,0.1,370,189,
9457,165,4,1.9,0.1,371,189,
9458,165,4,1.9,0.1,342,189,
9459,165,4,1.9,0.1,343,189,
9460,165,4,1.9,0.1,344,189,
9461,165,4,1.9,0.1,345,189,
9462,165,4,1.9,0.1,346,189,
9463,165,4,1.9,0.1,348,189,
9464,165,4,1.9,8,379,189,
9465,166,1,3,80,276,195,"290"
9466,166,1,3,0.30000001,384,195,
9467,166,1,3,0.30000001,385,195,
9468,166,2,87,90,276,195,"290"
9469,166,3,0.1,0.40000001,234,195,
9470,166,3,0.1,0.40000001,235,195,
9471,166,3,0.1,0.40000001,236,195,
9472,166,3,0.1,0.2,110,195,
9473,166,3,0.1,0.2,113,195,
9474,166,3,0.1,0.2,112,195,
9475,166,3,0.1,0.2,111,195,
9476,166,3,0.1,0.2,114,195,
9477,166,4,1.9,0.2,350,195,
9478,166,4,1.9,0.1,351,195,
9479,166,4,1.9,0.2,356,195,
9480,166,4,1.9,0.1,357,195,
9481,166,4,1.9,0.2,353,195,
9482,166,4,1.9,0.1,354,195,
9483,166,4,1.9,0.2,359,195,
9484,166,4,1.9,0.1,360,195,
9485,166,4,1.9,0.2,362,195,
9486,166,4,1.9,0.1,363,195,
9487,166,4,1.9,0.30000001,330,195,
9488,166,4,1.9,0.30000001,331,195,
9489,166,4,1.9,0.30000001,337,195,
9490,166,4,1.9,0.30000001,338,195,
9491,166,4,1.9,0.30000001,339,195,
9492,166,4,1.9,0.30000001,340,195,
9493,166,4,1.9,0.30000001,341,195,
9494,166,4,1.9,0.1,367,195,
9495,166,4,1.9,0.1,368,195,
9496,166,4,1.9,0.1,369,195,
9497,166,4,1.9,0.1,370,195,
9498,166,4,1.9,0.1,371,195,
9499,166,4,1.9,0.1,342,195,
9500,166,4,1.9,0.1,343,195,
9501,166,4,1.9,0.1,344,195,
9502,166,4,1.9,0.1,345,195,
9503,166,4,1.9,0.1,346,195,
9504,166,4,1.9,0.1,348,195,
9505,166,4,1.9,8,379,195,
9506,167,1,3,80,276,200,"292"
9507,167,1,3,0.30000001,384,200,
9508,167,1,3,0.30000001,385,200,
9509,167,2,87,90,276,200,"292"
9510,167,3,0.1,0.40000001,192,200,
9511,167,3,0.1,0.40000001,193,200,
9512,167,3,0.1,0.40000001,194,200,
9513,167,3,0.1,0.40000001,195,200,
9514,167,3,0.1,0.40000001,196,200,
9515,167,3,0.1,0.40000001,197,200,
9516,167,3,0.1,0.2,116,200,
9517,167,3,0.1,0.2,119,200,
9518,167,3,0.1,0.2,118,200,
9519,167,3,0.1,0.2,117,200,
9520,167,3,0.1,0.2,120,200,
9521,167,4,1.9,0.2,350,200,
9522,167,4,1.9,0.1,351,200,
9523,167,4,1.9,0.2,356,200,
9524,167,4,1.9,0.1,357,200,
9525,167,4,1.9,0.2,353,200,
9526,167,4,1.9,0.1,354,200,
9527,167,4,1.9,0.2,359,200,
9528,167,4,1.9,0.1,360,200,
9529,167,4,1.9,0.2,362,200,
9530,167,4,1.9,0.1,363,200,
9531,167,4,1.9,0.30000001,330,200,
9532,167,4,1.9,0.30000001,331,200,
9533,167,4,1.9,0.30000001,337,200,
9534,167,4,1.9,0.30000001,338,200,
9535,167,4,1.9,0.30000001,339,200,
9536,167,4,1.9,0.30000001,340,200,
9537,167,4,1.9,0.30000001,341,200,
9538,167,4,1.9,0.1,367,200,
9539,167,4,1.9,0.1,368,200,
9540,167,4,1.9,0.1,369,200,
9541,167,4,1.9,0.1,370,200,
9542,167,4,1.9,0.1,371,200,
9543,167,4,1.9,0.1,342,200,
9544,167,4,1.9,0.1,343,200,
9545,167,4,1.9,0.1,344,200,
9546,167,4,1.9,0.1,345,200,
9547,167,4,1.9,0.1,346,200,
9548,167,4,1.9,0.1,348,200,
9549,167,4,1.9,8,379,200,
9550,168,1,3,80,276,206,"294"
9551,168,1,3,0.30000001,384,206,
9552,168,1,3,0.30000001,385,206,
9553,168,2,87,90,276,206,"294"
9554,168,3,0.1,0.40000001,192,206,
9555,168,3,0.1,0.40000001,193,206,
9556,168,3,0.1,0.40000001,194,206,
9557,168,3,0.1,0.40000001,195,206,
9558,168,3,0.1,0.40000001,196,206,
9559,168,3,0.1,0.40000001,197,206,
9560,168,3,0.1,0.2,116,206,
9561,168,3,0.1,0.2,119,206,
9562,168,3,0.1,0.2,118,206,
9563,168,3,0.1,0.2,117,206,
9564,168,3,0.1,0.2,120,206,
9565,168,4,1.9,0.2,350,206,
9566,168,4,1.9,0.1,351,206,
9567,168,4,1.9,0.2,356,206,
9568,168,4,1.9,0.1,357,206,
9569,168,4,1.9,0.2,353,206,
9570,168,4,1.9,0.1,354,206,
9571,168,4,1.9,0.2,359,206,
9572,168,4,1.9,0.1,360,206,
9573,168,4,1.9,0.2,362,206,
9574,168,4,1.9,0.1,363,206,
9575,168,4,1.9,0.30000001,330,206,
9576,168,4,1.9,0.30000001,331,206,
9577,168,4,1.9,0.30000001,337,206,
9578,168,4,1.9,0.30000001,338,206,
9579,168,4,1.9,0.30000001,339,206,
9580,168,4,1.9,0.30000001,340,206,
9581,168,4,1.9,0.30000001,341,206,
9582,168,4,1.9,0.1,367,206,
9583,168,4,1.9,0.1,368,206,
9584,168,4,1.9,0.1,369,206,
9585,168,4,1.9,0.1,370,206,
9586,168,4,1.9,0.1,371,206,
9587,168,4,1.9,0.1,342,206,
9588,168,4,1.9,0.1,343,206,
9589,168,4,1.9,0.1,344,206,
9590,168,4,1.9,0.1,345,206,
9591,168,4,1.9,0.1,346,206,
9592,168,4,1.9,0.1,348,206,
9593,168,4,1.9,8,379,206,
9594,169,1,3,80,276,208,"296"
9595,169,1,3,0.30000001,384,208,
9596,169,1,3,0.30000001,385,208,
9597,169,2,87,90,276,208,"296"
9598,169,3,0.1,0.40000001,234,208,
9599,169,3,0.1,0.40000001,235,208,
9600,169,3,0.1,0.40000001,236,208,
9601,169,3,0.1,0.2,110,208,
9602,169,3,0.1,0.2,113,208,
9603,169,3,0.1,0.2,112,208,
9604,169,3,0.1,0.2,111,208,
9605,169,3,0.1,0.2,114,208,
9606,169,4,1.9,0.2,350,208,
9607,169,4,1.9,0.1,351,208,
9608,169,4,1.9,0.2,356,208,
9609,169,4,1.9,0.1,357,208,
9610,169,4,1.9,0.2,353,208,
9611,169,4,1.9,0.1,354,208,
9612,169,4,1.9,0.2,359,208,
9613,169,4,1.9,0.1,360,208,
9614,169,4,1.9,0.2,362,208,
9615,169,4,1.9,0.1,363,208,
9616,169,4,1.9,0.30000001,330,208,
9617,169,4,1.9,0.30000001,331,208,
9618,169,4,1.9,0.30000001,337,208,
9619,169,4,1.9,0.30000001,338,208,
9620,169,4,1.9,0.30000001,339,208,
9621,169,4,1.9,0.30000001,340,208,
9622,169,4,1.9,0.30000001,341,208,
9623,169,4,1.9,0.1,367,208,
9624,169,4,1.9,0.1,368,208,
9625,169,4,1.9,0.1,369,208,
9626,169,4,1.9,0.1,370,208,
9627,169,4,1.9,0.1,371,208,
9628,169,4,1.9,0.1,342,208,
9629,169,4,1.9,0.1,343,208,
9630,169,4,1.9,0.1,344,208,
9631,169,4,1.9,0.1,345,208,
9632,169,4,1.9,0.1,346,208,
9633,169,4,1.9,0.1,348,208,
9634,169,4,1.9,8,379,208,
9635,170,1,3,80,276,211,"298"
9636,170,1,3,0.30000001,384,211,
9637,170,1,3,0.30000001,385,211,
9638,170,2,87,90,276,211,"298"
9639,170,3,0.1,0.40000001,264,211,
9640,170,3,0.1,0.40000001,265,211,
9641,170,3,0.1,0.40000001,266,211,
9642,170,3,0.1,0.2,122,211,
9643,170,3,0.1,0.2,125,211,
9644,170,3,0.1,0.2,124,211,
9645,170,3,0.1,0.2,123,211,
9646,170,3,0.1,0.2,126,211,
9647,170,4,1.9,0.2,350,211,
9648,170,4,1.9,0.1,351,211,
9649,170,4,1.9,0.2,356,211,
9650,170,4,1.9,0.1,357,211,
9651,170,4,1.9,0.2,353,211,
9652,170,4,1.9,0.1,354,211,
9653,170,4,1.9,0.2,359,211,
9654,170,4,1.9,0.1,360,211,
9655,170,4,1.9,0.2,362,211,
9656,170,4,1.9,0.1,363,211,
9657,170,4,1.9,0.30000001,330,211,
9658,170,4,1.9,0.30000001,331,211,
9659,170,4,1.9,0.30000001,337,211,
9660,170,4,1.9,0.30000001,338,211,
9661,170,4,1.9,0.30000001,339,211,
9662,170,4,1.9,0.30000001,340,211,
9663,170,4,1.9,0.30000001,341,211,
9664,170,4,1.9,0.1,367,211,
9665,170,4,1.9,0.1,368,211,
9666,170,4,1.9,0.1,369,211,
9667,170,4,1.9,0.1,370,211,
9668,170,4,1.9,0.1,371,211,
9669,170,4,1.9,0.1,342,211,
9670,170,4,1.9,0.1,343,211,
9671,170,4,1.9,0.1,344,211,
9672,170,4,1.9,0.1,345,211,
9673,170,4,1.9,0.1,346,211,
9674,170,4,1.9,0.1,348,211,
9675,170,4,1.9,8,379,211,
9676,171,1,2.5,80,276,209,"296"
9677,171,1,2.5,0.30000001,385,209,
9678,171,1,2.5,0.2,386,209,
9679,171,2,87.5,90,276,209,"296"
9680,171,3,0.1,0.40000001,264,209,
9681,171,3,0.1,0.40000001,265,209,
9682,171,3,0.1,0.40000001,266,209,
9683,171,3,0.1,0.2,122,209,
9684,171,3,0.1,0.2,125,209,
9685,171,3,0.1,0.2,124,209,
9686,171,3,0.1,0.2,123,209,
9687,171,3,0.1,0.2,126,209,
9688,171,4,1.9,0.2,350,209,
9689,171,4,1.9,0.1,351,209,
9690,171,4,1.9,0.2,356,209,
9691,171,4,1.9,0.1,357,209,
9692,171,4,1.9,0.2,353,209,
9693,171,4,1.9,0.1,354,209,
9694,171,4,1.9,0.2,359,209,
9695,171,4,1.9,0.1,360,209,
9696,171,4,1.9,0.2,362,209,
9697,171,4,1.9,0.1,363,209,
9698,171,4,1.9,0.30000001,330,209,
9699,171,4,1.9,0.30000001,331,209,
9700,171,4,1.9,0.30000001,337,209,
9701,171,4,1.9,0.30000001,338,209,
9702,171,4,1.9,0.30000001,339,209,
9703,171,4,1.9,0.30000001,340,209,
9704,171,4,1.9,0.30000001,341,209,
9705,171,4,1.9,0.1,367,209,
9706,171,4,1.9,0.1,368,209,
9707,171,4,1.9,0.1,369,209,
9708,171,4,1.9,0.1,370,209,
9709,171,4,1.9,0.1,371,209,
9710,171,4,1.9,0.1,342,209,
9711,171,4,1.9,0.1,343,209,
9712,171,4,1.9,0.1,344,209,
9713,171,4,1.9,0.1,345,209,
9714,171,4,1.9,0.1,346,209,
9715,171,4,1.9,0.1,348,209,
9716,171,4,1.9,8,379,209,
9717,172,1,2.5,80,276,212,"298"
9718,172,1,2.5,0.30000001,385,212,
9719,172,1,2.5,0.2,386,212,
9720,172,2,87.5,90,276,212,"298"
9721,172,3,0.1,0.40000001,234,212,
9722,172,3,0.1,0.40000001,235,212,
9723,172,3,0.1,0.40000001,236,212,
9724,172,3,0.1,0.2,110,212,
9725,172,3,0.1,0.2,113,212,
9726,172,3,0.1,0.2,112,212,
9727,172,3,0.1,0.2,111,212,
9728,172,3,0.1,0.2,114,212,
9729,172,4,1.9,0.2,350,212,
9730,172,4,1.9,0.1,351,212,
9731,172,4,1.9,0.2,356,212,
9732,172,4,1.9,0.1,357,212,
9733,172,4,1.9,0.2,353,212,
9734,172,4,1.9,0.1,354,212,
9735,172,4,1.9,0.2,359,212,
9736,172,4,1.9,0.1,360,212,
9737,172,4,1.9,0.2,362,212,
9738,172,4,1.9,0.1,363,212,
9739,172,4,1.9,0.30000001,330,212,
9740,172,4,1.9,0.30000001,331,212,
9741,172,4,1.9,0.30000001,337,212,
9742,172,4,1.9,0.30000001,338,212,
9743,172,4,1.9,0.30000001,339,212,
9744,172,4,1.9,0.30000001,340,212,
9745,172,4,1.9,0.30000001,341,212,
9746,172,4,1.9,0.1,367,212,
9747,172,4,1.9,0.1,368,212,
9748,172,4,1.9,0.1,369,212,
9749,172,4,1.9,0.1,370,212,
9750,172,4,1.9,0.1,371,212,
9751,172,4,1.9,0.1,342,212,
9752,172,4,1.9,0.1,343,212,
9753,172,4,1.9,0.1,344,212,
9754,172,4,1.9,0.1,345,212,
9755,172,4,1.9,0.1,346,212,
9756,172,4,1.9,0.1,348,212,
9757,172,4,1.9,8,379,212,
9758,173,1,2.5,80,276,215,"300"
9759,173,1,2.5,0.30000001,385,215,
9760,173,1,2.5,0.2,386,215,
9761,173,2,87.5,90,276,215,"300"
9762,173,3,0.1,0.40000001,192,215,
9763,173,3,0.1,0.40000001,193,215,
9764,173,3,0.1,0.40000001,194,215,
9765,173,3,0.1,0.40000001,195,215,
9766,173,3,0.1,0.40000001,196,215,
9767,173,3,0.1,0.40000001,197,215,
9768,173,3,0.1,0.2,116,215,
9769,173,3,0.1,0.2,119,215,
9770,173,3,0.1,0.2,118,215,
9771,173,3,0.1,0.2,117,215,
9772,173,3,0.1,0.2,120,215,
9773,173,4,1.9,0.2,350,215,
9774,173,4,1.9,0.1,351,215,
9775,173,4,1.9,0.2,356,215,
9776,173,4,1.9,0.1,357,215,
9777,173,4,1.9,0.2,353,215,
9778,173,4,1.9,0.1,354,215,
9779,173,4,1.9,0.2,359,215,
9780,173,4,1.9,0.1,360,215,
9781,173,4,1.9,0.2,362,215,
9782,173,4,1.9,0.1,363,215,
9783,173,4,1.9,0.30000001,330,215,
9784,173,4,1.9,0.30000001,331,215,
9785,173,4,1.9,0.30000001,337,215,
9786,173,4,1.9,0.30000001,338,215,
9787,173,4,1.9,0.30000001,339,215,
9788,173,4,1.9,0.30000001,340,215,
9789,173,4,1.9,0.30000001,341,215,
9790,173,4,1.9,0.1,367,215,
9791,173,4,1.9,0.1,368,215,
9792,173,4,1.9,0.1,369,215,
9793,173,4,1.9,0.1,370,215,
9794,173,4,1.9,0.1,371,215,
9795,173,4,1.9,0.1,342,215,
9796,173,4,1.9,0.1,343,215,
9797,173,4,1.9,0.1,344,215,
9798,173,4,1.9,0.1,345,215,
9799,173,4,1.9,0.1,346,215,
9800,173,4,1.9,0.1,348,215,
9801,173,4,1.9,8,379,215,
9802,174,1,2.5,80,276,213,"302"
9803,174,1,2.5,0.30000001,385,213,
9804,174,1,2.5,0.2,386,213,
9805,174,2,87.5,90,276,213,"302"
9806,174,3,0.1,0.40000001,192,213,
9807,174,3,0.1,0.40000001,193,213,
9808,174,3,0.1,0.40000001,194,213,
9809,174,3,0.1,0.40000001,195,213,
9810,174,3,0.1,0.40000001,196,213,
9811,174,3,0.1,0.40000001,197,213,
9812,174,3,0.1,0.2,116,213,
9813,174,3,0.1,0.2,119,213,
9814,174,3,0.1,0.2,118,213,
9815,174,3,0.1,0.2,117,213,
9816,174,3,0.1,0.2,120,213,
9817,174,4,1.9,0.2,350,213,
9818,174,4,1.9,0.1,351,213,
9819,174,4,1.9,0.2,356,213,
9820,174,4,1.9,0.1,357,213,
9821,174,4,1.9,0.2,353,213,
9822,174,4,1.9,0.1,354,213,
9823,174,4,1.9,0.2,359,213,
9824,174,4,1.9,0.1,360,213,
9825,174,4,1.9,0.2,362,213,
9826,174,4,1.9,0.1,363,213,
9827,174,4,1.9,0.30000001,330,213,
9828,174,4,1.9,0.30000001,331,213,
9829,174,4,1.9,0.30000001,337,213,
9830,174,4,1.9,0.30000001,338,213,
9831,174,4,1.9,0.30000001,339,213,
9832,174,4,1.9,0.30000001,340,213,
9833,174,4,1.9,0.30000001,341,213,
9834,174,4,1.9,0.1,367,213,
9835,174,4,1.9,0.1,368,213,
9836,174,4,1.9,0.1,369,213,
9837,174,4,1.9,0.1,370,213,
9838,174,4,1.9,0.1,371,213,
9839,174,4,1.9,0.1,342,213,
9840,174,4,1.9,0.1,343,213,
9841,174,4,1.9,0.1,344,213,
9842,174,4,1.9,0.1,345,213,
9843,174,4,1.9,0.1,346,213,
9844,174,4,1.9,0.1,348,213,
9845,174,4,1.9,8,379,213,
9846,175,1,2.5,80,276,216,"300"
9847,175,1,2.5,0.30000001,385,216,
9848,175,1,2.5,0.2,386,216,
9849,175,2,87.5,90,276,216,"300"
9850,175,3,0.1,0.40000001,234,216,
9851,175,3,0.1,0.40000001,235,216,
9852,175,3,0.1,0.40000001,236,216,
9853,175,3,0.1,0.2,110,216,
9854,175,3,0.1,0.2,113,216,
9855,175,3,0.1,0.2,112,216,
9856,175,3,0.1,0.2,111,216,
9857,175,3,0.1,0.2,114,216,
9858,175,4,1.9,0.2,350,216,
9859,175,4,1.9,0.1,351,216,
9860,175,4,1.9,0.2,356,216,
9861,175,4,1.9,0.1,357,216,
9862,175,4,1.9,0.2,353,216,
9863,175,4,1.9,0.1,354,216,
9864,175,4,1.9,0.2,359,216,
9865,175,4,1.9,0.1,360,216,
9866,175,4,1.9,0.2,362,216,
9867,175,4,1.9,0.1,363,216,
9868,175,4,1.9,0.30000001,330,216,
9869,175,4,1.9,0.30000001,331,216,
9870,175,4,1.9,0.30000001,337,216,
9871,175,4,1.9,0.30000001,338,216,
9872,175,4,1.9,0.30000001,339,216,
9873,175,4,1.9,0.30000001,340,216,
9874,175,4,1.9,0.30000001,341,216,
9875,175,4,1.9,0.1,367,216,
9876,175,4,1.9,0.1,368,216,
9877,175,4,1.9,0.1,369,216,
9878,175,4,1.9,0.1,370,216,
9879,175,4,1.9,0.1,371,216,
9880,175,4,1.9,0.1,342,216,
9881,175,4,1.9,0.1,343,216,
9882,175,4,1.9,0.1,344,216,
9883,175,4,1.9,0.1,345,216,
9884,175,4,1.9,0.1,346,216,
9885,175,4,1.9,0.1,348,216,
9886,175,4,1.9,8,379,216,
9887,176,1,2.5,80,276,218,"302"
9888,176,1,2.5,0.30000001,385,218,
9889,176,1,2.5,0.2,386,218,
9890,176,2,87.5,90,276,218,"302"
9891,176,3,0.1,0.40000001,264,218,
9892,176,3,0.1,0.40000001,265,218,
9893,176,3,0.1,0.40000001,266,218,
9894,176,3,0.1,0.2,122,218,
9895,176,3,0.1,0.2,125,218,
9896,176,3,0.1,0.2,124,218,
9897,176,3,0.1,0.2,123,218,
9898,176,3,0.1,0.2,126,218,
9899,176,4,1.9,0.2,350,218,
9900,176,4,1.9,0.1,351,218,
9901,176,4,1.9,0.2,356,218,
9902,176,4,1.9,0.1,357,218,
9903,176,4,1.9,0.2,353,218,
9904,176,4,1.9,0.1,354,218,
9905,176,4,1.9,0.2,359,218,
9906,176,4,1.9,0.1,360,218,
9907,176,4,1.9,0.2,362,218,
9908,176,4,1.9,0.1,363,218,
9909,176,4,1.9,0.30000001,330,218,
9910,176,4,1.9,0.30000001,331,218,
9911,176,4,1.9,0.30000001,337,218,
9912,176,4,1.9,0.30000001,338,218,
9913,176,4,1.9,0.30000001,339,218,
9914,176,4,1.9,0.30000001,340,218,
9915,176,4,1.9,0.30000001,341,218,
9916,176,4,1.9,0.1,367,218,
9917,176,4,1.9,0.1,368,218,
9918,176,4,1.9,0.1,369,218,
9919,176,4,1.9,0.1,370,218,
9920,176,4,1.9,0.1,371,218,
9921,176,4,1.9,0.1,342,218,
9922,176,4,1.9,0.1,343,218,
9923,176,4,1.9,0.1,344,218,
9924,176,4,1.9,0.1,345,218,
9925,176,4,1.9,0.1,346,218,
9926,176,4,1.9,0.1,348,218,
9927,176,4,1.9,8,379,218,
9928,177,1,2.5,80,276,217,"300"
9929,177,1,2.5,0.30000001,385,217,
9930,177,1,2.5,0.2,386,217,
9931,177,2,87.5,90,276,217,"300"
9932,177,3,0.1,0.40000001,264,217,
9933,177,3,0.1,0.40000001,265,217,
9934,177,3,0.1,0.40000001,266,217,
9935,177,3,0.1,0.2,122,217,
9936,177,3,0.1,0.2,125,217,
9937,177,3,0.1,0.2,124,217,
9938,177,3,0.1,0.2,123,217,
9939,177,3,0.1,0.2,126,217,
9940,177,4,1.9,0.2,350,217,
9941,177,4,1.9,0.1,351,217,
9942,177,4,1.9,0.2,356,217,
9943,177,4,1.9,0.1,357,217,
9944,177,4,1.9,0.2,353,217,
9945,177,4,1.9,0.1,354,217,
9946,177,4,1.9,0.2,359,217,
9947,177,4,1.9,0.1,360,217,
9948,177,4,1.9,0.2,362,217,
9949,177,4,1.9,0.1,363,217,
9950,177,4,1.9,0.30000001,330,217,
9951,177,4,1.9,0.30000001,331,217,
9952,177,4,1.9,0.30000001,337,217,
9953,177,4,1.9,0.30000001,338,217,
9954,177,4,1.9,0.30000001,339,217,
9955,177,4,1.9,0.30000001,340,217,
9956,177,4,1.9,0.30000001,341,217,
9957,177,4,1.9,0.1,367,217,
9958,177,4,1.9,0.1,368,217,
9959,177,4,1.9,0.1,369,217,
9960,177,4,1.9,0.1,370,217,
9961,177,4,1.9,0.1,371,217,
9962,177,4,1.9,0.1,342,217,
9963,177,4,1.9,0.1,343,217,
9964,177,4,1.9,0.1,344,217,
9965,177,4,1.9,0.1,345,217,
9966,177,4,1.9,0.1,346,217,
9967,177,4,1.9,0.1,348,217,
9968,177,4,1.9,8,379,217,
9969,178,1,2.5,80,276,219,"302"
9970,178,1,2.5,0.30000001,385,219,
9971,178,1,2.5,0.2,386,219,
9972,178,2,87.5,90,276,219,"302"
9973,178,3,0.1,0.40000001,234,219,
9974,178,3,0.1,0.40000001,235,219,
9975,178,3,0.1,0.40000001,236,219,
9976,178,3,0.1,0.2,110,219,
9977,178,3,0.1,0.2,113,219,
9978,178,3,0.1,0.2,112,219,
9979,178,3,0.1,0.2,111,219,
9980,178,3,0.1,0.2,114,219,
9981,178,4,1.9,0.2,350,219,
9982,178,4,1.9,0.1,351,219,
9983,178,4,1.9,0.2,356,219,
9984,178,4,1.9,0.1,357,219,
9985,178,4,1.9,0.2,353,219,
9986,178,4,1.9,0.1,354,219,
9987,178,4,1.9,0.2,359,219,
9988,178,4,1.9,0.1,360,219,
9989,178,4,1.9,0.2,362,219,
9990,178,4,1.9,0.1,363,219,
9991,178,4,1.9,0.30000001,330,219,
9992,178,4,1.9,0.30000001,331,219,
9993,178,4,1.9,0.30000001,337,219,
9994,178,4,1.9,0.30000001,338,219,
9995,178,4,1.9,0.30000001,339,219,
9996,178,4,1.9,0.30000001,340,219,
9997,178,4,1.9,0.30000001,341,219,
9998,178,4,1.9,0.1,367,219,
9999,178,4,1.9,0.1,368,219,
10000,178,4,1.9,0.1,369,219,
10001,178,4,1.9,0.1,370,219,
10002,178,4,1.9,0.1,371,219,
10003,178,4,1.9,0.1,342,219,
10004,178,4,1.9,0.1,343,219,
10005,178,4,1.9,0.1,344,219,
10006,178,4,1.9,0.1,345,219,
10007,178,4,1.9,0.1,346,219,
10008,178,4,1.9,0.1,348,219,
10009,178,4,1.9,8,379,219,
10010,179,1,2.5,80,276,221,"304"
10011,179,1,2.5,0.30000001,385,221,
10012,179,1,2.5,0.2,386,221,
10013,179,2,87.5,90,276,221,"304"
10014,179,3,0.1,0.40000001,192,221,
10015,179,3,0.1,0.40000001,193,221,
10016,179,3,0.1,0.40000001,194,221,
10017,179,3,0.1,0.40000001,195,221,
10018,179,3,0.1,0.40000001,196,221,
10019,179,3,0.1,0.40000001,197,221,
10020,179,3,0.1,0.2,116,221,
10021,179,3,0.1,0.2,119,221,
10022,179,3,0.1,0.2,118,221,
10023,179,3,0.1,0.2,117,221,
10024,179,3,0.1,0.2,120,221,
10025,179,4,1.9,0.2,350,221,
10026,179,4,1.9,0.1,351,221,
10027,179,4,1.9,0.2,356,221,
10028,179,4,1.9,0.1,357,221,
10029,179,4,1.9,0.2,353,221,
10030,179,4,1.9,0.1,354,221,
10031,179,4,1.9,0.2,359,221,
10032,179,4,1.9,0.1,360,221,
10033,179,4,1.9,0.2,362,221,
10034,179,4,1.9,0.1,363,221,
10035,179,4,1.9,0.30000001,330,221,
10036,179,4,1.9,0.30000001,331,221,
10037,179,4,1.9,0.30000001,337,221,
10038,179,4,1.9,0.30000001,338,221,
10039,179,4,1.9,0.30000001,339,221,
10040,179,4,1.9,0.30000001,340,221,
10041,179,4,1.9,0.30000001,341,221,
10042,179,4,1.9,0.1,367,221,
10043,179,4,1.9,0.1,368,221,
