ita_azon,ita_itype,ita_grade,ita_class,ita_type,ita_name,ita_lvllim,ita_rev,ita_price,ita_pic,ita_pic2,ita_3d
496,3,"G62","Magician","Stick","Guardian Stick with a Lotus Flower (Imperial)",62,"|3||7||350|210|197|207|367|440|72","0","159",155,"PG_S12_06.gb#200$Tex\PG_S12_05.GTX$0#0$0$0"
497,0,"G90","Archer","All","Armor of Darkness",90,"10|8|||8||||||||155|215|22","0","ita_a11",,"CM_0_f01.gb#182$Tex\CM_0_f01.GTX$0$0$0"
498,1,"G90","Archer","Armor","Armor of Darkness",90,"||||||||||||||","0","-",86,"CM_9_a01.gb#154$Tex\CM_9_a01.GTX#Tex\CM_9_s01.GTX$0#0#1$0$0"
499,1,"G90","Archer","Boots","Boots of Darkness",90,"||||||||||||||","0","-",89,"CM_9_s01.gb#172$Tex\CM_9_a01.GTX#Tex\CM_9_g01.GTX#Tex\CM_9_p01.GTX#Tex\CM_9_s01.GTX$0#2#1#3$0$0"
500,1,"G90","Archer","Gloves","Gloves of Darkness",90,"||||||||||||||","0","-",88,"CM_9_g01.gb#136$Tex\CM_9_a01.GTX#Tex\CM_9_g01.GTX$0#1$0$0"
501,1,"G90","Archer","Helmet","Helmet of Darkness",90,"||||||||||||||","0","-",87,"CM_9_h01.gb#118$Tex\CM_9_h01.GTX$0$0$0"
502,1,"G90","Archer","Shorts","Shorts of Darkness",90,"||||||||||||||","0","-",90,"CM_9_p01.gb#118$Tex\CM_9_p01.GTX$0$0$0"
503,0,"G90","Knight","All","Armor of Darkness",90,"||||||||||||||","0","ita_k11",,"CW_0_f01.gb#182$Tex\CW_0_f01.GTX$0$0$0"
504,1,"G90","Knight","Armor","Armor of Darkness",90,"||||||||||||||","0","-",41,"CW_9_a01.gb#200$Tex\CW_9_a01.GTX#Tex\CW_9_a02.GTX$0#1$0$0"
505,1,"G90","Knight","Boots","Boots of Darkness",90,"||||||||||||||","0","-",44,"CW_9_s01.gb#182$Tex\CW_9_s01.GTX$0$0$0"
506,1,"G90","Knight","Gloves","Gloves of Darkness",90,"||||||||||||||","0","-",43,"CW_9_g01.gb#200$Tex\CW_9_g01.GTX$0#0$0$0"
507,1,"G90","Knight","Helmet","Helmet of Darkness",90,"||||||||||||||","0","-",42,"CW_9_h01.gb#182$Tex\CW_9_h01.GTX$0$0$0"
508,1,"G90","Knight","Shorts","Shorts of Darkness",90,"||||||||||||||","0","-",45,"CW_9_p01.gb#182$Tex\CW_9_p01.GTX$0$0$0"
509,0,"G90","Magician","All","Armor of Darkness",90,"||||||||||||||","0","ita_m11",,"CR_0_f01.gb#182$Tex\CR_0_f01.GTX$0$0$0"
510,1,"G90","Magician","Armor","Armor of Darkness",90,"||||||||||||||","0","-",131,"CR_9_a01.gb#182$Tex\CR_9_a01.GTX$0$0$0"
511,1,"G90","Magician","Boots","Boots of Darkness",90,"||||||||||||||","0","-",134,"CR_9_s01.gb#182$Tex\CR_9_s01.GTX$0$0$0"
512,1,"G90","Magician","Gloves","Gloves of Darkness",90,"||||||||||||||","0","-",133,"CR_9_g01.gb#182$Tex\CR_9_g01.GTX$0$0$0"
513,1,"G90","Magician","Helmet","Helmet of Darkness",90,"||||||||||||||","0","-",132,"CR_9_h01.gb#182$Tex\CR_9_h01.GTX$0$0$0"
514,1,"G90","Magician","Shorts","Shorts of Darkness",90,"||||||||||||||","0","-",135,"CR_9_p01.gb#182$Tex\CR_9_p01.GTX$0$0$0"
515,3,"G62","Knight","Sw.1H","Guardian Sword with a Lotus Flower",62,"3|7||||540||276|341|||85","0","160",156,"PS_S20_01.gb#182$Tex\PS_S20_01.GTX$0$0$0"
516,3,"G62","Knight","Sw.2H","Guardian Giant Sword with a Lotus Flower",62,"4|6||||480||516|571|||84","0","162",158,"PS_S20_02.gb#182$Tex\PS_S20_02.GTX$0$0$0"
517,3,"G62","Archer","Bow","Guardian Bow with a Lotus Flower",62,"|6|||4|480||258|332|||83","0","164",160,"PB_S20_01.gb#182$Tex\PB_S20_01.GTX$0$0$0"
518,3,"G62","Knight","Sw.1H","Guardian Sword with a Lotus Flower (Imperial)",62,"3|7||||540||281|346|||85","0","161",157,"PS_S20_03.gb#182$Tex\PS_S20_03.GTX$0$0$0"
519,3,"G62","Knight","Sw.2H","Guardian Giant Sword with a Lotus Flower (Imperial",62,"4|6||||480||592|652|||84","0","163",159,"PS_S20_04.gb#182$Tex\PS_S20_04.GTX$0$0$0"
520,3,"G62","Archer","Bow","Guardian Bow with a Lotus Flower (Imperial)",62,"|6|||4|480||258|332|||83","0","165",161,"PB_S20_02.gb#182$Tex\PB_S20_02.GTX$0$0$0"
521,0,"G08","Thief","All","MyungJoo Suit of lcT",1,"||||||||||||13|21|0","510","ita_t01",0,"CT_0_f01.gb#182$Tex\CT_0_f01.GTX$0$0$1"
522,1,"G08","Thief","Armor","MyungJoo Suit of lcT",1,"||||||||||||1|8|0","200",,174,"CT_1_a01.gb#200$Tex\CT_1_a01.GTX#Tex\CT_1_a02.GTX$0#1$0$1"
523,1,"G08","Thief","Boots","MyungJoo Suit of lcT Boots",1,"||||||||||||4|4|0","110",,177,"CT_1_s01.gb#182$Tex\CT_1_s01.GTX$0$0$1"
524,1,"G08","Thief","Gloves","MyungJoo Suit of lcT Gloves",1,"||||||||||||2|3|0","50",,176,"CT_1_g01.gb#200$Tex\CT_0_g01.GTX#Tex\CT_1_g02.GTX$0#1$0$1"
525,1,"G08","Thief","Helmet","MyungJoo Suit of lcT Helmet",1,"||||||||||||1|4|0","90",,175,"CT_1_h01.gb#182$Tex\CT_1_h02.GTX$0$0$1"
526,1,"G08","Thief","Shorts","MyungJoo Suit of lcT Shorts",1,"||||||||||||5|2|0","60",,178,"CT_1_p01.gb#218$Tex\CT_1_p01.GTX#Tex\CT_1_p02.GTX#Tex\CT_1_a02.GTX$0#2#1$0$1"
527,0,"G16","Thief","All","BeeDan suit of lcT",1,"||||||||||||25|37|0","5.419","ita_t02",0,"CT_0_f01.gb#182$Tex\CT_0_f01.GTX$0$0$1"
528,1,"G16","Thief","Armor","BeeDan suit of lcT",1,"||||||||||||2|11|0","2.126",,179,"CT_2_a01.gb#200$Tex\CT_2_a01.GTX#Tex\CT_2_a02.GTX$0#1$0$1"
529,1,"G16","Thief","Boots","BeeDan suit of lcT Boots",,"||||||||||||5|7|0","1.169",,182,"CT_2_s01.gb#182$Tex\CT_2_s02.GTX$0$0$1"
530,1,"G16","Thief","Gloves","BeeDan suit of lcT Gloves",1,"||||||||||||3|7|0","531",,181,"CT_2_g01.gb#200$Tex\CT_0_g01.GTX#Tex\CT_2_g02.GTX$0#1$0$1"
531,1,"G16","Thief","Helmet","BeeDan suit of lcT Helmet",1,"||||||||||||2|8|0","956",,180,"CT_2_h01.gb#182$Tex\CT_2_h02.GTX$0$0$1"
532,1,"G16","Thief","Shorts","BeeDan suit of lcT Shorts",1,"||||||||||||13|4|0","637",,183,"CT_2_p01.gb#218$Tex\CT_2_p01.GTX#Tex\CT_2_p02.GTX#Tex\CT_2_a02.GTX$1#0#2$0$1"
533,0,"G24","Thief","All","Myung Joo suit of T",0,"||||||||||||34|52|1","17.573","ita_t03",0,"CT_0_f01.gb#182$Tex\CT_0_f01.GTX$0$0$1"
534,1,"G24","Thief","Armor","Myung Joo suit of T",1,"||||||||||||3|14|1","6.892",,184,"CT_3_a01.gb#200$Tex\CT_3_a01.GTX#Tex\CT_3_a02.GTX$0#1$0$1"
535,1,"G24","Thief","Boots","Myung Joo suit of T Boots",1,"||||||||||||9|10|0","3.790",,187,"CT_3_s01.gb#182$Tex\CT_3_s01.GTX$0$0$1"
536,1,"G24","Thief","Gloves","Myung Joo suit of T Gloves",1,"||||||||||||4|9|0","1.723",,186,"CT_3_g01.gb#200$Tex\CT_0_g01.GTX#Tex\CT_3_g02.GTX$0#1$0$1"
537,1,"G24","Thief","Helmet","Myung Joo suit of T Helmet",1,"||||||||||||3|11|0","3.101",,185,"CT_3_h01.gb#182$Tex\CT_3_h02.GTX$0$0$1"
538,1,"G24","Thief","Shorts","Myung Joo suit of T Shorts",1,"||||||||||||15|8|0","2.067",,188,"CT_3_p01.gb#200$Tex\CT_3_p01.GTX#Tex\CT_3_p02.GTX$1#0$0$1"
539,0,"G32","Thief","All","BeeDan suit of T",1,"||||||||||||43|72|1","73.002","ita_t04",0,"CT_0_f01.gb#182$Tex\CT_0_f01.GTX$0$0$1"
540,1,"G32","Thief","Armor","BeeDan suit of T",1,"||||||||||||4|21|1","28.629",,189,"CT_4_a01.gb#200$Tex\CT_4_a01.GTX#Tex\CT_4_a02.GTX$0#1$0$1"
541,1,"G32","Thief","Boots","BeeDan suit of T Boots",1,"||||||||||||11|12|0","15.745",,192,"CT_4_s01.gb#182$Tex\CT_4_s01.GTX$0$0$1"
542,1,"G32","Thief","Gloves","BeeDan suit of T Gloves",1,"||||||||||||5|12|0","7.157",,191,"CT_4_g01.gb#200$Tex\CT_0_g01.GTX#Tex\CT_4_g02.GTX$0#1$0$1"
543,1,"G32","Thief","Helmet","BeeDan suit of T Helmet",1,"||||||||||||4|16|0","12.883",,190,"CT_4_h01.gb#182$Tex\CT_4_h02.GTX$0$0$1"
544,1,"G32","Thief","Shorts","BeeDan suit of T Shorts",1,"||||||||||||19|11|0","8.588",,193,"CT_4_p01.gb#218$Tex\CT_4_p01.GTX#Tex\CT_4_p02.GTX#Tex\CT_4_a02.GTX$2#0#1$0$1"
545,0,"G42","Thief","All","Myung Joo suit of hcT",1,"|||||||||||7|55|97|2","374.830","ita_t05",0,"CT_0_f01.gb#182$Tex\CT_0_f01.GTX$0$0$1"
546,1,"G42","Thief","Armor","Myung Joo suit of hcT",1,"|||||||||||2|5|28|2","148.872",,194,"CT_5_a01.gb#200$Tex\CT_5_a01.GTX#Tex\CT_5_a02.GTX$0#1$0$1"
547,1,"G42","Thief","Boots","Myung Joo suit of hcT Boots",1,"||||||||||||16|19|0","82.705",,197,"CT_5_s01.gb#182$Tex\CT_5_s01.GTX$0$0$1"
548,1,"G42","Thief","Gloves","Myung Joo suit of hcT Gloves",1,"|||||||||||4|6|17|0","37.217",,196,"CT_5_g01.gb#200$Tex\CT_5_g01.GTX#Tex\CT_5_g02.GTX$0#1$0$1"
549,1,"G42","Thief","Helmet","Myung Joo suit of hcT Helmet",1,"||||||||||||5|20|0","67.668",,195,"CT_5_h01.gb#182$Tex\CT_5_h02.GTX$0$0$1"
550,1,"G42","Thief","Shorts","Myung Joo suit of hcT Shorts",1,"|||||||||||1|23|13|0","38.368",,198,"CT_5_p01.gb#200$Tex\CT_5_p01.GTX#Tex\CT_5_p02.GTX$0#1$0$1"
551,0,"G46","Thief","All","BeeDan suit of hcT",43,"|||||||||||11|67|110|5","695.600","ita_t06",0,"CT_0_f01.gb#182$Tex\CT_0_f01.GTX$0$0$1"
552,1,"G46","Thief","Armor","BeeDan suit of hcT",43,"|||||||||||3|6|32|2","210.800",,199,"CT_6_a01.gb#200$Tex\CT_6_a01.GTX#Tex\CT_6_a02.GTX$0#1$0$1"
553,1,"G46","Thief","Boots","BeeDan suit of hcT Boots",37,"||||||||||||20|21|1","102.400",,202,"CT_6_s01.gb#182$Tex\CT_6_s01.GTX$0$0$1"
554,1,"G46","Thief","Gloves","BeeDan suit of hcT Gloves",35,"|||||||||||6|7|19|0","87.200",,201,"CT_6_g01.gb#200$Tex\CT_6_g01.GTX#Tex\CT_6_g02.GTX$0#1$0$1"
555,1,"G46","Thief","Helmet","BeeDan suit of hcT Helmet",39,"||||||||||||6|23|1","117.200",,200,"CT_6_h01.gb#182$Tex\CT_6_h02.GTX$0$0$1"
556,1,"G46","Thief","Shorts","BeeDan suit of hcT Shorts",41,"|||||||||||2|28|15|1","178.000",,203,"CT_6_p01.gb#218$Tex\CT_6_p01.GTX#Tex\CT_6_p02.GTX#Tex\CT_6_a02.GTX$2#0#1$0$1"
557,0,"G50","Thief","All","Diamond suit of T",50,"2|4|||3|||||||16|81|134|7",,"ita_t07",0,"CT_0_f01.gb#182$Tex\CT_0_f01.GTX$0$0$1"
558,1,"G50","Thief","Armor","Diamond suit of T",50,"1|2|||2|||||||4|7|43|3",,,204,"CT_7_a01.gb#200$Tex\CT_7_a01.GTX#Tex\CT_7_a02.GTX$0#1$0$1"
559,1,"G50","Thief","Boots","Diamond suit of T Boots",47,"||||1||||||||24|25|1",,,207,"CT_7_s01.gb#182$Tex\CT_7_s01.GTX$0$0$1"
560,1,"G50","Thief","Gloves","Diamond suit of T Gloves",46,"1|||||||||||8|8|22|1",,,206,"CT_7_g01.gb#200$Tex\CT_7_g01.GTX#Tex\CT_7_g02.GTX$0#1$0$1"
561,1,"G50","Thief","Helmet","Diamond suit of T Helmet",48,"|1|||||||||||7|26|1",,,205,"CT_7_h01.gb#182$Tex\CT_7_h02.GTX$0$0$1"
562,1,"G50","Thief","Shorts","Diamond suit of T Shorts",49,"|1||||||||||4|35|18|1",,,208,"CT_7_p01.gb#218$Tex\CT_7_p01.GTX#Tex\CT_7_p02.GTX#Tex\CT_7_a02.GTX$2#0#1$0$1"
563,0,"G55","Thief","All","Doggebi suit of T",55,"3|12|||5|||||||20|97|159|11",,"ita_t08",0,"CT_0_f01.gb#182$Tex\CT_0_f01.GTX$0$0$1"
564,1,"G55","Thief","Armor","Doggebi suit of T",55,"1|3|||3|||||||5|8|50|4",,,209,"CT_8_a01.gb#200$Tex\CT_8_a01.GTX#Tex\CT_8_a02.GTX$0#1$0$1"
565,1,"G55","Thief","Boots","Doggebi suit of T Boots",52,"||||2||||||||29|30|1",,,212,"CT_8_s01.gb#182$Tex\CT_8_s01.GTX$0$0$1"
566,1,"G55","Thief","Gloves","Doggebi suit of T Gloves",51,"2|||||||||||10|9|28|2",,,211,"CT_8_g01.gb#200$Tex\CT_8_g01.GTX#Tex\CT_8_g02.GTX$0#1$0$1"
567,1,"G55","Thief","Helmet","Doggebi suit of T Helmet",53,"|7|||||||||||8|31|2",,,210,"CT_8_h01.gb#182$Tex\CT_8_h02.GTX$0$0$1"
568,1,"G55","Thief","Shorts","Doggebi suit of T Shorts",54,"|2||||||||||5|43|20|2",,,213,"CT_8_p01.gb#218$Tex\CT_8_p01.GTX#Tex\CT_8_p02.GTX#Tex\CT_8_a02.GTX$2#0#1$0$1"
569,0,"G60","Thief","All","Golden suit of T",60,"8|16|||5|||||||24|113|185|16",,"ita_t10",0,"CT_0_f01.gb#182$Tex\CT_0_f01.GTX$0$0$1"
570,1,"G60","Thief","Armor","Golden suit of T",60,"3|3|||3|||||||6|9|58|5",,,214,"CT_9_a01.gb#200$Tex\CT_9_a01.GTX#Tex\CT_9_a02.GTX$0#1$0$1"
571,1,"G60","Thief","Boots","Golden suit of T Boots",57,"|1|||2||||||||34|35|2",,,217,"CT_9_s01.gb#182$Tex\CT_9_s01.GTX$0$0$1"
572,1,"G60","Thief","Gloves","Golden suit of T Gloves",56,"3|||||||||||12|10|32|3",,,216,"CT_9_g01.gb#182$Tex\CT_9_g01.GTX$0$0$1"
573,1,"G60","Thief","Helmet","Golden suit of T Helmet",58,"1|10|||||||||||9|36|3",,,215,"CT_9_h01.gb#182$Tex\CT_9_h01.GTX$0$0$1"
574,1,"G60","Thief","Shorts","Golden suit of T Shorts",59,"1|2||||||||||6|51|24|3",,,218,"CT_9_p01.gb#218$Tex\CT_9_p01.GTX#Tex\CT_9_p02.GTX#Tex\CT_9_a02.GTX$2#0#1$0$1"
575,3,"G01","Thief","Dagger","Raining Dagger",1,"|||||||3|12|||15",,"69",162,"PD_S1_01.gb#182$Tex\PS_S2_02.GTX$0$0$1"
576,3,"G05","Thief","Dagger","Iron Dagger",1,"|||||||19|29|||18",,"69",163,"PD_S2_01.gb#182$Tex\PD_S2_01.GTX$0$0$1"
577,3,"G09","Thief","Dagger","Steel Dagger",1,"|||||||30|44|||21",,"69",164,"PD_S2_02.gb#182$Tex\PD_S2_02.GTX$0$0$1"
578,3,"G13","Thief","Dagger","Intensified Iron Dagger",1,"|||||||40|59|||25",,"69",165,"PD_S3_01.gb#182$Tex\PD_S3_01.GTX$0$0$1"
579,3,"G17","Thief","Dagger","Iron Red-blood Dagger",1,"|||||||54|78|||29",,"69",166,"PD_S3_02.gb#182$Tex\PD_S3_02.GTX$0$0$1"
580,3,"G21","Thief","Dagger","Intensified Steel Dagger",1,"|||||||61|90|||33",,"69",167,"PD_S3_03.gb#182$Tex\PD_S3_03.GTX$0$0$1"
581,3,"G25","Thief","Dagger","JuckAh Big Steel Dagger",1,"|||||||66|96|||38",,"69",168,"PD_S4_01.gb#182$Tex\PD_S4_01.GTX$0$0$1"
582,3,"G33","Thief","Dagger","Steel Dagger with Pattern of Leaf",1,"|||||||86|115|||48",,"69",169,"PD_S4_02.gb#182$Tex\PD_S4_02.GTX$0$0$1"
583,3,"G37","Thief","Dagger","HwanDoo Dagger",1,"|||||||95|140|||54",,"69",170,"PD_S5_01.gb#182$Tex\PD_S5_01.GTX$0$0$1"
584,3,"G40","Thief","Dagger","Red HwanDoo Dagger",1,"|||||||89|220|||55",,"69",172,"PD_S5_02.gb#182$Tex\PD_S5_02.GTX$0$0$1"
585,3,"G40","Thief","Dagger","HwanDoo SaeHyung Dagger",1,"|||||||117|167|||67",,"69",173,"PD_S5_03.gb#182$Tex\PD_S5_03.GTX$0$0$1"
586,3,"G45","Thief","Dagger","MaeGak Hwandoo SaeHyung Dagger",40,"|1||||150||170|212|||68",,"69",174,"PD_S6_01.gb#182$Tex\PD_S6_01.GTX$0$0$1"
587,3,"G45","Thief","Dagger","Hwandoo Saehyung Dagger with PoL",40,"||||1|100|50|112|285|||74",,"69",175,"PD_S6_02.gb#182$Tex\PD_S6_02.GTX$0$0$1"
588,3,"G48","Thief","Dagger","Savage Tribes Dagger",45,"1|1||||200||158|273|||74",,"69",176,"PD_S6_03.gb#182$Tex\PD_S6_03.GTX$0$0$1"
589,3,"G48","Thief","Dagger","Savage Tribes Tiger Teeth Dagger",45,"2|||||150||169|284|||70",,"69",177,"PD_S6_04.gb#182$Tex\PD_S6_04.GTX$0$0$1"
590,3,"G50","Thief","Dagger","Golden Treasure Dagger",50,"1|2||||200||205|261|||79",,"69",178,"PD_S6_05.gb#182$Tex\PD_S6_05.GTX$0$0$1"
591,3,"G50","Thief","Dagger","Butterfly-Shaped Dagger",50,"3|||||150||228|284|||75",,"69",179,"PD_S6_06.gb#182$Tex\PD_S6_06.GTX$0$0$1"
592,3,"G50","Thief","Dagger","Revengeful Dagger",50,"4|||||100||184|240|||73",,"69",180,"PD_S6_07.gb#182$Tex\PD_S6_07.GTX$0$0$1"
593,3,"G53","Thief","Dagger","Diamond Dagger",53,"1|2|||1|200||233|290|||81",,"69",181,"PD_S7_01.gb#182$Tex\PD_S7_01.GTX$0$0$1"
594,3,"G53","Thief","Dagger","Diamond Dagger of Pain",53,"4|||||150||254|310|||77",,"69",182,"PD_S7_02.gb#182$Tex\PD_S7_02.GTX$0$0$1"
595,3,"G53","Thief","Dagger","Diamond Dagger of Phantom",53,"1|2||1|1|100|50|212|269|||78",,"69",183,"PD_S7_03.gb#182$Tex\PD_S7_03.GTX$0$0$1"
596,3,"G56","Thief","Dagger","Ancient Dagger",56,"2|2|||1|250||240|296|||86",,"69",184,"PD_S7_04.gb#182$Tex\PD_S7_04.GTX$0$0$1"
597,3,"G56","Thief","Dagger","Generals Dagger",56,"4|1||||200||282|338|||83",,"69",185,"PD_S7_05.gb#182$Tex\PD_S7_05.GTX$0$0$1"
598,3,"G56","Thief","Dagger","Ancient Dynastys Dagger",56,"1|2||1|2|150|50|261|359|||80",,"69",186,"PD_S7_06.gb#182$Tex\PD_S7_06.GTX$0$0$1"
599,3,"G59","Thief","Dagger","Dagger of Doggebi",59,"4|3|||1|350||308|385|||86",,"69",187,"PD_S8_01.gb#182$Tex\PD_S8_01.GTX$0$0$1"
600,3,"G59","Thief","Dagger","Dagger of High Class Doggebi",59,"6|2||||300||343|420|||83",,"69",188,"PD_S8_02.gb#182$Tex\PD_S8_02.GTX$0$0$1"
601,3,"G62","Thief","Dagger","Golden dagger",62,"5|4|||1|450||420|518|||91",,"69",189,"PD_S9_01.gb#200$Tex\PD_S9_01.GTX$0#0$0$1"
602,3,"G65","Thief","Dagger","Dragon Dagger of Sky",65,"6|4|||2|550||504|602|||94",,"69",190,"PD_S9_02.gb#182$Tex\PD_S9_02.GTX$0$0$1"
603,3,"G40","Thief","Dagger","HwanDoo SaeHyung Dagger (Imperial)",1,"|||||||160|210|||60",,"69",191,"PD_S5_04.gb#182$Tex\PD_S5_04.GTX$0$0$1"
604,3,"G45","Thief","Dagger","Hwandoo Saehyung Dagger with PoL (Imperial)",45,"||||1|100|50|123|314|||68",,"69",192,"PD_S6_08.gb#182$Tex\PD_S6_08.GTX$0$0$1"
605,3,"G48","Thief","Dagger","Savage Tribes Tiger Teeth Dagger (Imperial)",48,"2|||||150||186|312|||64",,"69",193,"PD_S6_09.gb#182$Tex\PD_S6_09.GTX$0$0$1"
606,3,"G50","Thief","Dagger","Golden Treasure Dagger (Imperial)",50,"1|2|||1|100|50|203|265|||76",,"69",194,"PD_S6_10.gb#182$Tex\PD_S6_10.GTX$0$0$1"
607,3,"G53","Thief","Dagger","Diamond Dagger of Pain (Imperial)",53,"4|||||150||280|342|||70",,"69",195,"PD_S7_07.gb#182$Tex\PD_S7_07.GTX$0$0$1"
608,3,"G56","Thief","Dagger","Generals Dagger (Imperial)",56,"4|1||||200||311|372|||73",,"69",196,"PD_S7_08.gb#182$Tex\PD_S7_08.GTX$0$0$1"
609,3,"G59","Thief","Dagger","Dagger of High Class Doggebi (Imperial)",59,"6|2||||300||377|462|||76",,"69",197,"PD_S8_03.gb#182$Tex\PD_S8_03.GTX$0$0$1"
610,3,"G62","Thief","Dagger","Golden dagger (Imperial)",62,"5|4|||1|450||462|570|||83",,"69",198,"PD_S9_03.gb#182$Tex\PD_S9_03.GTX$0$0$1"
611,3,"G65","Thief","Dagger","Dragon Dagger of Sky (Imperial)",65,"6|4|||2|550||550|658|||86",,"69",199,"PD_S9_04.gb#182$Tex\PD_S9_04.GTX$0$0$1"
612,7,"G0",,"Trinket","Apprentice Thief Trinket",0,"|1||||220|100",,,3,"$0"
613,1,"G65b","Knight","Armor","Blood Dragon Scaled Armor",65,"2|9|||1||||||||34|70|10|2|2|2|2|2","0","-",221,"CW_12_a01.gb#200$Tex\CW_12_a01.GTX$0#0$0$1"
614,1,"G65b","Knight","Shorts","Blood Dragon Scaled Shorts",64,"1|4|||1||||||||41|67|8|1|1|1|1|1","0","-",222,"CW_12_p01.gb#182$Tex\CW_12_p01.GTX$0$0$1"
615,1,"G65b","Archer","Armor","Blood Dragon Armor",65,"4|2|||6||||||||33|68|5|1|1|1|1|1","0","-",219,"CM_12_a01.gb#254$Tex\CM_12_a01.GTX#Tex\CM_12_a02.GTX#Tex\CM_12_h02.GTX$0#0#0#1#2$0$1"
616,1,"G65b","Archer","Shorts","Blood Dragon Shorts",64,"2|1|||3||||||||56|31|3|1|1|1|1|1","0","-",220,"CM_12_p01.gb#218$Tex\CM_12_p01.GTX#Tex\CM_12_p02.GTX#Tex\CM_12_a01.GTX$0#1#2$0$1"
617,1,"G65b","Magician","Armor","Blood Dragon DeaChangEau Clothes",65,"|7|1|8|||||||||34|47|4|10|10|10|7|7","0","-",223,"CR_12_a01.gb#236$Tex\CR_12_a01.GTX#Tex\CR_12_a02.GTX#Tex\CR_12_h03.GTX$0#0#1#2$0$1"
618,1,"G65b","Magician","Shorts","Blood Dragon DeaChangEau Shorts",64,"|4|1|5|||||||||38|35|4|6|6|6|6|6","0","-",224,"CR_12_p01.gb#182$Tex\CR_12_p01.GTX$0$0$1"
619,12,"G11","Thief","Animal","Eagle",11,,,,0,"GB08_B01.gb#200$Tex\PGB08_01.GTX#Tex\PGB08_02.GTX$0#1$0$1"
620,12,"G21","Thief","Animal","Eagle",21,,,,0,"GB08_B02.gb#200$Tex\PGB08_01.GTX#Tex\PGB08_02.GTX$0#1$0$1"
621,12,"G31","Thief","Animal","Eagle",31,,,,0,"GD08_B01.gb#200$Tex\PGD08_B01.GTX#Tex\PGD08_B02.GTX$0#1$0$1"
622,12,"G41","Thief","Animal","Eagle",41,,,,0,"GD16_B01.gb#200$Tex\GD16_b1.GTX$0#0$0$1 GD16_B02.gb#200$Tex\GD16_b2.GTX$0#0$0$1 GD16_B03.gb#200$Tex\GD16_b3.GTX$0#0$0$1"
623,3,"G70","Knight","Sw.1H","Blood Dragons Sword",70,"7|4|||3|650||388|458|||89","0","166",200,"PS_S21_01.gb#182$Tex\PS_S21_01.GTX$0$0$1"
624,3,"G70","Knight","Sw.2H","Blood Dragons Giant Sword",70,"11|3|||0|600||628|698|||88","0","168",201,"PS_S21_02.gb#182$Tex\PS_S21_02.GTX$0$0$1"
625,2,"G65","Knight","Shield","Blood Dragons Shield",65,"||||||||||||12|45|3","0","174",232,"PS_B21_01.gb#182$Tex\PS_B21_01.GTX$0$0$1"
626,3,"G70","Archer","Bow","Blood Dragons Bow",70,"1|2|||11|500|100|373|443|||87","0","170",202,"PB_s21_01.gb#200$Tex\PB_s21_01.GTX$0#0$0$1"
627,3,"G70","Magician","Stick","Blood Dragons Stick",70,"|2|9|5||450|250|231|241|490|560|78","0","172",203,"PG_s21_01.gb#200$Tex\PG_s21_01.GTX$0#0$0$1"
628,3,"G70","Magician","Stick","Blood Dragons Stick of Ruin",70,"||25||||450|258|268|525|595|76","0","172",203,"PG_s21_01.gb#200$Tex\PG_s21_01.GTX$0#0$0$1"
629,3,"G70","Magician","Stick","Blood Dragons Stick of Hell",70,"|||18|10||650|212|222|435|505|80","0","172",203,"PG_s21_01.gb#200$Tex\PG_s21_01.GTX$0#0$0$1"
630,3,"G70","Thief","Dagger","Blood Dragons Dagger",70,"7|4|||3|650||588|686|||97","0","173",204,"PD_S21_01.gb#182$Tex\PD_S21_01.GTX$0$0$1"
631,3,"G62","Magician","Stick","Golden Stick of Distress",62,"||10||||350|210|220|375|445|70","0","146",139,"PG_S12_01.gb#200$Tex\PG_S12_01.GTX$0#0$0$0"
632,3,"G62","Magician","Stick","Golden Stick of Sabbath",62,"|||14|6||450|172|182|305|375|74","0","146",139,"PG_S12_01.gb#200$Tex\PG_S12_01.GTX$0#0$0$0"
633,3,"G65","Magician","Stick","Dragons Insight Stick of Sky",65,"||12||||400|234|244|450|520|73","0","151",147,"PG_S12_02.gb#182$Tex\PG_S12_04.GTX$0$0$0"
634,3,"G65","Magician","Stick","Dragons Fury Stick of Sky",65,"|||16|8||550|192|202|370|440|77","0","151",147,"PG_S12_02.gb#182$Tex\PG_S12_04.GTX$0$0$0"
635,0,"G65","Thief","All","Blood Dragon Suit of Thief",65,"13|23|||7|||||||17|133|211|21",,"ita_t11",0,"CT_0_f01.gb#182$Tex\CT_0_f01.GTX$0$0$1"
636,1,"G65","Thief","Armor","Blood Dragon Suit of T",65,"3|5|||4|||||||8|12|66|6|1|1|1||",,,227,"CT_12_a01.gb#200$Tex\CT_12_a01.GTX#Tex\CT_12_a02.GTX$0#1$0$1"
637,1,"G65","Thief","Boots","Blood Dragon Suit of T Boots",62,"2||||3||||||||39|40|3|||1||",,,230,"CT_12_s01.gb#182$Tex\CT_12_s01.GTX$0$0$1"
638,1,"G65","Thief","Gloves","Blood Dragon Suit of T Gloves",61,"4|1|||||||||||11|36|4||1|||",,,229,"CT_12_g01.gb#182$Tex\CT_12_g01.GTX$0$0$1"
639,1,"G65","Thief","Helmet","Blood Dragon Suit of T Helmet",63,"2|13|||||||||||10|41|4|1||||",,,228,"CT_12_h01.gb#182$Tex\CT_12_h01.GTX$0$0$1"
