normalized_name,status,legacy_ids,bango_ids,legacy_names,bango_names,legacy_grades,bango_grades,grade_equal,legacy_levels,bango_levels,level_equal,legacy_buy_prices,bango_buy_prices,price_equal
imperialblooddragonssword,matched-name,646,1700,Imperial Blood Dragons Sword,Imperial Blood Dragon's Sword,G70,G70,True,70,70,True,0,0,True
imperialbowofdarkness,bango-only-name,,2621,,Imperial Bow of Darkness,,G62,,,60,,,0,
imperialbowofdoggebi,bango-only-name,,792,,Imperial Bow of Doggebi,,G59,,,59,,,0,
imperialbutterflyshapedgiantsword,bango-only-name,,779,,Imperial Butterfly-Shaped Giant Sword,,G50,,,50,,,0,
imperialchultaebow,bango-only-name,,770,,Imperial ChulTae Bow,,G40,,,1,,,0,
imperialdaggerofdarkness,bango-only-name,,2623,,Imperial Dagger of Darkness,,G62,,,60,,,0,
imperialdaggerofdoggebi,bango-only-name,,1439,,Imperial dagger of Doggebi,,G59,,,59,,,0,
imperialdiamondbowofphantom,bango-only-name,,784,,Imperial Diamond Bow of Phantom,,G53,,,53,,,0,
imperialdiamonddaggerofpain,bango-only-name,,1437,,Imperial Diamond dagger of Pain,,G53,,,53,,,0,
imperialdiamondgiantswordofpain,bango-only-name,,783,,Imperial Diamond Giant Sword of Pain,,G53,,,53,,,0,
imperialdiamondstickofpain,bango-only-name,,785,,Imperial Diamond Stick of Pain,,G53,,,53,,,0,
imperialdiamondswordofpain,bango-only-name,,782,,Imperial Diamond Sword of Pain,,G53,,,53,,,0,
imperialdragonbowofsky,bango-only-name,,800,,Imperial Dragon Bow of Sky,,G65,,,65,,,0,
imperialdragondaggerofsky,bango-only-name,,1441,,Imperial Dragon dagger of Sky,,G65,,,65,,,0,
imperialdragongiantswordofsky,bango-only-name,,799,,Imperial Dragon Giant Sword of Sky,,G65,,,65,,,0,
imperialdragonstickofsky,matched-name,492,801,Imperial Dragon Stick of Sky,Imperial Dragon Stick of Sky,G65,G65,True,65,65,True,0,0,True
imperialdragonswordofsky,bango-only-name,,798,,Imperial Dragon Sword of Sky,,G65,,,65,,,0,
imperialgeneralofancienttribalmacsbow,bango-only-name,,788,,Imperial General of Ancient Tribal Mac's Bow,,G56,,,56,,,0,
imperialgeneralsdagger,bango-only-name,,1438,,Imperial General's dagger,,G56,,,56,,,0,
imperialgeneralsgiantsword,bango-only-name,,787,,Imperial General's Giant Sword,,G56,,,56,,,0,
imperialgeneralsstick,bango-only-name,,789,,Imperial General's Stick,,G56,,,56,,,0,
imperialgeneralstreasuresword,bango-only-name,,786,,Imperial General's Treasure Sword,,G56,,,56,,,0,
imperialgiantswordofdarkness,bango-only-name,,2620,,Imperial Giant Sword of Darkness,,G62,,,60,,,0,
imperialgiantswordofdoggebi,bango-only-name,,791,,Imperial Giant Sword of Doggebi,,G59,,,59,,,0,
imperialgoldenbow,bango-only-name,,796,,Imperial Golden Bow,,G62,,,60,,,0,
imperialgoldendagger,bango-only-name,,1440,,Imperial Golden dagger,,G62,,,60,,,0,
imperialgoldengiantsword,bango-only-name,,795,,Imperial Golden Giant Sword,,G62,,,60,,,0,
imperialgoldenstick,bango-only-name,,797,,Imperial Golden Stick,,G62,,,60,,,0,
imperialgoldensword,bango-only-name,,794,,Imperial Golden Sword,,G62,,,60,,,0,
imperialguardiandaggerwithalotusflower,bango-only-name,,1669,,Imperial Guardian Dagger with a Lotus Flower,,G62,,,62,,,0,
imperialguardianstickwithabluegem,bango-only-name,,1443,,Imperial Guardian Stick with a Blue Gem,,G59,,,59,,,0,
imperialguardianstickwithalotusflower,bango-only-name,,1445,,Imperial Guardian Stick with a Lotus Flower,,G62,,,62,,,0,
imperialheavenlyexecutionerbow,bango-only-name,,1923,,Imperial Heavenly Executioner Bow,,G75,,,75,,,0,
imperialheavenlyexecutionerdagger,bango-only-name,,1927,,Imperial Heavenly Executioner Dagger,,G75,,,75,,,0,
imperialheavenlyexecutionergiantsword,bango-only-name,,1922,,Imperial Heavenly Executioner Giant Sword,,G75,,,75,,,0,
imperialheavenlyexecutionerstick,bango-only-name,,1924,,Imperial Heavenly Executioner Stick,,G75,,,75,,,0,
imperialheavenlyexecutionerstickofhell,bango-only-name,,1926,,Imperial Heavenly Executioner Stick of Hell,,G75,,,75,,,0,
imperialheavenlyexecutionerstickofruin,bango-only-name,,1925,,Imperial Heavenly Executioner Stick of Ruin,,G75,,,75,,,0,
imperialheavenlyexecutionersword,bango-only-name,,1921,,Imperial Heavenly Executioner Sword,,G75,,,75,,,0,
imperialhwandoosaehyungbigswordwithpatternofleaf,bango-only-name,,772,,Imperial Hwandoo Saehyung Big Sword with Pattern of Leaf,,G45,,,40,,,0,
imperialhwandoosaehyungdaggerwithpatternofleaf,bango-only-name,,1434,,Imperial Hwandoo Saehyung dagger with Pattern of Leaf,,G45,,,40,,,0,
imperialjoongbangchairpersonsstick,bango-only-name,,771,,Imperial JoongBang Chairperson's Stick,,G40,,,1,,,0,
imperialjoongbangchairpersonswhitestick,bango-only-name,,774,,Imperial Joong Bang Chairperson's WhiteStick,,G45,,,40,,,0,
imperialsaehyungbigsword,bango-only-name,,769,,Imperial SaeHyung Big Sword,,G40,,,1,,,0,
imperialsaehyungdagger,bango-only-name,,1433,,Imperial SaeHyung dagger,,G40,,,1,,,0,
imperialsavagetribesbluechultaebow,bango-only-name,,776,,Imperial Savage Tribe's Blue ChulTae Bow,,G48,,,45,,,0,
imperialsavagetribesgrandstick,bango-only-name,,777,,Imperial Savage Tribe's Grand Stick,,G48,,,45,,,0,
imperialsavagetribestigerteethdagger,bango-only-name,,1435,,Imperial Savage Tribe's Tiger Teeth dagger,,G48,,,45,,,0,
imperialsavagetribestigerteethgiantsword,bango-only-name,,2648,,Imperial Savage Tribe's Tiger Teeth Giant Sword,,G48,,,48,,,0,
imperialsavagetribestigerteethsword,bango-only-name,,775,,Imperial Savage Tribe's Tiger Teeth Sword,,G48,,,45,,,0,
imperialsteelbowwithcrowsfeather,bango-only-name,,780,,Imperial Steel Bow with Crow's Feather,,G50,,,50,,,0,
imperialstickofdarkness,bango-only-name,,2622,,Imperial Stick of Darkness,,G62,,,60,,,0,
imperialstickofdoggebi,bango-only-name,,793,,Imperial Stick of Doggebi,,G59,,,59,,,0,
imperialstickwithbluecrowsfeather,bango-only-name,,781,,Imperial Stick with Blue Crow's Feather,,G50,,,50,,,0,
imperialswordofdarkness,bango-only-name,,2619,,Imperial Sword of Darkness,,G62,,,60,,,0,
imperialtreasureswordofdoggebi,bango-only-name,,790,,Imperial Treasure Sword of Doggebi,,G59,,,59,,,0,
imperialyeonlinsteelbow,bango-only-name,,773,,Imperial Yeon Lin Steel Bow,,G45,,,40,,,0,
infinitelyheroic,legacy-only-name,334,,"""Infinitely"" / ""Heroic""",,,,,0,,,,,
inpillsscabbard,bango-only-name,,172,,In-Pill's Scabbard,,,,,,,,0,
instantagile,legacy-only-name,361,,"""Instant"" / ""Agile""",,,,,0,,,,,
intelligencenecklace,bango-only-name,,2449,,Intelligence Necklace,,G75,,,,,,0,
intensifiedirondagger,matched-name,578,1407,Intensified Iron Dagger,Intensified Iron dagger,G13,G13,True,1,1,True,,3120,False
intensifiedshaejagaparmor,matched-name,55|56,54,Intensified ShaeJaGap Armor,Intensified ShaeJaGap Armor,G32,G32,True,1,1,True,28.629|73.002,28629,False
intensifiedshaejagapboots,matched-name,57,57,Intensified ShaeJaGap Boots,Intensified ShaeJaGap Boots,G32,G32,True,1,1,True,15.745,15745,False
intensifiedshaejagapgloves,matched-name,58,56,Intensified ShaeJaGap Gloves,Intensified ShaeJaGap Gloves,G32,G32,True,1,1,True,7.157,7157,False
intensifiedshaejagaphood,matched-name,59,55,Intensified ShaeJaGap Hood,Intensified ShaeJaGap Hood,G32,G32,True,1,1,True,12.883,12883,False
intensifiedshaejagapshorts,matched-name,60,58,Intensified ShaeJaGap Shorts,Intensified ShaeJaGap Shorts,G32,G32,True,1,1,True,8.588,8588,False
intensifiedsteelarmor,matched-name,98|97,251,Intensified Steel Armor,Intensified Steel Armor,G46,G46,True,35|43,43,False,210.800|695.600,0,False
intensifiedsteelboots,legacy-only-name,99,,Intensified Steel Boots,,G46,,,37,,,102.400,,
intensifiedsteeldagger,matched-name,580,1409,Intensified Steel Dagger,Intensified Steel dagger,G21,G21,True,1,1,True,,10826,False
intensifiedsteelgloves,matched-name,100,253,Intensified Steel Gloves,Intensified Steel Gloves,G46,G46,True,35,35,True,87.200,0,False
intensifiedsteelhelmet,matched-name,101,252,Intensified Steel Helmet,Intensified Steel Helmet,G46,G46,True,39,39,True,117.200,0,False
intensifiedsteelshoes,bango-only-name,,254,,Intensified Steel Shoes,,G46,,,37,,,0,
intensifiedsteelshorts,matched-name,102,255,Intensified Steel Shorts,Intensified Steel Shorts,G46,G46,True,41,41,True,178.000,0,False
invincibleharsh,legacy-only-name,337,,"""Invincible"" / ""Harsh""",,,,,0,,,,,
iran,bango-only-name,,922,,Iran,,,,,,,,0,
irondagger,matched-name,576,1405,Iron Dagger,Iron dagger,G05,G05,True,1,1,True,,180,False
ironjuckmostick,matched-name,250,94,Iron JuckMo Stick,Iron JuckMo Stick,G17,G17,True,1,1,True,6.973,6973,False
ironlegsvigorous,legacy-only-name,320,,"""Iron legs"" / ""Vigorous""",,,,,0,,,,,
ironredblooddagger,matched-name,579,1408,Iron Red-blood Dagger,Iron Red-blood dagger,G17,G17,True,1,1,True,,6973,False
ironredbloodsword,matched-name,178,5,Iron Red-Blood Sword,Iron Red-blood Sword,G17,G17,True,1,1,True,6.973,6973,False
ironshieldwithgong,matched-name,168,431,Iron Shield With Gong,Iron Shield With Gong,G52,G52,True,50,50,True,0,0,True
ironstick,matched-name,249,93,Iron Stick,Iron Stick,G13,G13,True,1,1,True,3.120,3120,False
ironsword,matched-name,177,4,Iron Sword,Iron Sword,G13,G13,True,1,1,True,3.120,3120,False
italy,bango-only-name,,925,,Italy,,,,,,,,0,
jagansgold,bango-only-name,,158,,Ja-Gan's Gold,,,,,,,,0,
japan,bango-only-name,,932,,Japan,,,,,,,,0,
jeagalettersofintroduction,bango-only-name,,1471,,"Jea-Ga, letters of introduction",,,,,,,,0,
joongbangchairpersonssinglestick,matched-name,260,116,Joong Bang Chairpersons Single Stick,Joong Bang Chairperson's Single Stick,G45,G45,True,40,40,True,0,0,True
joongbangchairpersonsstick,matched-name,258,114,JoongBang Chairpersons Stick,JoongBang Chairperson's Stick,G40,G40,True,1,1,True,159.092,159092,False
joongbangchairpersonsstickimperial,legacy-only-name,396,,JoongBang Chairpersons Stick (Imperial),,G40,,,1,,,0,,
joongbangchairpersonswhitestick,matched-name,259,115,Joong Bang Chairpersons WhiteStick,Joong Bang Chairperson's WhiteStick,G45,G45,True,40,40,True,0,0,True
joongbangchairpersonswhitestickimperial,legacy-only-name,399,,Joong Bang Chairpersons WhiteStick (Imperial),,G45,,,40,,,0,,
joonongsgold,bango-only-name,,157,,Joo-Nong's Gold,,,,,,,,0,
juckahbigsteeldagger,matched-name,581,1410,JuckAh Big Steel Dagger,JuckAh Big Steel dagger,G25,G25,True,1,1,True,,14680,False
juckahbigsteelsword,bango-only-name,,60,,JuckAh Big Steel Sword,,G29,,,1,,,27120,
k,bango-only-name,,949,,[ K ],,,,,,,,0,
keenfictional,legacy-only-name,355,,"""Keen"" / ""Fictional""",,,,,0,,,,,
kegoftalisman,bango-only-name,,225,,Keg of Talisman,,,,,,,,0,
kegoftalismanfromchang,bango-only-name,,336,,Keg of Talisman from Chang,,,,,,,,0,
key,bango-only-name,,1182|1183,,Key,,,,,,,,,
keyforthegateofadvancebase,bango-only-name,,760,,Key for the Gate of Advance Base,,,,,,,,0,
knightofthetraitorshangoutstalisman,bango-only-name,,1396,,Knight of the Traitors Hangout's Talisman,,,,,,,,0,
knollhead,bango-only-name,,1791,,Knoll Head,,,,,,,,0,
knollofcertificate,bango-only-name,,1731,,Knoll of certificate,,,,,,,,0,
l,bango-only-name,,950|1103,,[ L ],,,,,,,,0,
lanceasiabell,bango-only-name,,199,,Lance Asiabell,,,,,,,,0,
largegreenbeancake,bango-only-name,,2374,,large green bean cake,,,,,,,,0,
largeironshield,matched-name,166,429,Large Iron Shield,Large Iron Shield,G44,G44,True,40,40,True,0,0,True
largemedicine,bango-only-name,,2055,,Large Medicine,,,,,,,,210,
largenaturalregenerationpotion,bango-only-name,,2072,,Large natural regeneration potion,,,,,,,,0,
largerefiningwater,matched-name,308,424,Large Refining Water,Large Refining Water,G48,G48,True,0,48,False,,696,False
largewaterofgeumohmountain,matched-name,300,416,Large Water of Geum-Oh Mountain,Large Water of Geum-Oh Mountain,G16,G16,True,0,16,False,,75,False
largewaterofgeumohvalley,matched-name,304,420,Large Water of Geum-Oh Valley,Large Water of Geum-Oh Valley,G32,G32,True,0,32,False,,327,False
leatherarmor,matched-name,1|2|435|436,32,Leather Armor,Leather Armor,G00|G08,G08,False,1,1,True,200|510,200,False
leatherarmorboots,matched-name,3|437,35,Leather Armor Boots,Leather Armor Boots,G00|G08,G08,False,1,1,True,110,110,True
leatherarmorgloves,matched-name,4|438,34,Leather Armor Gloves,Leather Armor Gloves,G00|G08,G08,False,1,1,True,50,50,True
leatherarmorhood,matched-name,5|439,33,Leather Armor Hood,Leather Armor Hood,G00|G08,G08,False,1,1,True,90,90,True
leatherarmorshorts,matched-name,6|440,36,Leather Armor Shorts,Leather Armor Shorts,G00|G08,G08,False,1,1,True,60,60,True
leatherencampmentbuildingscroll,bango-only-name,,1326,,Leather(Encampment Building Scroll),,,,,,,,20000,
leekcake,bango-only-name,,2372,,leek cake,,,,,,,,0,
legendaryrash,legacy-only-name,347,,"""Legendary"" / ""Rash""",,,,,0,,,,,
limitablevigorous,legacy-only-name,327,,"""Limitable"" / ""Vigorous""",,,,,0,,,,,
linepatternstickwithblackcrowsfeather,matched-name,265,249,Line Pattern Stick with Black Crows Feather,Line Pattern Stick with Black Crow's Feather,G50,G50,True,50,50,True,0,0,True
lock,bango-only-name,,1181,,Lock,,,,,,,,90000,
lollipop,bango-only-name,,1004,,Lollipop,,,,,,,,0,
loom,bango-only-name,,1020,,Loom,,,,,,,,0,
lordsjaw,bango-only-name,,1494,,Lord's Jaw,,,,,,,,0,
lostarmorfragmentofdevah,bango-only-name,,1826,,Lost armor fragment of D'evah,,,,,,,,0,
luckykey,bango-only-name,,636|1161,,Lucky Key,,,,,,,,0,
luckykey1day,bango-only-name,,758,,Lucky Key[1day],,,,,,,,0,
luckynecklace,bango-only-name,,596,,Lucky Necklace,,G01,,,,,,0,
luckystone,bango-only-name,,637|1162,,Lucky Stone,,,,,,,,0,
luckystone1day,bango-only-name,,759,,Lucky Stone[1day],,,,,,,,0,
luckywoodenbox,bango-only-name,,757,,Lucky Wooden Box,,,,,,,,0,
m,bango-only-name,,951,,[ M ],,,,,,,,0,
mackerel,bango-only-name,,239,,Mackerel,,,,,,,,0,
maegakhwandoosaehyungbigsword,matched-name,187,103,Maegak Hwandoo Saehyung Big Sword,MaeGak Hwandoo SaeHyung Big Sword,G45,G45,True,40,40,True,0,0,True
maegakhwandoosaehyungdagger,matched-name,586,1416,MaeGak Hwandoo SaeHyung Dagger,MaeGak Hwandoo SaeHyung dagger,G45,G45,True,40,40,True,,0,False
magicalpowerswise,legacy-only-name,346,,"""Magical Powers"" / ""Wise""",,,,,0,,,,,
magicscrolltogeumohmineforindividual,bango-only-name,,194,,Magic Scroll to Geum-Oh Mine [For Individual],,,,,,,,400,
magicscrolltogeumohmineforparty,bango-only-name,,189,,Magic Scroll to Geum-Oh Mine [For Party],,,,,,,,1000,
magicscrolltohondelforindividual,bango-only-name,,2160,,Magic Scroll to Hondel [For individual],,,,,,,,250,
magicscrolltohondelforparty,bango-only-name,,2159,,Magic Scroll to Hondel [For Party],,,,,,,,500,
magicscrolltojooksuhcargostationforindividual,bango-only-name,,193,,Magic Scroll to Jook-Suh Cargo Station [For Individual],,,,,,,,400,
magicscrolltojooksuhcargostationforparty,bango-only-name,,188,,Magic Scroll to Jook-Suh Cargo Station [For Party],,,,,,,,1000,
magicscrolltonarootuhforindividual,bango-only-name,,192,,Magic Scroll to Narootuh [For Individual],,,,,,,,400,
magicscrolltonarootuhforparty,bango-only-name,,187,,Magic Scroll to Narootuh [For Party],,,,,,,,1000,
magicscrolltotemporaryfortofgeumoheecastleforindividual,bango-only-name,,196,,Magic Scroll to Temporary Fort of Geum-Ohee Castle [For Individual],,,,,,,,400,
magicscrolltotemporaryfortofgeumoheecastleforparty,bango-only-name,,191,,Magic Scroll to Temporary Fort of Geum-Ohee Castle [For Party],,,,,,,,1000,
magicscrolltothecityofpriestforindividual,bango-only-name,,485,,Magic Scroll to the City of Priest [For Individual],,,,,,,,400,
magicscrolltothecityofpriestforparty,bango-only-name,,484,,Magic Scroll to the City of Priest [For Party],,,,,,,,1000,
magicscrolltothepubofthegiantbirdforindividual,bango-only-name,,195,,Magic Scroll to The Pub of the Giant Bird [For Individual],,,,,,,,400,
magicscrolltothepubofthegiantbirdforparty,bango-only-name,,190,,Magic Scroll to The Pub of the Giant Bird [For Party],,,,,,,,1000,
magicscrolltotownofcheonjiyunforindividual,bango-only-name,,2158,,Magic Scroll to Town of Cheonji-Yun [For individual],,,,,,,,250,
magicscrolltotownofcheonjiyunforparty,bango-only-name,,2157,,Magic Scroll to Town of Cheonji-Yun [For Party],,,,,,,,500,
makansoosletter,bango-only-name,,133,,Mak-AnSoo's Letter,,,,,,,,0,
mananecklace,bango-only-name,,2462,,Mana Necklace,,G60,,,,,,0,
manshealthy,legacy-only-name,365,,"""Mans"" / ""Healthy""",,,,,0,,,,,
mapforroyaltomb,bango-only-name,,182,,Map for Royal Tomb,,,,,,,,0,
marignatedsteamedribeye,bango-only-name,,876,,marignated steamed rib-eye,,,,,,,,0,
maskforarcher,bango-only-name,,364|1037|2602,,Mask for Archer,,,,,41|6,,,0|100000|50000,
maskforknight,bango-only-name,,363|1036|2601,,Mask for Knight,,,,,41|6,,,0|100000|50000,
maskformagician,bango-only-name,,365|1038|2603,,Mask for Magician,,,,,41|6,,,0|100000|50000,
maskforthief,bango-only-name,,1681|2613,,Mask for Thief,,,,,41,,,100000|50000,
maskofbride,bango-only-name,,352,,Mask of Bride,,,,,,,,0,
maskofclown,bango-only-name,,354,,Mask of Clown,,,,,,,,0,
maskofdoggebi,bango-only-name,,353,,Mask of Doggebi,,,,,,,,0,
maskofspiderman,bango-only-name,,351,,Mask of Spiderman,,,,,,,,0,
meatofcheonjiyeonwolf,bango-only-name,,2057,,Meat of Cheonjiyeon wolf,,G68,,,68,,,250,
medeicinepack,bango-only-name,,1787,,Medeicine pack,,,,,,,,0,
mediumboilingwater,legacy-only-name,311,,Medium Boiling Water,,G60,,,0,,,,,
mediumboillingwater,bango-only-name,,427,,Medium Boilling Water,,G60,,,60,,,918,
mediumcheonjiyeonwater,bango-only-name,,2060,,Medium Cheonjiyeon Water,,G72,,,72,,,1700,
mediumgreenbeancake,bango-only-name,,2375,,medium green bean cake,,,,,,,,0,
mediumironshield,bango-only-name,,29,,Medium Iron Shield,,G25,,,1,,,520,
mediummagicpotion,bango-only-name,,1319,,Medium Magic Potion,,,,,,,,0,
mediummedicine,matched-name,279,48,Medium Medicine,Medium Medicine,,,True,0,,False,160,70,False
mediumnaturalregenerationpotion,bango-only-name,,2071,,Medium natural regeneration potion,,,,,,,,0,
mediumrefiningwater,matched-name,307,423,Medium Refining Water,Medium Refining Water,G44,G44,True,0,44,False,,612,False
mediumsteelshield,bango-only-name,,30,,Medium Steel Shield,,G40,,,1,,,3200,
mediumwaterofgeumohmountain,matched-name,299,415,Medium Water of Geum-Oh Mountain,Medium Water of Geum-Oh Mountain,G12,G12,True,0,12,False,,39,False
mediumwaterofgeumohvalley,matched-name,303,419,Medium Water of Geum-Oh Valley,Medium Water of Geum-Oh Valley,G28,G28,True,0,28,False,,282,False
medumrewardpack,bango-only-name,,2091,,Medum Reward pack,,,,,,,,0,
medumspiritwater,bango-only-name,,2095,,Medum Spirit water,,,,,,,,0,
meleesunlawful,legacy-only-name,316,,"""Melees"" / ""Unlawful""",,,,,0,,,,,
melon,bango-only-name,,368,,Melon,,G32,,,32,,,0,
mercifulfixed,legacy-only-name,360,,"""Merciful"" / ""Fixed""",,,,,0,,,,,
mexico,bango-only-name,,921,,Mexico,,,,,,,,0,
midironshield,legacy-only-name,164,,Mid-Iron Shield,,G23,,,1,,,520,,
midsteelshield,legacy-only-name,165,,Mid-Steel Shield,,G40,,,1,,,3.200,,
mightyabsoluteness,legacy-only-name,331,,"""Mighty"" / ""Absoluteness""",,,,,0,,,,,
milkchocolate,bango-only-name,,1007,,Milk Chocolate,,,,,,,,0,
milkvetch,bango-only-name,,154,,Milk Vetch,,,,,,,,0,
mincepie,bango-only-name,,1033,,Mince pie,,,,,,,,0,
missionletters,bango-only-name,,1299|1300|1301|1302|1303|1304|1305|1306|1307|1308|1309|1310|1311|1312|1313|1314|1315|1316|1317|1328|1329|1330|1331|1332|1333|1334|1335|1336|1337|1338|1339|1340|1341|1342|1343|1344|1345|1346|1347|1348|1349|1350|1351|1352|1353|1354|1355|1356|1357|1358|1359|1360|1361|1362|1363|1364|1365|1741|1742|1743|1744|1745|1796|1797|1798|1799|1800,,Mission letters,,G10|G12|G14|G16|G17|G18|G19|G20|G21|G23|G25|G29|G31|G32|G33|G34|G40|G41|G42|G43|G44|G45|G46|G47|G48|G49|G50|G51|G52|G53|G54|G55|G56|G57|G58|G59|G60|G61|G62|G63|G64|G65|G66|G72|G74|G75|G76|G77|G78|G79|G80|G81|G82|G83|G84|G85|G86|G87,,,,,,10750|1096|116431|11825|128074|13007|140881|14307|154969|15737|170465|17310|19041|1938|20945|2131|23039|2344|2578|2835|300|3118|330|3429|360|375|3771|390|4148|420|42200|450|4562|49381|500|5018|52500|5519|58800|6070|64200|65725|6677|68400|72297|7344|74500|750|79526|8078|81500|825|85600|87478|8885|907|90900|96225|96400|9773|997,
missionlettersofhondel,bango-only-name,,2061|2062|2063|2064|2065|2066|2067|2068|2069,,Mission letters of Hondel,,G75,,,,,,100400|104900|74200|81800|82400|83100|89500|91100|98400,
monsterofdemoncracktroopshead,bango-only-name,,1390,,Monster of Demon Crack Troop's head,,,,,,,,0,
monstersrightarm,bango-only-name,,1495,,Monster's Right Arm,,,,,,,,0,
monstersummoningscroll1level,bango-only-name,,1534,,monster summoning scroll(1 level),,,,,,,,5000,
monstersummoningscroll2level,bango-only-name,,1535,,monster summoning scroll(2 level),,,,,,,,10000,
monstersummoningscroll3level,bango-only-name,,1536,,monster summoning scroll(3 level),,,,,50,,,15000,
monstersummoningscroll4level,bango-only-name,,1537,,monster summoning scroll(4 level),,,,,60,,,20000,
monstersummoningscroll5level,bango-only-name,,1538,,monster summoning scroll(5 level),,,,,,,,60000,
monstersummoningscroll6level,bango-only-name,,1973,,monster summoning scroll(6 level),,,,,,,,100000,
moonheesdoll,bango-only-name,,208,,Moon-Hee's Doll,,,,,,,,0,
mountainspringwater,bango-only-name,,2172,,Mountain Spring Water,,,,,,,,0,
movingscrolloflocation,bango-only-name,,511|1149|1291,,Moving Scroll of Location,,,,,,,,0,
movingtrinket,bango-only-name,,1620,,Moving Trinket,,,,,,,,0,
muzzleofwhitetigercannon,bango-only-name,,768,,Muzzle of White Tiger Cannon,,,,,,,,0,
mysticsharp,legacy-only-name,318,,"""Mystic"" / ""Sharp""",,,,,0,,,,,
mysticspice,bango-only-name,,2075,,Mystic spice,,,,,,,,0,
myungjoo,bango-only-name,,142,,MyungJoo,,,,,,,,0,
myungjoobootsofhighclassthief,bango-only-name,,1573,,MyungJoo Boots of High class thief,,G42,,,1,,,82705,
myungjoobootsoflowclassthief,bango-only-name,,1553,,MyungJoo Boots of low class thief,,G08,,,1,,,110,
myungjoobootsofthief,bango-only-name,,1563,,MyungJoo Boots of thief,,G24,,,1,,,3790,
myungjoodaechangeau,matched-name,85,127,MyungJoo DaeChangEau,MyungJoo DaeChangEau,G42,G42,True,1,1,True,374.830,148870,False
myungjoodaechangeauboots,matched-name,87,130,MyungJoo DaeChangEau Boots,MyungJoo DaeChangEau Boots,G42,G42,True,1,1,True,82.705,82705,False
myungjoodaechangeauclothes,legacy-only-name,86,,MyungJoo DaeChangEau Clothes,,G42,,,1,,,148.872,,
myungjoodaechangeaugloves,matched-name,88,129,MyungJoo DaeChangEau Gloves,MyungJoo DaeChangEau Gloves,G42,G42,True,1,1,True,37.217,37217,False
myungjoodaechangeauhairdecoration,matched-name,89,128,MyungJoo DaeChangEau Hair Decoration,MyungJoo DaeChangEau Hair Decoration,G42,G42,True,1,1,True,67.668,67668,False
myungjoodaechangeaushorts,matched-name,90,131,MyungJoo DaeChangEau Shorts,MyungJoo DaeChangEau Shorts,G42,G42,True,1,1,True,38.368,38368,False
myungjooglovesofhighclassthief,bango-only-name,,1572,,MyungJoo Gloves of High class thief,,G42,,,1,,,37217,
myungjooglovesoflowclassthief,bango-only-name,,1552,,MyungJoo Gloves of low class thief,,G08,,,1,,,50,
myungjooglovesofthief,bango-only-name,,1562,,MyungJoo Gloves of thief,,G24,,,1,,,1723,
myungjoohakchangeau,legacy-only-name,13|447,,MyungJoo HakChangEau,,G00|G08,,,1,,,510,,
myungjoohakchangeauboots,matched-name,15|449,73,MyungJoo HakChangEau Boots,MyungJoo HakChangEau Boots,G00|G08,G08,False,1,1,True,110,110,True
myungjoohakchangeauclothes,matched-name,14|448,70,MyungJoo HakChangEau Clothes,MyungJoo HakChangEau Clothes,G00|G08,G08,False,1,1,True,200,200,True
myungjoohakchangeaugloves,matched-name,16|450,72,MyungJoo HakChangEau Gloves,MyungJoo HakChangEau Gloves,G00|G08,G08,False,1,1,True,50,50,True
myungjoohakchangeauhairdecoration,matched-name,17|451,71,MyungJoo HakChangEau Hair Decoration,MyungJoo HakChangEau Hair Decoration,G00|G08,G08,False,1,1,True,90,90,True
myungjoohakchangeaushorts,matched-name,18|452,74,MyungJoo HakChangEau Shorts,MyungJoo HakChangEau Shorts,G00|G08,G08,False,1,1,True,60,60,True
myungjoohoodofhighclassthief,bango-only-name,,1571,,MyungJoo Hood of High class thief,,G42,,,1,,,67668,
myungjoohoodoflowclassthief,bango-only-name,,1551,,MyungJoo Hood of low class thief,,G08,,,1,,,90,
myungjoohoodofthief,bango-only-name,,1561,,MyungJoo Hood of thief,,G24,,,1,,,3101,
myungjoosochangeau,legacy-only-name,49,,MyungJoo SoChangEau,,G24,,,1,,,17.573,,
myungjoosochangeauboots,matched-name,51,83,MyungJoo SoChangEau Boots,MyungJoo SoChangEau Boots,G24,G24,True,1,1,True,3.790,3790,False
myungjoosochangeauclothes,matched-name,50,80,MyungJoo SoChangEau Clothes,MyungJoo SoChangEau Clothes,G24,G24,True,1,1,True,6.892,6892,False
myungjoosochangeaugloves,matched-name,52,82,MyungJoo SoChangEau Gloves,MyungJoo SoChangEau Gloves,G24,G24,True,1,1,True,1.723,1723,False
myungjoosochangeauhairdecoration,matched-name,53,81,MyungJoo SoChangEau Hair Decoration,MyungJoo SoChangEau Hair Decoration,G24,G24,True,1,1,True,3.101,3101,False
myungjoosochangeaushorts,matched-name,54,84,MyungJoo SoChangEau Shorts,MyungJoo SoChangEau Shorts,G24,G24,True,1,1,True,2.067,2067,False
myungjoosuitofhct,legacy-only-name,545|546,,Myung Joo suit of hcT,,G42,,,1,,,148.872|374.830,,
myungjoosuitofhctboots,legacy-only-name,547,,Myung Joo suit of hcT Boots,,G42,,,1,,,82.705,,
myungjoosuitofhctgloves,legacy-only-name,548,,Myung Joo suit of hcT Gloves,,G42,,,1,,,37.217,,
myungjoosuitofhcthelmet,legacy-only-name,549,,Myung Joo suit of hcT Helmet,,G42,,,1,,,67.668,,
