status,monster_name,item_name,normalized_monster,normalized_item
bango-only-name-pair,The Royal Tomb Keeper,Yeon Lin Steel Bow,theroyaltombkeeper,yeonlinsteelbow
bango-only-name-pair,The Royal Tomb Keeper,Zamogeon,theroyaltombkeeper,zamogeon
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Baek Dae Steel Bow,theroyaltombkeeperironhammer,baekdaesteelbow
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),BeeDan Boots of High class thief,theroyaltombkeeperironhammer,beedanbootsofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),BeeDan DaeChangEau,theroyaltombkeeperironhammer,beedandaechangeau
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),BeeDan DaeChangEau Gloves,theroyaltombkeeperironhammer,beedandaechangeaugloves
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),BeeDan DaeChangEau Hair Decoration,theroyaltombkeeperironhammer,beedandaechangeauhairdecoration
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),BeeDan DaeChangEau Shoes,theroyaltombkeeperironhammer,beedandaechangeaushoes
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),BeeDan DaeChangEau Shorts,theroyaltombkeeperironhammer,beedandaechangeaushorts
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),BeeDan Gloves of High class thief,theroyaltombkeeperironhammer,beedanglovesofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer), BeeDan Hood of High class thief,theroyaltombkeeperironhammer,beedanhoodofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),BeeDan suit of High class thief,theroyaltombkeeperironhammer,beedansuitofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),BeeDan suit Shorts of High class thief,theroyaltombkeeperironhammer,beedansuitshortsofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Best Refining Water,theroyaltombkeeperironhammer,bestrefiningwater
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Black Golden Treasure Sword,theroyaltombkeeperironhammer,blackgoldentreasuresword
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Butterfly-Shaped dagger,theroyaltombkeeperironhammer,butterflyshapeddagger
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Butterfly-Shaped Giant Sword,theroyaltombkeeperironhammer,butterflyshapedgiantsword
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Butterfly-Shaped Treasure Sword,theroyaltombkeeperironhammer,butterflyshapedtreasuresword
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Cooked Chop of Meat,theroyaltombkeeperironhammer,cookedchopofmeat
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Demon's blood,theroyaltombkeeperironhammer,demonsblood
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Giant Sword,theroyaltombkeeperironhammer,giantsword
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Golden Treasure dagger,theroyaltombkeeperironhammer,goldentreasuredagger
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Golden Treasure Sword,theroyaltombkeeperironhammer,goldentreasuresword
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Hwandoo Saehyung Big Sword with Pattern of Leaf,theroyaltombkeeperironhammer,hwandoosaehyungbigswordwithpatternofleaf
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Intensified Steel Armor,theroyaltombkeeperironhammer,intensifiedsteelarmor
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Intensified Steel Gloves,theroyaltombkeeperironhammer,intensifiedsteelgloves
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Intensified Steel Helmet,theroyaltombkeeperironhammer,intensifiedsteelhelmet
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Intensified Steel Shoes,theroyaltombkeeperironhammer,intensifiedsteelshoes
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Intensified Steel Shorts,theroyaltombkeeperironhammer,intensifiedsteelshorts
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Joong Bang Chairperson's Single Stick,theroyaltombkeeperironhammer,joongbangchairpersonssinglestick
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Joong Bang Chairperson's WhiteStick,theroyaltombkeeperironhammer,joongbangchairpersonswhitestick
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Line Pattern Stick with Black Crow's Feather,theroyaltombkeeperironhammer,linepatternstickwithblackcrowsfeather
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),MaeGak Hwandoo SaeHyung Big Sword,theroyaltombkeeperironhammer,maegakhwandoosaehyungbigsword
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Medium Medicine,theroyaltombkeeperironhammer,mediummedicine
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Pork Leg of Geum-Oh Mountain,theroyaltombkeeperironhammer,porklegofgeumohmountain
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Protection Talisman,theroyaltombkeeperironhammer,protectiontalisman
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Revengeful dagger,theroyaltombkeeperironhammer,revengefuldagger
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Revengeful Sword,theroyaltombkeeperironhammer,revengefulsword
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Ring,theroyaltombkeeperironhammer,ring
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Royal Tomb Keeper's Iron Hammer,theroyaltombkeeperironhammer,royaltombkeepersironhammer
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Savage Tribe's dagger,theroyaltombkeeperironhammer,savagetribesdagger
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Savage Tribe's Tiger Teeth dagger,theroyaltombkeeperironhammer,savagetribestigerteethdagger
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Sea Bream with Blood,theroyaltombkeeperironhammer,seabreamwithblood
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),SinGak DooSukLin Armor,theroyaltombkeeperironhammer,singakdoosuklinarmor
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),SinGak DooSukLin Gloves,theroyaltombkeeperironhammer,singakdoosuklingloves
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),SinGak DooSukLin Hood,theroyaltombkeeperironhammer,singakdoosuklinhood
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),SinGak DooSukLin Shoes,theroyaltombkeeperironhammer,singakdoosuklinshoes
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),SinGak DooSukLin Shorts,theroyaltombkeeperironhammer,singakdoosuklinshorts
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Small Boiling Water,theroyaltombkeeperironhammer,smallboilingwater
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Steel Bow,theroyaltombkeeperironhammer,steelbow
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Steel Bow with Crow's Feather,theroyaltombkeeperironhammer,steelbowwithcrowsfeather
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Steel Bow with Golden Crow's Feather,theroyaltombkeeperironhammer,steelbowwithgoldencrowsfeather
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Stick with Black Crow's Feather,theroyaltombkeeperironhammer,stickwithblackcrowsfeather
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Stick with Blue Crow's Feather,theroyaltombkeeperironhammer,stickwithbluecrowsfeather
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Stone of Chance,theroyaltombkeeperironhammer,stoneofchance
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Talisman of Intensification,theroyaltombkeeperironhammer,talismanofintensification
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Talisman of Protection,theroyaltombkeeperironhammer,talismanofprotection
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Talisman of Wonder,theroyaltombkeeperironhammer,talismanofwonder
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Yeon Lin Steel Bow,theroyaltombkeeperironhammer,yeonlinsteelbow
bango-only-name-pair,The Royal Tomb Keeper (Iron Hammer),Zamogeon,theroyaltombkeeperironhammer,zamogeon
bango-only-name-pair,The Royal Tomb Keeper (Shield),Baek Dae Steel Bow,theroyaltombkeepershield,baekdaesteelbow
bango-only-name-pair,The Royal Tomb Keeper (Shield),BeeDan Boots of High class thief,theroyaltombkeepershield,beedanbootsofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Shield),BeeDan Gloves of High class thief,theroyaltombkeepershield,beedanglovesofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Shield), BeeDan Hood of High class thief,theroyaltombkeepershield,beedanhoodofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Shield),BeeDan suit of High class thief,theroyaltombkeepershield,beedansuitofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Shield),BeeDan suit Shorts of High class thief,theroyaltombkeepershield,beedansuitshortsofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Shield),Best Refining Water,theroyaltombkeepershield,bestrefiningwater
bango-only-name-pair,The Royal Tomb Keeper (Shield),Butterfly-Shaped dagger,theroyaltombkeepershield,butterflyshapeddagger
bango-only-name-pair,The Royal Tomb Keeper (Shield),Cooked Chop of Meat,theroyaltombkeepershield,cookedchopofmeat
bango-only-name-pair,The Royal Tomb Keeper (Shield),Demon's blood,theroyaltombkeepershield,demonsblood
bango-only-name-pair,The Royal Tomb Keeper (Shield),Diamond Bow,theroyaltombkeepershield,diamondbow
bango-only-name-pair,The Royal Tomb Keeper (Shield),Golden Treasure dagger,theroyaltombkeepershield,goldentreasuredagger
bango-only-name-pair,The Royal Tomb Keeper (Shield),Medium Medicine,theroyaltombkeepershield,mediummedicine
bango-only-name-pair,The Royal Tomb Keeper (Shield),Pork Leg of Geum-Oh Mountain,theroyaltombkeepershield,porklegofgeumohmountain
bango-only-name-pair,The Royal Tomb Keeper (Shield),Protection Talisman,theroyaltombkeepershield,protectiontalisman
bango-only-name-pair,The Royal Tomb Keeper (Shield),Revengeful dagger,theroyaltombkeepershield,revengefuldagger
bango-only-name-pair,The Royal Tomb Keeper (Shield),Ring,theroyaltombkeepershield,ring
bango-only-name-pair,The Royal Tomb Keeper (Shield),Royal Tomb Keeper's Shield,theroyaltombkeepershield,royaltombkeepersshield
bango-only-name-pair,The Royal Tomb Keeper (Shield),Savage Tribe's dagger,theroyaltombkeepershield,savagetribesdagger
bango-only-name-pair,The Royal Tomb Keeper (Shield),Savage Tribe's Tiger Teeth dagger,theroyaltombkeepershield,savagetribestigerteethdagger
bango-only-name-pair,The Royal Tomb Keeper (Shield),Sea Bream with Blood,theroyaltombkeepershield,seabreamwithblood
bango-only-name-pair,The Royal Tomb Keeper (Shield),SinGak DooSukLin Armor,theroyaltombkeepershield,singakdoosuklinarmor
bango-only-name-pair,The Royal Tomb Keeper (Shield),SinGak DooSukLin Gloves,theroyaltombkeepershield,singakdoosuklingloves
bango-only-name-pair,The Royal Tomb Keeper (Shield),SinGak DooSukLin Hood,theroyaltombkeepershield,singakdoosuklinhood
bango-only-name-pair,The Royal Tomb Keeper (Shield),SinGak DooSukLin Shoes,theroyaltombkeepershield,singakdoosuklinshoes
bango-only-name-pair,The Royal Tomb Keeper (Shield),SinGak DooSukLin Shorts,theroyaltombkeepershield,singakdoosuklinshorts
bango-only-name-pair,The Royal Tomb Keeper (Shield),Small Boiling Water,theroyaltombkeepershield,smallboilingwater
bango-only-name-pair,The Royal Tomb Keeper (Shield),Steel Bow,theroyaltombkeepershield,steelbow
bango-only-name-pair,The Royal Tomb Keeper (Shield),Steel Bow with Crow's Feather,theroyaltombkeepershield,steelbowwithcrowsfeather
bango-only-name-pair,The Royal Tomb Keeper (Shield),Steel Bow with Golden Crow's Feather,theroyaltombkeepershield,steelbowwithgoldencrowsfeather
bango-only-name-pair,The Royal Tomb Keeper (Shield),Stone of Chance,theroyaltombkeepershield,stoneofchance
bango-only-name-pair,The Royal Tomb Keeper (Shield),Talisman of Intensification,theroyaltombkeepershield,talismanofintensification
bango-only-name-pair,The Royal Tomb Keeper (Shield),Talisman of Protection,theroyaltombkeepershield,talismanofprotection
bango-only-name-pair,The Royal Tomb Keeper (Shield),Talisman of Wonder,theroyaltombkeepershield,talismanofwonder
bango-only-name-pair,The Royal Tomb Keeper (Shield),Yeon Lin Steel Bow,theroyaltombkeepershield,yeonlinsteelbow
bango-only-name-pair,The Royal Tomb Keeper (Shield),Zamogeon,theroyaltombkeepershield,zamogeon
bango-only-name-pair,The Royal Tomb Keeper (Spear),BeeDan Boots of High class thief,theroyaltombkeeperspear,beedanbootsofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Spear),BeeDan DaeChangEau,theroyaltombkeeperspear,beedandaechangeau
bango-only-name-pair,The Royal Tomb Keeper (Spear),BeeDan DaeChangEau Gloves,theroyaltombkeeperspear,beedandaechangeaugloves
bango-only-name-pair,The Royal Tomb Keeper (Spear),BeeDan DaeChangEau Hair Decoration,theroyaltombkeeperspear,beedandaechangeauhairdecoration
bango-only-name-pair,The Royal Tomb Keeper (Spear),BeeDan DaeChangEau Shoes,theroyaltombkeeperspear,beedandaechangeaushoes
bango-only-name-pair,The Royal Tomb Keeper (Spear),BeeDan DaeChangEau Shorts,theroyaltombkeeperspear,beedandaechangeaushorts
bango-only-name-pair,The Royal Tomb Keeper (Spear),BeeDan Gloves of High class thief,theroyaltombkeeperspear,beedanglovesofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Spear), BeeDan Hood of High class thief,theroyaltombkeeperspear,beedanhoodofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Spear),BeeDan suit of High class thief,theroyaltombkeeperspear,beedansuitofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Spear),BeeDan suit Shorts of High class thief,theroyaltombkeeperspear,beedansuitshortsofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Spear),Best Refining Water,theroyaltombkeeperspear,bestrefiningwater
bango-only-name-pair,The Royal Tomb Keeper (Spear),Butterfly-Shaped dagger,theroyaltombkeeperspear,butterflyshapeddagger
bango-only-name-pair,The Royal Tomb Keeper (Spear),Cooked Chop of Meat,theroyaltombkeeperspear,cookedchopofmeat
bango-only-name-pair,The Royal Tomb Keeper (Spear),Demon's blood,theroyaltombkeeperspear,demonsblood
bango-only-name-pair,The Royal Tomb Keeper (Spear),Diamond Stick,theroyaltombkeeperspear,diamondstick
bango-only-name-pair,The Royal Tomb Keeper (Spear),Golden Treasure dagger,theroyaltombkeeperspear,goldentreasuredagger
bango-only-name-pair,The Royal Tomb Keeper (Spear),Joong Bang Chairperson's Single Stick,theroyaltombkeeperspear,joongbangchairpersonssinglestick
bango-only-name-pair,The Royal Tomb Keeper (Spear),Joong Bang Chairperson's WhiteStick,theroyaltombkeeperspear,joongbangchairpersonswhitestick
bango-only-name-pair,The Royal Tomb Keeper (Spear),Line Pattern Stick with Black Crow's Feather,theroyaltombkeeperspear,linepatternstickwithblackcrowsfeather
bango-only-name-pair,The Royal Tomb Keeper (Spear),Medium Medicine,theroyaltombkeeperspear,mediummedicine
bango-only-name-pair,The Royal Tomb Keeper (Spear),Pork Leg of Geum-Oh Mountain,theroyaltombkeeperspear,porklegofgeumohmountain
bango-only-name-pair,The Royal Tomb Keeper (Spear),Protection Talisman,theroyaltombkeeperspear,protectiontalisman
bango-only-name-pair,The Royal Tomb Keeper (Spear),Revengeful dagger,theroyaltombkeeperspear,revengefuldagger
bango-only-name-pair,The Royal Tomb Keeper (Spear),Ring,theroyaltombkeeperspear,ring
bango-only-name-pair,The Royal Tomb Keeper (Spear),Royal Tomb Keeper's Spear,theroyaltombkeeperspear,royaltombkeepersspear
bango-only-name-pair,The Royal Tomb Keeper (Spear),Savage Tribe's dagger,theroyaltombkeeperspear,savagetribesdagger
bango-only-name-pair,The Royal Tomb Keeper (Spear),Savage Tribe's Tiger Teeth dagger,theroyaltombkeeperspear,savagetribestigerteethdagger
bango-only-name-pair,The Royal Tomb Keeper (Spear),Sea Bream with Blood,theroyaltombkeeperspear,seabreamwithblood
bango-only-name-pair,The Royal Tomb Keeper (Spear),Small Boiling Water,theroyaltombkeeperspear,smallboilingwater
bango-only-name-pair,The Royal Tomb Keeper (Spear),Stick with Black Crow's Feather,theroyaltombkeeperspear,stickwithblackcrowsfeather
bango-only-name-pair,The Royal Tomb Keeper (Spear),Stick with Blue Crow's Feather,theroyaltombkeeperspear,stickwithbluecrowsfeather
bango-only-name-pair,The Royal Tomb Keeper (Spear),Stone of Chance,theroyaltombkeeperspear,stoneofchance
bango-only-name-pair,The Royal Tomb Keeper (Spear),Talisman of Intensification,theroyaltombkeeperspear,talismanofintensification
bango-only-name-pair,The Royal Tomb Keeper (Spear),Talisman of Protection,theroyaltombkeeperspear,talismanofprotection
bango-only-name-pair,The Royal Tomb Keeper (Spear),Talisman of Wonder,theroyaltombkeeperspear,talismanofwonder
bango-only-name-pair,The Royal Tomb Keeper (Spear),Zamogeon,theroyaltombkeeperspear,zamogeon
bango-only-name-pair,The Royal Tomb Keeper (Sword),BeeDan Boots of High class thief,theroyaltombkeepersword,beedanbootsofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Sword),BeeDan Gloves of High class thief,theroyaltombkeepersword,beedanglovesofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Sword), BeeDan Hood of High class thief,theroyaltombkeepersword,beedanhoodofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Sword),BeeDan suit of High class thief,theroyaltombkeepersword,beedansuitofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Sword),BeeDan suit Shorts of High class thief,theroyaltombkeepersword,beedansuitshortsofhighclassthief
bango-only-name-pair,The Royal Tomb Keeper (Sword),Best Refining Water,theroyaltombkeepersword,bestrefiningwater
bango-only-name-pair,The Royal Tomb Keeper (Sword),Black Golden Treasure Sword,theroyaltombkeepersword,blackgoldentreasuresword
bango-only-name-pair,The Royal Tomb Keeper (Sword),Butterfly-Shaped dagger,theroyaltombkeepersword,butterflyshapeddagger
bango-only-name-pair,The Royal Tomb Keeper (Sword),Butterfly-Shaped Giant Sword,theroyaltombkeepersword,butterflyshapedgiantsword
bango-only-name-pair,The Royal Tomb Keeper (Sword),Butterfly-Shaped Treasure Sword,theroyaltombkeepersword,butterflyshapedtreasuresword
bango-only-name-pair,The Royal Tomb Keeper (Sword),Cooked Chop of Meat,theroyaltombkeepersword,cookedchopofmeat
bango-only-name-pair,The Royal Tomb Keeper (Sword),Demon's blood,theroyaltombkeepersword,demonsblood
bango-only-name-pair,The Royal Tomb Keeper (Sword),Diamond dagger,theroyaltombkeepersword,diamonddagger
bango-only-name-pair,The Royal Tomb Keeper (Sword),Diamond Giant Sword,theroyaltombkeepersword,diamondgiantsword
bango-only-name-pair,The Royal Tomb Keeper (Sword),Diamond Treasure Sword,theroyaltombkeepersword,diamondtreasuresword
bango-only-name-pair,The Royal Tomb Keeper (Sword),Ghost Shaped Iron Shield,theroyaltombkeepersword,ghostshapedironshield
bango-only-name-pair,The Royal Tomb Keeper (Sword),Giant Sword,theroyaltombkeepersword,giantsword
bango-only-name-pair,The Royal Tomb Keeper (Sword),Golden Treasure dagger,theroyaltombkeepersword,goldentreasuredagger
bango-only-name-pair,The Royal Tomb Keeper (Sword),Golden Treasure Sword,theroyaltombkeepersword,goldentreasuresword
bango-only-name-pair,The Royal Tomb Keeper (Sword),Hwandoo Saehyung Big Sword with Pattern of Leaf,theroyaltombkeepersword,hwandoosaehyungbigswordwithpatternofleaf
bango-only-name-pair,The Royal Tomb Keeper (Sword),Hwandoo Saehyung dagger with Pattern of Leaf,theroyaltombkeepersword,hwandoosaehyungdaggerwithpatternofleaf
bango-only-name-pair,The Royal Tomb Keeper (Sword),Intensified Steel Armor,theroyaltombkeepersword,intensifiedsteelarmor
bango-only-name-pair,The Royal Tomb Keeper (Sword),Intensified Steel Gloves,theroyaltombkeepersword,intensifiedsteelgloves
bango-only-name-pair,The Royal Tomb Keeper (Sword),Intensified Steel Helmet,theroyaltombkeepersword,intensifiedsteelhelmet
bango-only-name-pair,The Royal Tomb Keeper (Sword),Intensified Steel Shoes,theroyaltombkeepersword,intensifiedsteelshoes
bango-only-name-pair,The Royal Tomb Keeper (Sword),Intensified Steel Shorts,theroyaltombkeepersword,intensifiedsteelshorts
bango-only-name-pair,The Royal Tomb Keeper (Sword),MaeGak Hwandoo SaeHyung Big Sword,theroyaltombkeepersword,maegakhwandoosaehyungbigsword
bango-only-name-pair,The Royal Tomb Keeper (Sword),MaeGak Hwandoo SaeHyung dagger,theroyaltombkeepersword,maegakhwandoosaehyungdagger
bango-only-name-pair,The Royal Tomb Keeper (Sword),Medium Medicine,theroyaltombkeepersword,mediummedicine
bango-only-name-pair,The Royal Tomb Keeper (Sword),Pork Leg of Geum-Oh Mountain,theroyaltombkeepersword,porklegofgeumohmountain
bango-only-name-pair,The Royal Tomb Keeper (Sword),Protection Talisman,theroyaltombkeepersword,protectiontalisman
bango-only-name-pair,The Royal Tomb Keeper (Sword),Revengeful dagger,theroyaltombkeepersword,revengefuldagger
bango-only-name-pair,The Royal Tomb Keeper (Sword),Revengeful Sword,theroyaltombkeepersword,revengefulsword
bango-only-name-pair,The Royal Tomb Keeper (Sword),Ring,theroyaltombkeepersword,ring
bango-only-name-pair,The Royal Tomb Keeper (Sword),Royal Tomb Keeper's Sword,theroyaltombkeepersword,royaltombkeeperssword
bango-only-name-pair,The Royal Tomb Keeper (Sword),Savage Tribe's dagger,theroyaltombkeepersword,savagetribesdagger
bango-only-name-pair,The Royal Tomb Keeper (Sword),Savage Tribe's Tiger Teeth dagger,theroyaltombkeepersword,savagetribestigerteethdagger
bango-only-name-pair,The Royal Tomb Keeper (Sword),Sea Bream with Blood,theroyaltombkeepersword,seabreamwithblood
bango-only-name-pair,The Royal Tomb Keeper (Sword),Small Boiling Water,theroyaltombkeepersword,smallboilingwater
bango-only-name-pair,The Royal Tomb Keeper (Sword),Stone of Chance,theroyaltombkeepersword,stoneofchance
bango-only-name-pair,The Royal Tomb Keeper (Sword),Talisman of Intensification,theroyaltombkeepersword,talismanofintensification
bango-only-name-pair,The Royal Tomb Keeper (Sword),Talisman of Protection,theroyaltombkeepersword,talismanofprotection
bango-only-name-pair,The Royal Tomb Keeper (Sword),Talisman of Wonder,theroyaltombkeepersword,talismanofwonder
bango-only-name-pair,The Royal Tomb Keeper (Sword),Zamogeon,theroyaltombkeepersword,zamogeon
legacy-only-name-pair,theroyaltombkeeperwithball1,absolutekeen,theroyaltombkeeperwithball1,absolutekeen
legacy-only-name-pair,theroyaltombkeeperwithball1,baekdaesteelbow,theroyaltombkeeperwithball1,baekdaesteelbow
legacy-only-name-pair,theroyaltombkeeperwithball1,bestrefiningwater,theroyaltombkeeperwithball1,bestrefiningwater
legacy-only-name-pair,theroyaltombkeeperwithball1,breakthroughsstrongestmans,theroyaltombkeeperwithball1,breakthroughsstrongestmans
legacy-only-name-pair,theroyaltombkeeperwithball1,cookedchopofmeat,theroyaltombkeeperwithball1,cookedchopofmeat
legacy-only-name-pair,theroyaltombkeeperwithball1,decisionaldashy,theroyaltombkeeperwithball1,decisionaldashy
legacy-only-name-pair,theroyaltombkeeperwithball1,demonsblood,theroyaltombkeeperwithball1,demonsblood
legacy-only-name-pair,theroyaltombkeeperwithball1,despoticforced,theroyaltombkeeperwithball1,despoticforced
legacy-only-name-pair,theroyaltombkeeperwithball1,diamondheroic,theroyaltombkeeperwithball1,diamondheroic
legacy-only-name-pair,theroyaltombkeeperwithball1,dignifiedfixed,theroyaltombkeeperwithball1,dignifiedfixed
legacy-only-name-pair,theroyaltombkeeperwithball1,distinctmerciful,theroyaltombkeeperwithball1,distinctmerciful
legacy-only-name-pair,theroyaltombkeeperwithball1,explosivedestructive,theroyaltombkeeperwithball1,explosivedestructive
legacy-only-name-pair,theroyaltombkeeperwithball1,flexibleagile,theroyaltombkeeperwithball1,flexibleagile
legacy-only-name-pair,theroyaltombkeeperwithball1,geons,theroyaltombkeeperwithball1,geons
legacy-only-name-pair,theroyaltombkeeperwithball1,glidinginstant,theroyaltombkeeperwithball1,glidinginstant
legacy-only-name-pair,theroyaltombkeeperwithball1,gloriousfixed,theroyaltombkeeperwithball1,gloriousfixed
legacy-only-name-pair,theroyaltombkeeperwithball1,invincibleharsh,theroyaltombkeeperwithball1,invincibleharsh
legacy-only-name-pair,theroyaltombkeeperwithball1,legendaryrash,theroyaltombkeeperwithball1,legendaryrash
legacy-only-name-pair,theroyaltombkeeperwithball1,magicalpowerswise,theroyaltombkeeperwithball1,magicalpowerswise
legacy-only-name-pair,theroyaltombkeeperwithball1,mediummedicine,theroyaltombkeeperwithball1,mediummedicine
legacy-only-name-pair,theroyaltombkeeperwithball1,mightyabsoluteness,theroyaltombkeeperwithball1,mightyabsoluteness
legacy-only-name-pair,theroyaltombkeeperwithball1,ordinaryfictional,theroyaltombkeeperwithball1,ordinaryfictional
legacy-only-name-pair,theroyaltombkeeperwithball1,paradoxicalcelebrated,theroyaltombkeeperwithball1,paradoxicalcelebrated
legacy-only-name-pair,theroyaltombkeeperwithball1,porklegofgeumohmountain,theroyaltombkeeperwithball1,porklegofgeumohmountain
legacy-only-name-pair,theroyaltombkeeperwithball1,pridefulhealthy,theroyaltombkeeperwithball1,pridefulhealthy
legacy-only-name-pair,theroyaltombkeeperwithball1,revengesagile,theroyaltombkeeperwithball1,revengesagile
legacy-only-name-pair,theroyaltombkeeperwithball1,ring,theroyaltombkeeperwithball1,ring
legacy-only-name-pair,theroyaltombkeeperwithball1,ruinousfictional,theroyaltombkeeperwithball1,ruinousfictional
legacy-only-name-pair,theroyaltombkeeperwithball1,seabreamwithblood,theroyaltombkeeperwithball1,seabreamwithblood
legacy-only-name-pair,theroyaltombkeeperwithball1,singakdoosuklinarmor,theroyaltombkeeperwithball1,singakdoosuklinarmor
legacy-only-name-pair,theroyaltombkeeperwithball1,singakdoosuklinboots,theroyaltombkeeperwithball1,singakdoosuklinboots
legacy-only-name-pair,theroyaltombkeeperwithball1,singakdoosuklingloves,theroyaltombkeeperwithball1,singakdoosuklingloves
legacy-only-name-pair,theroyaltombkeeperwithball1,singakdoosuklinhood,theroyaltombkeeperwithball1,singakdoosuklinhood
legacy-only-name-pair,theroyaltombkeeperwithball1,singakdoosuklinshorts,theroyaltombkeeperwithball1,singakdoosuklinshorts
legacy-only-name-pair,theroyaltombkeeperwithball1,smallboilingwater,theroyaltombkeeperwithball1,smallboilingwater
legacy-only-name-pair,theroyaltombkeeperwithball1,steelbow,theroyaltombkeeperwithball1,steelbow
legacy-only-name-pair,theroyaltombkeeperwithball1,steelbowwithcrowsfeather,theroyaltombkeeperwithball1,steelbowwithcrowsfeather
legacy-only-name-pair,theroyaltombkeeperwithball1,steelbowwithgoldencrowsfeather,theroyaltombkeeperwithball1,steelbowwithgoldencrowsfeather
legacy-only-name-pair,theroyaltombkeeperwithball1,steelyablaze,theroyaltombkeeperwithball1,steelyablaze
legacy-only-name-pair,theroyaltombkeeperwithball1,stoneofchance,theroyaltombkeeperwithball1,stoneofchance
legacy-only-name-pair,theroyaltombkeeperwithball1,strongmansforced,theroyaltombkeeperwithball1,strongmansforced
legacy-only-name-pair,theroyaltombkeeperwithball1,trinket,theroyaltombkeeperwithball1,trinket
legacy-only-name-pair,theroyaltombkeeperwithball1,vitalhealthy,theroyaltombkeeperwithball1,vitalhealthy
