sk_megn,sk_type,sk_poz,sk_desc,sk_order,sk_pic,sk_lvl,sk_pre,sk_form,sk_pars,sk_maxpars,sk_mana,sk_charge,sk_coold,sk_range,sk_lasting,sk_honor,bango_key,bango_definition_ordinal,bango_limit_json,bango_action_json,bango_level_json,bango_grade_json,bango_maxlevel_json,bango_type_json,bango_property_json,bango_parameters_json,bango_parameter_rpn_json,bango_compares_json,bango_mana_rpn_json,bango_range_rpn_json,bango_cast_ms_rpn_json,bango_cooldown_ms_rpn_json,bango_compare_label_status_json,bango_conditions_json,bango_record_json,provenance,source_file,source_line
Vital Strike,2,,"#nWhen a target HP is 50% or lower, attack the vital point to inflict great damage and cause the Stun effect.#nIf the target HP is higher than 50%, this skill only inflicts damage.",,active143,,,#nStun Time : %1!d! sec#nEnergy used : %2!d!,,,35 30 skill_level * +,0,30000,weapon_range,,,thief-16,1,"[""thief""]","[""16""]","[""56"",""0""]","[""7"",""0""]","[""3"",""0""]","[""active"",""use""]","[""5"",""1"",""0"",""1"",""2"",""0"",""5"",""0""]","[[""parameter"",""1"",[""plus"",""2"",""skill_level""]],[""parameter"",""2"",[""plus"",""35"",[""mul"",""30"",""skill_level""]]]]","[""2 skill_level +"",""35 30 skill_level * +""]","[[""compare"",""1"",[""plus"",""35"",[""mul"",""30"",""skill_level""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""0""],[""compare"",""4"",""30000""]]","[""35 30 skill_level * +""]","[""weapon_range""]","[""0""]","[""30000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""unverified-for-class"",""3"":""unverified-for-class"",""4"":""unverified-for-class""}",[],"[""skill"",[""key"",""thief-16""],[""name"",""Vital Strike""],[""battleride"",""1""],[""riderange"",""10""],[""ridemotion"",""29"",""30"",""none""],[""limit"",""thief""],[""action"",""16""],[""image"",""active143""],[""level"",""56"",""0""],[""grade"",""7"",""0""],[""maxlevel"",""3"",""0""],[""type"",""active"",""use""],[""property"",""5"",""1"",""0"",""1"",""2"",""0"",""5"",""0""],[""motion"",""0"",""11"",""none""],[""effect"","""","""",""""],[""sound"","""","""",""""],[""damagetype"",""2""],[""compare"",""1"",[""plus"",""35"",[""mul"",""30"",""skill_level""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""0""],[""compare"",""4"",""30000""],[""parameter"",""1"",[""plus"",""2"",""skill_level""]],[""parameter"",""2"",[""plus"",""35"",[""mul"",""30"",""skill_level""]]],[""ability"",""#nStun Time : %1!d! sec#nEnergy used : %2!d!""],[""desc"",""#nWhen a target HP is 50% or lower, attack the vital point to inflict great damage and cause the Stun effect.#nIf the target HP is higher than 50%, this skill only inflicts damage.""]]",bango-file,jobsystem.dat,219
Rupture,2,,#nDeliver a powerful blow that inflicts continuous damage.,,active144,,,#nAttack single target in the area every 2 seconds for 16 seconds.#nEnergy used : %1!d!,,,35 30 skill_level * +,2,120000,weapon_range,,,thief-17,1,"[""thief""]","[""17""]","[""58"",""0""]","[""7"",""0""]","[""5"",""0""]","[""active"",""use""]","[""5"",""1"",""0"",""0"",""0"",""0"",""5"",""0""]","[[""parameter"",""1"",[""plus"",""35"",[""mul"",""30"",""skill_level""]]]]","[""35 30 skill_level * +""]","[[""compare"",""1"",[""plus"",""35"",[""mul"",""30"",""skill_level""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""2""],[""compare"",""4"",""120000""]]","[""35 30 skill_level * +""]","[""weapon_range""]","[""2""]","[""120000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""unverified-for-class"",""3"":""unverified-for-class"",""4"":""unverified-for-class""}","[[""condition"",""15"",""1""]]","[""skill"",[""key"",""thief-17""],[""name"",""Rupture""],[""battleride"",""1""],[""riderange"",""10""],[""ridemotion"",""29"",""30"",""none""],[""limit"",""thief""],[""action"",""17""],[""image"",""active144""],[""level"",""58"",""0""],[""grade"",""7"",""0""],[""maxlevel"",""5"",""0""],[""type"",""active"",""use""],[""property"",""5"",""1"",""0"",""0"",""0"",""0"",""5"",""0""],[""motion"",""12"",""13"",""none""],[""effect"","""","""",""""],[""sound"","""","""",""""],[""damagetype"",""2""],[""condition"",""15"",""1""],[""compare"",""1"",[""plus"",""35"",[""mul"",""30"",""skill_level""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""2""],[""compare"",""4"",""120000""],[""parameter"",""1"",[""plus"",""35"",[""mul"",""30"",""skill_level""]]],[""ability"",""#nAttack single target in the area every 2 seconds for 16 seconds.#nEnergy used : %1!d!""],[""desc"",""#nDeliver a powerful blow that inflicts continuous damage.""]]",bango-file,jobsystem.dat,220
Final Blow,2,,"#nWhen a targets HP is 50% or lower, spend all of your energy to deliver a critical blow.",,active145,,,#nEnergy used : 450,,,30 35 skill_level * +,2,600000,weapon_range,,,thief-18,1,"[""thief""]","[""18""]","[""60"",""0""]","[""7"",""0""]","[""2"",""0""]","[""active"",""use""]","[""5"",""1"",""0"",""0"",""0"",""0"",""5"",""0""]",[],[],"[[""compare"",""1"",[""plus"",""30"",[""mul"",""35"",""skill_level""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""2""],[""compare"",""4"",""600000""]]","[""30 35 skill_level * +""]","[""weapon_range""]","[""2""]","[""600000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""unverified-for-class"",""3"":""unverified-for-class"",""4"":""unverified-for-class""}","[[""condition"",""17"",""2""]]","[""skill"",[""key"",""thief-18""],[""name"",""Final Blow""],[""battleride"",""1""],[""riderange"",""10""],[""ridemotion"",""25"",""26"",""none""],[""limit"",""thief""],[""action"",""18""],[""image"",""active145""],[""level"",""60"",""0""],[""grade"",""7"",""0""],[""maxlevel"",""2"",""0""],[""type"",""active"",""use""],[""property"",""5"",""1"",""0"",""0"",""0"",""0"",""5"",""0""],[""motion"",""14"",""15"",""none""],[""effect"","""","""",""""],[""sound"","""","""",""""],[""damagetype"",""2""],[""condition"",""17"",""2""],[""compare"",""1"",[""plus"",""30"",[""mul"",""35"",""skill_level""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""2""],[""compare"",""4"",""600000""],[""ability"",""#nEnergy used : 450""],[""desc"",""#nWhen a targets HP is 50% or lower, spend all of your energy to deliver a critical blow.""]]",bango-file,jobsystem.dat,221
Suicidal Blow,2,,#nConsume a certain amount of your HP to deliver a powerful attack; has high Hit Rate.#nCan be used only when your HP is 60% or higher.,,active148,,,#nOn Target Point + 100#nEnergy used : %1!d!,,,45 40 skill_level * +,3,600000,weapon_range,,,thief-21,1,"[""thief""]","[""21""]","[""56"",""0""]","[""7"",""0""]","[""5"",""0""]","[""active"",""use""]","[""5"",""1"",""0"",""0"",""0"",""0"",""5"",""0""]","[[""parameter"",""1"",[""plus"",""45"",[""mul"",""40"",""skill_level""]]]]","[""45 40 skill_level * +""]","[[""compare"",""1"",[""plus"",""45"",[""mul"",""40"",""skill_level""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""3""],[""compare"",""4"",""600000""]]","[""45 40 skill_level * +""]","[""weapon_range""]","[""3""]","[""600000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""unverified-for-class"",""3"":""unverified-for-class"",""4"":""unverified-for-class""}",[],"[""skill"",[""key"",""thief-21""],[""name"",""Suicidal Blow""],[""battleride"",""1""],[""riderange"",""10""],[""ridemotion"",""29"",""30"",""none""],[""limit"",""thief""],[""action"",""21""],[""image"",""active148""],[""level"",""56"",""0""],[""grade"",""7"",""0""],[""maxlevel"",""5"",""0""],[""type"",""active"",""use""],[""property"",""5"",""1"",""0"",""0"",""0"",""0"",""5"",""0""],[""motion"",""18"",""19"",""none""],[""effect"","""","""",""""],[""sound"","""","""",""""],[""damagetype"",""2""],[""compare"",""1"",[""plus"",""45"",[""mul"",""40"",""skill_level""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""3""],[""compare"",""4"",""600000""],[""parameter"",""1"",[""plus"",""45"",[""mul"",""40"",""skill_level""]]],[""ability"",""#nOn Target Point + 100#nEnergy used : %1!d!""],[""desc"",""#nConsume a certain amount of your HP to deliver a powerful attack; has high Hit Rate.#nCan be used only when your HP is 60% or higher.""]]",bango-file,jobsystem.dat,222
Dance of Killing,2,,#nMomentarily intensify your energy to deliver a shower of attacks to an enemy.,,active140,,,#nMaintaining Time : %1!d! sec#nEnergy used : %2!d!,,,80 20 skill_level * +,0,40000,weapon_range,,,thief-13,1,"[""thief""]","[""13""]","[""50"",""0""]","[""11"",""0""]","[""2"",""0""]","[""active"",""once""]","[""5"",""1"",""1"",""1"",""3"",""0"",""5"",""0""]","[[""parameter"",""1"",[""plus"",""15"",[""mul"",""15"",[""minus"",""skill_level"",""1""]]]],[""parameter"",""2"",[""plus"",""80"",[""mul"",""20"",""skill_level""]]]]","[""15 15 skill_level 1 - * +"",""80 20 skill_level * +""]","[[""compare"",""1"",[""plus"",""80"",[""mul"",""20"",""skill_level""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""0""],[""compare"",""4"",""40000""]]","[""80 20 skill_level * +""]","[""weapon_range""]","[""0""]","[""40000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""unverified-for-class"",""3"":""unverified-for-class"",""4"":""unverified-for-class""}",[],"[""skill"",[""key"",""thief-13""],[""name"",""Dance of Killing""],[""battleride"",""1""],[""riderange"",""10""],[""ridemotion"",""0"",""8"",""attackauto""],[""limit"",""thief""],[""action"",""13""],[""image"",""active140""],[""level"",""50"",""0""],[""grade"",""11"",""0""],[""maxlevel"",""2"",""0""],[""type"",""active"",""once""],[""property"",""5"",""1"",""1"",""1"",""3"",""0"",""5"",""0""],[""motion"",""0"",""8"",""attackauto""],[""effect"","""","""",""""],[""sound"","""","""",""""],[""damagetype"",""0""],[""compare"",""1"",[""plus"",""80"",[""mul"",""20"",""skill_level""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""0""],[""compare"",""4"",""40000""],[""parameter"",""1"",[""plus"",""15"",[""mul"",""15"",[""minus"",""skill_level"",""1""]]]],[""parameter"",""2"",[""plus"",""80"",[""mul"",""20"",""skill_level""]]],[""ability"",""#nMaintaining Time : %1!d! sec#nEnergy used : %2!d!""],[""desc"",""#nMomentarily intensify your energy to deliver a shower of attacks to an enemy.""]]",bango-file,jobsystem.dat,224
Spin Attack,2,,#nInflict area-effective damage to surrounding enemies,,active146,,,#nEnergy used : %1!d!,,,25 50 skill_level * +,0,20000,weapon_range,,,thief-19,1,"[""thief""]","[""19""]","[""50"",""0""]","[""11"",""0""]","[""3"",""0""]","[""active"",""use""]","[""5"",""1"",""0"",""1"",""0"",""0"",""5"",""0""]","[[""parameter"",""1"",[""plus"",""25"",[""mul"",""50"",""skill_level""]]]]","[""25 50 skill_level * +""]","[[""compare"",""1"",[""plus"",""25"",[""mul"",""50"",""skill_level""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""0""],[""compare"",""4"",""20000""]]","[""25 50 skill_level * +""]","[""weapon_range""]","[""0""]","[""20000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""unverified-for-class"",""3"":""unverified-for-class"",""4"":""unverified-for-class""}",[],"[""skill"",[""key"",""thief-19""],[""name"",""Spin Attack""],[""battleride"",""1""],[""riderange"",""10""],[""ridemotion"",""25"",""26"",""none""],[""limit"",""thief""],[""action"",""19""],[""image"",""active146""],[""level"",""50"",""0""],[""grade"",""11"",""0""],[""maxlevel"",""3"",""0""],[""type"",""active"",""use""],[""property"",""5"",""1"",""0"",""1"",""0"",""0"",""5"",""0""],[""motion"",""0"",""16"",""none""],[""effect"","""","""",""""],[""sound"","""","""",""""],[""damagetype"",""2""],[""compare"",""1"",[""plus"",""25"",[""mul"",""50"",""skill_level""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""0""],[""compare"",""4"",""20000""],[""parameter"",""1"",[""plus"",""25"",[""mul"",""50"",""skill_level""]]],[""ability"",""#nEnergy used : %1!d!""],[""desc"",""#nInflict area-effective damage to surrounding enemies""]]",bango-file,jobsystem.dat,225
Counter attack,2,,"#nWhen attacked, reflect a certain amount of damage to the attacker for this skill's duration.#nSuccess rate of critical hit additionally increases.",,active147,,,#nEnergy used : %1!d!,,,45 30 skill_level * +,0,60000,weapon_range,,,thief-20,1,"[""thief""]","[""20""]","[""53"",""0""]","[""11"",""0""]","[""5"",""0""]","[""active"",""once""]","[""5"",""1"",""1"",""1"",""3"",""0"",""0"",""0""]","[[""parameter"",""1"",[""plus"",""45"",[""mul"",""30"",""skill_level""]]]]","[""45 30 skill_level * +""]","[[""compare"",""1"",[""plus"",""45"",[""mul"",""30"",""skill_level""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""0""],[""compare"",""4"",""60000""]]","[""45 30 skill_level * +""]","[""weapon_range""]","[""0""]","[""60000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""unverified-for-class"",""3"":""unverified-for-class"",""4"":""unverified-for-class""}",[],"[""skill"",[""key"",""thief-20""],[""name"",""Counter attack""],[""battleride"",""1""],[""riderange"",""10""],[""ridemotion"",""29"",""30"",""none""],[""limit"",""thief""],[""action"",""20""],[""image"",""active147""],[""level"",""53"",""0""],[""grade"",""11"",""0""],[""maxlevel"",""5"",""0""],[""type"",""active"",""once""],[""property"",""5"",""1"",""1"",""1"",""3"",""0"",""0"",""0""],[""motion"",""0"",""17"",""none""],[""effect"","""","""",""""],[""sound"","""","""",""""],[""damagetype"",""0""],[""compare"",""1"",[""plus"",""45"",[""mul"",""30"",""skill_level""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""0""],[""compare"",""4"",""60000""],[""parameter"",""1"",[""plus"",""45"",[""mul"",""30"",""skill_level""]]],[""ability"",""#nEnergy used : %1!d!""],[""desc"",""#nWhen attacked, reflect a certain amount of damage to the attacker for this skill's duration.#nSuccess rate of critical hit additionally increases.""]]",bango-file,jobsystem.dat,226
Armor Breaker,2,,#nAttack the armor of an enemy to decrease the Defense for a set duration.,,active149,,,#nMaintaining Time: 10sec.#nEnergy used : %2!d!,,,35 30 skill_level * +,0,30000,weapon_range,,,thief-22,1,"[""thief""]","[""22""]","[""54"",""0""]","[""11"",""0""]","[""5"",""0""]","[""active"",""use""]","[""5"",""1"",""0"",""1"",""2"",""0"",""5"",""0""]","[[""parameter"",""1"",[""mul"",""10"",""skill_level""]],[""parameter"",""2"",[""plus"",""35"",[""mul"",""30"",""skill_level""]]]]","[""10 skill_level *"",""35 30 skill_level * +""]","[[""compare"",""1"",[""plus"",""35"",[""mul"",""30"",""skill_level""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""0""],[""compare"",""4"",""30000""]]","[""35 30 skill_level * +""]","[""weapon_range""]","[""0""]","[""30000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""unverified-for-class"",""3"":""unverified-for-class"",""4"":""unverified-for-class""}",[],"[""skill"",[""key"",""thief-22""],[""name"",""Armor Breaker""],[""battleride"",""1""],[""riderange"",""10""],[""ridemotion"",""29"",""30"",""none""],[""limit"",""thief""],[""action"",""22""],[""image"",""active149""],[""level"",""54"",""0""],[""grade"",""11"",""0""],[""maxlevel"",""5"",""0""],[""type"",""active"",""use""],[""property"",""5"",""1"",""0"",""1"",""2"",""0"",""5"",""0""],[""motion"",""0"",""20"",""none""],[""effect"","""","""",""""],[""sound"","""","""",""""],[""damagetype"",""2""],[""compare"",""1"",[""plus"",""35"",[""mul"",""30"",""skill_level""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""0""],[""compare"",""4"",""30000""],[""parameter"",""1"",[""mul"",""10"",""skill_level""]],[""parameter"",""2"",[""plus"",""35"",[""mul"",""30"",""skill_level""]]],[""ability"",""#nMaintaining Time: 10sec.#nEnergy used : %2!d!""],[""desc"",""#nAttack the armor of an enemy to decrease the Defense for a set duration.""]]",bango-file,jobsystem.dat,227
Twin Blade Strike,2,,#nInflict great damage with dual daggers.,,active150,,,#nEnergy used : %1!d!,,,35 30 skill_level * +,0,600000,weapon_range,,,thief-23,1,"[""thief""]","[""23""]","[""60"",""0""]","[""11"",""0""]","[""1"",""0""]","[""active"",""use""]","[""5"",""1"",""0"",""1"",""0"",""0"",""5"",""0""]","[[""parameter"",""1"",[""plus"",""35"",[""mul"",""30"",""skill_level""]]]]","[""35 30 skill_level * +""]","[[""compare"",""1"",[""plus"",""35"",[""mul"",""30"",""skill_level""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""0""],[""compare"",""4"",""600000""]]","[""35 30 skill_level * +""]","[""weapon_range""]","[""0""]","[""600000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""unverified-for-class"",""3"":""unverified-for-class"",""4"":""unverified-for-class""}",[],"[""skill"",[""key"",""thief-23""],[""name"",""Twin Blade Strike""],[""battleride"",""1""],[""riderange"",""10""],[""ridemotion"",""25"",""26"",""none""],[""limit"",""thief""],[""action"",""23""],[""image"",""active150""],[""level"",""60"",""0""],[""grade"",""11"",""0""],[""maxlevel"",""1"",""0""],[""type"",""active"",""use""],[""property"",""5"",""1"",""0"",""1"",""0"",""0"",""5"",""0""],[""motion"",""0"",""21"",""none""],[""effect"","""","""",""""],[""sound"","""","""",""""],[""damagetype"",""2""],[""compare"",""1"",[""plus"",""35"",[""mul"",""30"",""skill_level""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""0""],[""compare"",""4"",""600000""],[""parameter"",""1"",[""plus"",""35"",[""mul"",""30"",""skill_level""]]],[""ability"",""#nEnergy used : %1!d!""],[""desc"",""#nInflict great damage with dual daggers.""]]",bango-file,jobsystem.dat,228
Life Extension,1,,#nAdd more Health Points to your original HP forever.,,passive015,,,#nHp Revision: %1!d! %%,,,,,,,,,thief-30,1,"[""thief""]","[""30""]","[""50"",""55"",""60"",""65"",""70"",""0""]","[""11"",""1""]","[""1"",""2"",""3"",""4"",""5"",""0""]","[""passive"",""etc""]","[""5"",""0"",""1"",""0"",""9"",""0""]","[[""parameter"",""1"",[""plus"",""14"",[""mul"",""skill_level"",""10""]]]]","[""14 skill_level 10 * +""]",[],[],[],[],[],{},[],"[""skill"",[""key"",""thief-30""],[""name"",""Life Extension""],[""limit"",""thief""],[""action"",""30""],[""image"",""passive015""],[""level"",""50"",""55"",""60"",""65"",""70"",""0""],[""grade"",""11"",""1""],[""maxlevel"",""1"",""2"",""3"",""4"",""5"",""0""],[""type"",""passive"",""etc""],[""property"",""5"",""0"",""1"",""0"",""9"",""0""],[""parameter"",""1"",[""plus"",""14"",[""mul"",""skill_level"",""10""]]],[""ability"",""#nHp Revision: %1!d! %%""],[""desc"",""#nAdd more Health Points to your original HP forever.""]]",bango-file,jobsystem.dat,230
Deep Breath,1,,#nDuration of Hiding skill increases.,,passive033,,,#nDuration Time : +10 seconds,,,,,,,,,thief-24,1,"[""thief""]","[""24""]","[""25"",""0""]","[""1"",""0""]","[""1"",""0""]","[""passive"",""etc""]","[""5"",""1"",""1"",""2"",""3"",""0"",""0"",""0""]",[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""thief-24""],[""name"",""Deep Breath""],[""limit"",""thief""],[""action"",""24""],[""image"",""passive033""],[""desc"",""#nDuration of Hiding skill increases.""],[""ability"",""#nDuration Time : +10 seconds""],[""level"",""25"",""0""],[""grade"",""1"",""0""],[""maxlevel"",""1"",""0""],[""type"",""passive"",""etc""],[""property"",""5"",""1"",""1"",""2"",""3"",""0"",""0"",""0""]]",bango-file,jobsystem.dat,234
Acrobatic,1,,,,passive034,,,#nPhysical damage reduces by 10 %% with its probability of %1!d! %%.,,,,,,,,,thief-25,1,"[""thief""]","[""25""]","[""30"",""35"",""40"",""45"",""50"",""0""]","[""3"",""2""]","[""1"",""2"",""3"",""4"",""5"",""0""]","[""passive"",""etc""]","[""5"",""1"",""1"",""2"",""3"",""0"",""0"",""0""]","[[""parameter"",""1"",[""plus"",""5"",[""mul"",[""minus"",""skill_level"",""1""],""2""]]]]","[""5 skill_level 1 - 2 * +""]",[],[],[],[],[],{},[],"[""skill"",[""key"",""thief-25""],[""name"",""Acrobatic""],[""limit"",""thief""],[""action"",""25""],[""image"",""passive034""],[""ability"",""#nPhysical damage reduces by 10 %% with its probability of %1!d! %%.""],[""parameter"",""1"",[""plus"",""5"",[""mul"",[""minus"",""skill_level"",""1""],""2""]]],[""level"",""30"",""35"",""40"",""45"",""50"",""0""],[""grade"",""3"",""2""],[""maxlevel"",""1"",""2"",""3"",""4"",""5"",""0""],[""type"",""passive"",""etc""],[""property"",""5"",""1"",""1"",""2"",""3"",""0"",""0"",""0""]]",bango-file,jobsystem.dat,249
