ita_azon,ita_itype,ita_grade,ita_class,ita_type,ita_name,ita_lvllim,ita_rev,ita_price,ita_pic,ita_pic2,ita_3d,bango_name_id,bango_description,bango_image,bango_action_json,bango_class_json,bango_code_json,bango_country_json,bango_limit_json,bango_sell,bango_endurance,bango_specialty_json,bango_record_json,provenance,source_file,source_line
1821,,G65,Mage,,Dragon's Imperial Stick Of Insight,65,,0,,,,2964,,Wea125,"[""12"",""4""]","[""weapon"",""wand""]","[""1"",""2"",""1"",""3""]","[""2""]","[""mage"",""65""]",6364800,36,"[""specialty"",[""aspeed"",""1000""],[""Int"",""15""],[""Attack"",""249"",""259""],[""Magic"",""465"",""535""],[""mp"",""600""],[""hit"",""75""]]","[""item"",[""name"",""2964""],[""Index"",""1821""],[""Image"",""Wea125""],[""Action"",""12"",""4""],[""class"",""weapon"",""wand""],[""code"",""1"",""2"",""1"",""3""],[""country"",""2""],[""level"",""65""],[""wear"",""1""],[""limit"",""mage"",""65""],[""range"",""18""],[""buy"",""0""],[""sell"",""6364800""],[""endurance"",""36""],[""maxprotect"",""280""],[""specialty"",[""aspeed"",""1000""],[""Int"",""15""],[""Attack"",""249"",""259""],[""Magic"",""465"",""535""],[""mp"",""600""],[""hit"",""75""]]]",bango-file,inititem.dat,5082
1822,,G65,Mage,,Dragon's Imperial Stick Of Fury,65,,0,,,,2965,,Wea125,"[""12"",""4""]","[""weapon"",""wand""]","[""1"",""2"",""1"",""3""]","[""2""]","[""mage"",""65""]",6364800,36,"[""specialty"",[""aspeed"",""1000""],[""Wis"",""19""],[""Dex"",""10""],[""Attack"",""207"",""217""],[""Magic"",""385"",""455""],[""mp"",""750""],[""hit"",""79""]]","[""item"",[""name"",""2965""],[""Index"",""1822""],[""Image"",""Wea125""],[""Action"",""12"",""4""],[""class"",""weapon"",""wand""],[""code"",""1"",""2"",""1"",""3""],[""country"",""2""],[""level"",""65""],[""wear"",""1""],[""limit"",""mage"",""65""],[""range"",""18""],[""buy"",""0""],[""sell"",""6364800""],[""endurance"",""36""],[""maxprotect"",""280""],[""specialty"",[""aspeed"",""1000""],[""Wis"",""19""],[""Dex"",""10""],[""Attack"",""207"",""217""],[""Magic"",""385"",""455""],[""mp"",""750""],[""hit"",""79""]]]",bango-file,inititem.dat,5085
1852,,G65,Mage,,Dragon's Imperial Stick Of pain,65,,0,,,,2995,,Wea125,"[""12"",""4""]","[""weapon"",""wand""]","[""1"",""2"",""1"",""3""]","[""2""]","[""mage"",""65""]",6364800,36,"[""specialty"",[""aspeed"",""1000""],[""Hth"",""1""],[""Int"",""10""],[""Wis"",""3""],[""Attack"",""225"",""235""],[""Magic"",""435"",""505""],[""hp"",""450""],[""mp"",""300""],[""hit"",""77""]]","[""item"",[""name"",""2995""],[""Index"",""1852""],[""Image"",""Wea125""],[""Action"",""12"",""4""],[""class"",""weapon"",""wand""],[""code"",""1"",""2"",""1"",""3""],[""country"",""2""],[""level"",""65""],[""wear"",""1""],[""limit"",""mage"",""65""],[""range"",""18""],[""buy"",""0""],[""sell"",""6364800""],[""endurance"",""36""],[""maxprotect"",""280""],[""specialty"",[""aspeed"",""1000""],[""Hth"",""1""],[""Int"",""10""],[""Wis"",""3""],[""Attack"",""225"",""235""],[""Magic"",""435"",""505""],[""hp"",""450""],[""mp"",""300""],[""hit"",""77""]]]",bango-file,inititem.dat,5094
1853,,G70,Mage,,Blood Dragon Imperial Stick of pain,70,,0,,,,2996,,Wea217,"[""21"",""2""]","[""weapon"",""wand""]","[""1"",""2"",""1"",""3""]","[""2""]","[""mage"",""70""]",6364800,36,"[""specialty"",[""aspeed"",""1000""],[""Int"",""11""],[""Wis"",""5""],[""Attack"",""248"",""258""],[""Magic"",""503"",""573""],[""hp"",""550""],[""mp"",""350""],[""hit"",""80""]]","[""item"",[""name"",""2996""],[""Index"",""1853""],[""Image"",""Wea217""],[""Action"",""21"",""2""],[""class"",""weapon"",""wand""],[""code"",""1"",""2"",""1"",""3""],[""country"",""2""],[""level"",""70""],[""wear"",""1""],[""limit"",""mage"",""70""],[""range"",""18""],[""buy"",""0""],[""sell"",""6364800""],[""endurance"",""36""],[""maxprotect"",""320""],[""specialty"",[""aspeed"",""1000""],[""Int"",""11""],[""Wis"",""5""],[""Attack"",""248"",""258""],[""Magic"",""503"",""573""],[""hp"",""550""],[""mp"",""350""],[""hit"",""80""]]]",bango-file,inititem.dat,5097
1832,,G01,Knight,,Santa Coat of Knight,1,,0,,,,2975,,Def252,"[""90"",""1""]","[""defense"",""upperarmor""]","[""2"",""3"",""3"",""0""]","[""2""]","[""Knight"",""1""]",1000,15,"[""specialty""]","[""item"",[""name"",""2975""],[""Index"",""1832""],[""Image"",""Def252""],[""action"",""90"",""1""],[""class"",""defense"",""upperarmor""],[""code"",""2"",""3"",""3"",""0""],[""country"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""Knight"",""1""],[""buy"",""0""],[""sell"",""1000""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5102
1833,,G01,Knight,,Santa Hat of Knight,1,,0,,,,2976,,Def253,"[""90"",""1""]","[""defense"",""helmet""]","[""2"",""3"",""4"",""0""]","[""2""]","[""Knight"",""1""]",1000,15,"[""specialty""]","[""item"",[""name"",""2976""],[""Index"",""1833""],[""Image"",""Def253""],[""action"",""90"",""1""],[""class"",""defense"",""helmet""],[""code"",""2"",""3"",""4"",""0""],[""country"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""Knight"",""1""],[""buy"",""0""],[""sell"",""1000""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5105
1834,,G01,Knight,,Santa Gloves of Knight,1,,0,,,,2977,,Def254,"[""90"",""1""]","[""defense"",""gauntlet""]","[""2"",""3"",""5"",""0""]","[""2""]","[""Knight"",""1""]",1000,15,"[""specialty""]","[""item"",[""name"",""2977""],[""Index"",""1834""],[""Image"",""Def254""],[""action"",""90"",""1""],[""class"",""defense"",""gauntlet""],[""code"",""2"",""3"",""5"",""0""],[""country"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""Knight"",""1""],[""buy"",""0""],[""sell"",""1000""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5108
1835,,G01,Knight,,Santa Boots of Knight,1,,0,,,,2978,,Def255,"[""90"",""1""]","[""defense"",""boots""]","[""2"",""3"",""6"",""0""]","[""2""]","[""Knight"",""1""]",1000,15,"[""specialty""]","[""item"",[""name"",""2978""],[""Index"",""1835""],[""Image"",""Def255""],[""action"",""90"",""1""],[""class"",""defense"",""boots""],[""code"",""2"",""3"",""6"",""0""],[""country"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""Knight"",""1""],[""buy"",""0""],[""sell"",""1000""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5111
1836,,G01,Knight,,Santa Pants of Knight,1,,0,,,,2979,,Def256,"[""90"",""1""]","[""defense"",""lowerarmor""]","[""2"",""3"",""7"",""0""]","[""2""]","[""Knight"",""1""]",1000,15,"[""specialty""]","[""item"",[""name"",""2979""],[""Index"",""1836""],[""Image"",""Def256""],[""action"",""90"",""1""],[""class"",""defense"",""lowerarmor""],[""code"",""2"",""3"",""7"",""0""],[""country"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""Knight"",""1""],[""buy"",""0""],[""sell"",""1000""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5114
1837,,G01,Mage,,Santa Coat of Magician,1,,0,,,,2980,,Def262,"[""90"",""1""]","[""defense"",""upperarmor""]","[""2"",""3"",""3"",""0""]","[""2""]","[""mage"",""1""]",1000,15,"[""specialty""]","[""item"",[""name"",""2980""],[""Index"",""1837""],[""Image"",""Def262""],[""action"",""90"",""1""],[""class"",""defense"",""upperarmor""],[""code"",""2"",""3"",""3"",""0""],[""country"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""mage"",""1""],[""buy"",""0""],[""sell"",""1000""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5117
1838,,G01,Mage,,Santa Hat of Magician,1,,0,,,,2981,,Def263,"[""90"",""1""]","[""defense"",""helmet""]","[""2"",""3"",""4"",""0""]","[""2""]","[""mage"",""1""]",1000,15,"[""specialty""]","[""item"",[""name"",""2981""],[""Index"",""1838""],[""Image"",""Def263""],[""action"",""90"",""1""],[""class"",""defense"",""helmet""],[""code"",""2"",""3"",""4"",""0""],[""country"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""mage"",""1""],[""buy"",""0""],[""sell"",""1000""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5120
1839,,G01,Mage,,Santa Gloves of Magician,1,,0,,,,2982,,Def264,"[""90"",""1""]","[""defense"",""gauntlet""]","[""2"",""3"",""5"",""0""]","[""2""]","[""mage"",""1""]",1000,15,"[""specialty""]","[""item"",[""name"",""2982""],[""Index"",""1839""],[""Image"",""Def264""],[""action"",""90"",""1""],[""class"",""defense"",""gauntlet""],[""code"",""2"",""3"",""5"",""0""],[""country"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""mage"",""1""],[""buy"",""0""],[""sell"",""1000""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5123
1840,,G01,Mage,,Santa Boots of Magician,1,,0,,,,2983,,Def265,"[""90"",""1""]","[""defense"",""boots""]","[""2"",""3"",""6"",""0""]","[""2""]","[""mage"",""1""]",1000,15,"[""specialty""]","[""item"",[""name"",""2983""],[""Index"",""1840""],[""Image"",""Def265""],[""action"",""90"",""1""],[""class"",""defense"",""boots""],[""code"",""2"",""3"",""6"",""0""],[""country"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""mage"",""1""],[""buy"",""0""],[""sell"",""1000""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5126
1841,,G01,Mage,,Santa Pants of Magician,1,,0,,,,2984,,Def266,"[""90"",""1""]","[""defense"",""lowerarmor""]","[""2"",""3"",""7"",""0""]","[""2""]","[""mage"",""1""]",1000,15,"[""specialty""]","[""item"",[""name"",""2984""],[""Index"",""1841""],[""Image"",""Def266""],[""action"",""90"",""1""],[""class"",""defense"",""lowerarmor""],[""code"",""2"",""3"",""7"",""0""],[""country"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""mage"",""1""],[""buy"",""0""],[""sell"",""1000""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5129
1842,,G01,Archer,,Santa Coat of Archer,1,,0,,,,2985,,Def257,"[""90"",""1""]","[""defense"",""upperarmor""]","[""2"",""3"",""3"",""0""]","[""2""]","[""archer"",""1""]",1000,15,"[""specialty""]","[""item"",[""name"",""2985""],[""Index"",""1842""],[""Image"",""Def257""],[""action"",""90"",""1""],[""class"",""defense"",""upperarmor""],[""code"",""2"",""3"",""3"",""0""],[""country"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""archer"",""1""],[""buy"",""0""],[""sell"",""1000""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5132
1843,,G01,Archer,,Santa Hat of Archer,1,,0,,,,2986,,Def258,"[""90"",""1""]","[""defense"",""helmet""]","[""2"",""3"",""4"",""0""]","[""2""]","[""archer"",""1""]",1000,15,"[""specialty""]","[""item"",[""name"",""2986""],[""Index"",""1843""],[""Image"",""Def258""],[""action"",""90"",""1""],[""class"",""defense"",""helmet""],[""code"",""2"",""3"",""4"",""0""],[""country"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""archer"",""1""],[""buy"",""0""],[""sell"",""1000""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5135
1844,,G01,Archer,,Santa Gloves of Archer,1,,0,,,,2987,,Def259,"[""90"",""1""]","[""defense"",""gauntlet""]","[""2"",""3"",""5"",""0""]","[""2""]","[""archer"",""1""]",1000,15,"[""specialty""]","[""item"",[""name"",""2987""],[""Index"",""1844""],[""Image"",""Def259""],[""action"",""90"",""1""],[""class"",""defense"",""gauntlet""],[""code"",""2"",""3"",""5"",""0""],[""country"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""archer"",""1""],[""buy"",""0""],[""sell"",""1000""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5138
1845,,G01,Archer,,Santa Boots of Archer,1,,0,,,,2988,,Def260,"[""90"",""1""]","[""defense"",""boots""]","[""2"",""3"",""6"",""0""]","[""2""]","[""archer"",""1""]",1000,15,"[""specialty""]","[""item"",[""name"",""2988""],[""Index"",""1845""],[""Image"",""Def260""],[""action"",""90"",""1""],[""class"",""defense"",""boots""],[""code"",""2"",""3"",""6"",""0""],[""country"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""archer"",""1""],[""buy"",""0""],[""sell"",""1000""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5141
1846,,G01,Archer,,Santa Skirt of Archer,1,,0,,,,2989,,Def261,"[""90"",""1""]","[""defense"",""lowerarmor""]","[""2"",""3"",""7"",""0""]","[""2""]","[""archer"",""1""]",1000,15,"[""specialty""]","[""item"",[""name"",""2989""],[""Index"",""1846""],[""Image"",""Def261""],[""action"",""90"",""1""],[""class"",""defense"",""lowerarmor""],[""code"",""2"",""3"",""7"",""0""],[""country"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""archer"",""1""],[""buy"",""0""],[""sell"",""1000""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5144
1847,,G01,Thief,,Santa Coat of Thief,1,,0,,,,2990,15% of additional speed-up buff if putting on full armor set.,Def267,"[""90"",""1""]","[""defense"",""upperarmor""]","[""2"",""3"",""3"",""0""]","[""0"",""2""]","[""thief"",""1""]",500,15,"[""specialty""]","[""item"",[""name"",""2990""],[""Index"",""1847""],[""Image"",""Def267""],[""action"",""90"",""1""],[""desc"",""815""],[""class"",""defense"",""upperarmor""],[""code"",""2"",""3"",""3"",""0""],[""country"",""0"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""thief"",""1""],[""buy"",""0""],[""sell"",""500""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5147
1848,,G01,Thief,,Santa Hat of Thief,1,,0,,,,2991,15% of additional speed-up buff if putting on full armor set.,Def268,"[""90"",""1""]","[""defense"",""helmet""]","[""2"",""3"",""4"",""0""]","[""0"",""2""]","[""thief"",""1""]",500,15,"[""specialty""]","[""item"",[""name"",""2991""],[""Index"",""1848""],[""Image"",""Def268""],[""action"",""90"",""1""],[""desc"",""816""],[""class"",""defense"",""helmet""],[""code"",""2"",""3"",""4"",""0""],[""country"",""0"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""thief"",""1""],[""buy"",""0""],[""sell"",""500""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5150
1849,,G01,Thief,,Santa Gloves of Thief,1,,0,,,,2992,15% of additional speed-up buff if putting on full armor set.,Def269,"[""90"",""1""]","[""defense"",""gauntlet""]","[""2"",""3"",""5"",""0""]","[""0"",""2""]","[""thief"",""1""]",500,15,"[""specialty""]","[""item"",[""name"",""2992""],[""Index"",""1849""],[""Image"",""Def269""],[""action"",""90"",""1""],[""desc"",""817""],[""class"",""defense"",""gauntlet""],[""code"",""2"",""3"",""5"",""0""],[""country"",""0"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""thief"",""1""],[""buy"",""0""],[""sell"",""500""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5153
1850,,G01,Thief,,Santa Boots of Thief,1,,0,,,,2993,15% of additional speed-up buff if putting on full armor set.,Def270,"[""90"",""1""]","[""defense"",""boots""]","[""2"",""3"",""6"",""0""]","[""0"",""2""]","[""thief"",""1""]",500,15,"[""specialty""]","[""item"",[""name"",""2993""],[""Index"",""1850""],[""Image"",""Def270""],[""action"",""90"",""1""],[""desc"",""818""],[""class"",""defense"",""boots""],[""code"",""2"",""3"",""6"",""0""],[""country"",""0"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""thief"",""1""],[""buy"",""0""],[""sell"",""500""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5156
1851,,G01,Thief,,Santa Pants of Thief,1,,0,,,,2994,15% of additional speed-up buff if putting on full armor set.,Def271,"[""90"",""1""]","[""defense"",""lowerarmor""]","[""2"",""3"",""7"",""0""]","[""0"",""2""]","[""thief"",""1""]",500,15,"[""specialty""]","[""item"",[""name"",""2994""],[""Index"",""1851""],[""Image"",""Def271""],[""action"",""90"",""1""],[""desc"",""819""],[""class"",""defense"",""lowerarmor""],[""code"",""2"",""3"",""7"",""0""],[""country"",""0"",""2""],[""level"",""1""],[""wear"",""1""],[""limit"",""thief"",""1""],[""buy"",""0""],[""sell"",""500""],[""endurance"",""15""],[""specialty""]]",bango-file,inititem.dat,5159
1827,,,,,Auction Certificate(1 day),,,0,,,,2970,Allow to open aution for 1 day(24 hours),shop114,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""2""]",[],0,,[],"[""item"",[""name"",""2970""],[""Index"",""1827""],[""Image"",""shop114""],[""desc"",""795""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""2""],[""plural"",""1""],[""pay"",""1""],[""buy"",""0""],[""sell"",""0""]]",bango-file,inititem.dat,5162
1828,,,,,Auction Certificate(3 day),,,0,,,,2971,Allow to open aution for 3 day(72 hours),shop115,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""2""]",[],0,,[],"[""item"",[""name"",""2971""],[""Index"",""1828""],[""Image"",""shop115""],[""desc"",""796""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""2""],[""plural"",""1""],[""pay"",""1""],[""buy"",""0""],[""sell"",""0""]]",bango-file,inititem.dat,5165
1829,,,,,Auction Certificate(7 day),,,0,,,,2972,Allow to open aution for 7 day(168 hours),shop116,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""2""]",[],0,,[],"[""item"",[""name"",""2972""],[""Index"",""1829""],[""Image"",""shop116""],[""desc"",""797""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""2""],[""plural"",""1""],[""pay"",""1""],[""buy"",""0""],[""sell"",""0""]]",bango-file,inititem.dat,5168
2055,,,,,Large Medicine,,,210,,,,3182,Recover 500 points of health,item556,[],"[""general"",""refresh""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]",[],50,,"[""specialty"",[""refresh"",""hp"",""500""]]","[""item"",[""name"",""3182""],[""Index"",""2055""],[""Image"",""item556""],[""desc"",""908""],[""class"",""general"",""refresh""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""cooltime"",""1300""],[""buy"",""210""],[""sell"",""50""],[""effect"",""1""],[""specialty"",[""refresh"",""hp"",""500""]]]",bango-file,inititem.dat,5172
2056,,,,,Glass bottle,,,1200,,,,3183,Materials necessary for production of#n Nature potion,item557,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""0"",""1"",""2""]",[],240,,[],"[""item"",[""name"",""3183""],[""Index"",""2056""],[""Image"",""item557""],[""desc"",""909""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""0"",""1"",""2""],[""use"",""1""],[""plural"",""1""],[""buy"",""1200""],[""sell"",""240""]]",bango-file,inititem.dat,5174
2057,,G68,All,,Meat of Cheonjiyeon wolf,68,,250,,,,3184,"It's a chunk of wolf meat which lived in Chenjiyeon.#n Using it, you can recover 3480 health points over 30 seconds.",item558,[],"[""general"",""refresh""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]","[""all"",""68""]",75,,"[""specialty"",[""buff"",""18"",""30"",""116""]]","[""item"",[""name"",""3184""],[""Index"",""2057""],[""Image"",""item558""],[""desc"",""910""],[""class"",""general"",""refresh""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""level"",""68""],[""use"",""1""],[""plural"",""1""],[""limit"",""all"",""68""],[""buy"",""250""],[""sell"",""75""],[""specialty"",[""buff"",""18"",""30"",""116""]]]",bango-file,inititem.dat,5176
2058,,G72,All,,Breast Meat of Cheonjiyeon bear,72,,300,,,,3185,"It's a chunk of bear meat which lived in Chenjiyeon.#n Using it, you can recover 3810 health points over 30 seconds.",item559,[],"[""general"",""refresh""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]","[""all"",""72""]",90,,"[""specialty"",[""buff"",""18"",""30"",""127""]]","[""item"",[""name"",""3185""],[""Index"",""2058""],[""Image"",""item559""],[""desc"",""911""],[""class"",""general"",""refresh""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""level"",""72""],[""use"",""1""],[""plural"",""1""],[""limit"",""all"",""72""],[""buy"",""300""],[""sell"",""90""],[""specialty"",[""buff"",""18"",""30"",""127""]]]",bango-file,inititem.dat,5178
2059,,G68,All,,Normal Cheonjiyeon Water,68,,1550,,,,3186,"It's a bottle of fresh water from Chenjiyeon.#n Using it, you can recover 1980 magic points over 30 seconds.",item560,[],"[""general"",""refresh""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]","[""all"",""68""]",400,,"[""specialty"",[""buff"",""19"",""30"",""66""]]","[""item"",[""name"",""3186""],[""Index"",""2059""],[""Image"",""item560""],[""desc"",""912""],[""class"",""general"",""refresh""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""level"",""68""],[""use"",""1""],[""plural"",""1""],[""limit"",""all"",""68""],[""buy"",""1550""],[""sell"",""400""],[""specialty"",[""buff"",""19"",""30"",""66""]]]",bango-file,inititem.dat,5180
2060,,G72,All,,Medium Cheonjiyeon Water,72,,1700,,,,3187,"It's a bottle of fresh water from Chenjiyeon.#n Using it, you can recover 2190 magic points over 30 seconds.",item561,[],"[""general"",""refresh""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]","[""all"",""72""]",565,,"[""specialty"",[""buff"",""19"",""30"",""73""]]","[""item"",[""name"",""3187""],[""Index"",""2060""],[""Image"",""item561""],[""desc"",""913""],[""class"",""general"",""refresh""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""level"",""72""],[""use"",""1""],[""plural"",""1""],[""limit"",""all"",""72""],[""buy"",""1700""],[""sell"",""565""],[""specialty"",[""buff"",""19"",""30"",""73""]]]",bango-file,inititem.dat,5182
2061,,G75,,,Mission letters of Hondel,,,74200,,,,3188,Defeat the desert scorpion and#n collect 20 pincers of scorpion,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]",[],0,,"[""specialty"",[""quest"",""20007"",""1""]]","[""item"",[""name"",""3188""],[""Index"",""2061""],[""Image"",""item063""],[""desc"",""914""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""level"",""75""],[""use"",""1""],[""buy"",""74200""],[""sell"",""0""],[""specialty"",[""quest"",""20007"",""1""]],[""taskquest"",""68""]]",bango-file,inititem.dat,5184
2062,,G75,,,Mission letters of Hondel,,,81800,,,,3188,Defeat the skeleton soldier and skeleton archer and#n collect 20 rips of skeleton,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]",[],0,,"[""specialty"",[""quest"",""20008"",""1""]]","[""item"",[""name"",""3188""],[""Index"",""2062""],[""Image"",""item063""],[""desc"",""915""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""level"",""75""],[""use"",""1""],[""buy"",""81800""],[""sell"",""0""],[""specialty"",[""quest"",""20008"",""1""]],[""taskquest"",""69""]]",bango-file,inititem.dat,5186
2063,,G75,,,Mission letters of Hondel,,,82400,,,,3188,Defeat the twisted demon warrior and#n collect 20 heads of twisted demon warrior,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]",[],0,,"[""specialty"",[""quest"",""20009"",""1""]]","[""item"",[""name"",""3188""],[""Index"",""2063""],[""Image"",""item063""],[""desc"",""916""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""level"",""75""],[""use"",""1""],[""buy"",""82400""],[""sell"",""0""],[""specialty"",[""quest"",""20009"",""1""]],[""taskquest"",""70""]]",bango-file,inititem.dat,5188
2064,,G75,,,Mission letters of Hondel,,,83100,,,,3188,"Defeat the xill, xill archer, starved xill soldier, xill conjurator and#n collect 20 certificates of xill",item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]",[],0,,"[""specialty"",[""quest"",""20010"",""1""]]","[""item"",[""name"",""3188""],[""Index"",""2064""],[""Image"",""item063""],[""desc"",""917""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""level"",""75""],[""use"",""1""],[""buy"",""83100""],[""sell"",""0""],[""specialty"",[""quest"",""20010"",""1""]],[""taskquest"",""71""]]",bango-file,inititem.dat,5190
2065,,G75,,,Mission letters of Hondel,,,89500,,,,3188,"Defeat the goblin warrior, goblin conjurator and#n collect 20 certificates of goblin",item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]",[],0,,"[""specialty"",[""quest"",""20011"",""1""]]","[""item"",[""name"",""3188""],[""Index"",""2065""],[""Image"",""item063""],[""desc"",""918""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""level"",""75""],[""use"",""1""],[""buy"",""89500""],[""sell"",""0""],[""specialty"",[""quest"",""20011"",""1""]],[""taskquest"",""72""]]",bango-file,inititem.dat,5192
2066,,G75,,,Mission letters of Hondel,,,91100,,,,3188,"Defeat the knoll soldier, knoll mad Warrior, knoll archer and#n collect 20 heads of knoll",item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]",[],0,,"[""specialty"",[""quest"",""20012"",""1""]]","[""item"",[""name"",""3188""],[""Index"",""2066""],[""Image"",""item063""],[""desc"",""919""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""level"",""75""],[""use"",""1""],[""buy"",""91100""],[""sell"",""0""],[""specialty"",[""quest"",""20012"",""1""]],[""taskquest"",""73""]]",bango-file,inititem.dat,5194
2067,,G75,,,Mission letters of Hondel,,,98400,,,,3188,"Defeat the wounded evolve zombie, wounded conjurator zombie and#n collect 20 certificates of Zombie",item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]",[],0,,"[""specialty"",[""quest"",""20013"",""1""]]","[""item"",[""name"",""3188""],[""Index"",""2067""],[""Image"",""item063""],[""desc"",""920""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""level"",""75""],[""use"",""1""],[""buy"",""98400""],[""sell"",""0""],[""specialty"",[""quest"",""20013"",""1""]],[""taskquest"",""74""]]",bango-file,inititem.dat,5196
2068,,G75,,,Mission letters of Hondel,,,100400,,,,3188,"Defeat the  master skeleton warrior, master skeleton archer and#n collect 10 certificates of master skeleton",item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""1"",""2""]",[],0,,"[""specialty"",[""quest"",""20014"",""1""]]","[""item"",[""name"",""3188""],[""Index"",""2068""],[""Image"",""item063""],[""desc"",""921""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""1"",""2""],[""level"",""75""],[""use"",""1""],[""buy"",""100400""],[""sell"",""0""],[""specialty"",[""quest"",""20014"",""1""]],[""taskquest"",""75""]]",bango-file,inititem.dat,5198
