drp_azon,drp_group1,drp_group2,drp_chance1,drp_chance2,drp_item,drp_monst,drp_rev,bango_item_name,bango_monster_name,bango_value,bango_flag,provenance,source_file,source_line
19675,,,,,322,966,,Talisman of Protection,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20204
19676,,,,,323,966,,Talisman of Protection,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20205
19677,,,,,324,966,,Talisman of Protection,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20206
19678,,,,,325,966,,Talisman of Protection,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20207
19679,,,,,326,966,,Talisman of Protection,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20208
19680,,,,,327,966,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20209
19681,,,,,328,966,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20210
19682,,,,,329,966,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20211
19683,,,,,330,966,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20212
19684,,,,,331,966,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20213
19685,,,,,332,966,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20214
19686,,,,,446,966,,Sea Bream with Blood,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20215
19687,,,,,362,966,,Stone of Chance,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20216
19688,,,,,457,966,,Diamond Treasure Sword,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20217
19689,,,,,31,967,,Zamogeon,Gigantic Species Shock Trooper,214,n,bango-file,droplist.dat,20219
19690,,,,,48,967,,Medium Medicine,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20220
19691,,,,,256,967,,SinGak DooSukLin Armor,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20221
19692,,,,,257,967,,SinGak DooSukLin Hood,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20222
19693,,,,,258,967,,SinGak DooSukLin Gloves,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20223
19694,,,,,259,967,,SinGak DooSukLin Shoes,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20224
19695,,,,,260,967,,SinGak DooSukLin Shorts,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20225
19696,,,,,377,967,,Diamond Armor,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20226
19697,,,,,378,967,,Diamond Helmet,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20227
19698,,,,,379,967,,Diamond Gloves,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20228
19699,,,,,380,967,,Diamond Shoes,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20229
19700,,,,,381,967,,Diamond Shorts,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20230
19701,,,,,109,967,,Baek Dae Steel Bow,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20231
19702,,,,,110,967,,Yeon Lin Steel Bow,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20232
19703,,,,,245,967,,Steel Bow,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20233
19704,,,,,246,967,,Steel Bow with Crow's Feather,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20234
19705,,,,,247,967,,Steel Bow with Golden Crow's Feather,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20235
19706,,,,,276,967,,Talisman of Wonder,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20236
19707,,,,,284,967,,Talisman of Wonder,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20237
19708,,,,,292,967,,Talisman of Wonder,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20238
19709,,,,,300,967,,Talisman of Wonder,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20239
19710,,,,,308,967,,Talisman of Wonder,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20240
19711,,,,,316,967,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20241
19712,,,,,318,967,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20242
19713,,,,,282,967,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20243
19714,,,,,290,967,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20244
19715,,,,,298,967,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20245
19716,,,,,306,967,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20246
19717,,,,,314,967,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20247
19718,,,,,322,967,,Talisman of Protection,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20248
19719,,,,,323,967,,Talisman of Protection,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20249
19720,,,,,324,967,,Talisman of Protection,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20250
19721,,,,,325,967,,Talisman of Protection,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20251
19722,,,,,326,967,,Talisman of Protection,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20252
19723,,,,,327,967,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20253
19724,,,,,328,967,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20254
19725,,,,,329,967,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20255
19726,,,,,330,967,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20256
19727,,,,,331,967,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20257
19728,,,,,332,967,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20258
19729,,,,,446,967,,Sea Bream with Blood,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20259
19730,,,,,362,967,,Stone of Chance,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20260
19731,,,,,463,967,,Diamond Bow,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20261
19732,,,,,31,968,,Zamogeon,Gigantic Species Shock Trooper,214,n,bango-file,droplist.dat,20263
19733,,,,,48,968,,Medium Medicine,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20264
19734,,,,,261,968,,BeeDan DaeChangEau,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20265
19735,,,,,262,968,,BeeDan DaeChangEau Hair Decoration,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20266
19736,,,,,263,968,,BeeDan DaeChangEau Gloves,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20267
19737,,,,,264,968,,BeeDan DaeChangEau Shoes,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20268
19738,,,,,265,968,,BeeDan DaeChangEau Shorts,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20269
19739,,,,,382,968,,White DaeChangEau,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20270
19740,,,,,383,968,,White DaeChangEau Hair Decoration,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20271
19741,,,,,384,968,,White DaeChangEau Gloves,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20272
19742,,,,,385,968,,White DaeChangEau Shoes,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20273
19743,,,,,386,968,,White DaeChangEau Shorts,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20274
19744,,,,,115,968,,Joong Bang Chairperson's WhiteStick,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20275
19745,,,,,116,968,,Joong Bang Chairperson's Single Stick,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20276
19746,,,,,248,968,,Stick with Black Crow's Feather,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20277
19747,,,,,249,968,,Line Pattern Stick with Black Crow's Feather,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20278
19748,,,,,250,968,,Stick with Blue Crow's Feather,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20279
19749,,,,,1575,968,,BeeDan suit of High class thief,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20280
19750,,,,,1576,968,, BeeDan Hood of High class thief,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20281
19751,,,,,1577,968,,BeeDan Gloves of High class thief,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20282
19752,,,,,1578,968,,BeeDan Boots of High class thief,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20283
19753,,,,,1579,968,,BeeDan suit Shorts of High class thief,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20284
19754,,,,,1418,968,,Savage Tribe's dagger,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20285
19755,,,,,1419,968,,Savage Tribe's Tiger Teeth dagger,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20286
19756,,,,,1420,968,,Golden Treasure dagger,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20287
19757,,,,,1421,968,,Butterfly-Shaped dagger,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20288
19758,,,,,1422,968,,Revengeful dagger,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20289
19759,,,,,276,968,,Talisman of Wonder,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20290
19760,,,,,284,968,,Talisman of Wonder,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20291
19761,,,,,292,968,,Talisman of Wonder,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20292
19762,,,,,300,968,,Talisman of Wonder,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20293
19763,,,,,308,968,,Talisman of Wonder,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20294
19764,,,,,316,968,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20295
19765,,,,,318,968,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20296
19766,,,,,282,968,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20297
19767,,,,,290,968,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20298
19768,,,,,298,968,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20299
19769,,,,,306,968,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20300
19770,,,,,314,968,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20301
19771,,,,,322,968,,Talisman of Protection,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20302
19772,,,,,323,968,,Talisman of Protection,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20303
19773,,,,,324,968,,Talisman of Protection,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20304
19774,,,,,325,968,,Talisman of Protection,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20305
19775,,,,,326,968,,Talisman of Protection,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20306
19776,,,,,327,968,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20307
19777,,,,,328,968,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20308
19778,,,,,329,968,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20309
19779,,,,,330,968,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20310
19780,,,,,331,968,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20311
19781,,,,,332,968,,Talisman of Intensification,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20312
19782,,,,,446,968,,Sea Bream with Blood,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20313
19783,,,,,362,968,,Stone of Chance,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20314
19784,,,,,466,968,,Diamond Stick,Gigantic Species Shock Trooper,1,n,bango-file,droplist.dat,20315
19785,,,,,31,969,,Zamogeon,Gigantic Species Ignoramus,232,n,bango-file,droplist.dat,20317
19786,,,,,48,969,,Medium Medicine,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20318
19787,,,,,256,969,,SinGak DooSukLin Armor,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20319
19788,,,,,257,969,,SinGak DooSukLin Hood,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20320
19789,,,,,258,969,,SinGak DooSukLin Gloves,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20321
19790,,,,,259,969,,SinGak DooSukLin Shoes,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20322
19791,,,,,260,969,,SinGak DooSukLin Shorts,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20323
19792,,,,,377,969,,Diamond Armor,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20324
19793,,,,,378,969,,Diamond Helmet,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20325
19794,,,,,379,969,,Diamond Gloves,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20326
19795,,,,,380,969,,Diamond Shoes,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20327
19796,,,,,381,969,,Diamond Shorts,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20328
19797,,,,,109,969,,Baek Dae Steel Bow,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20329
19798,,,,,110,969,,Yeon Lin Steel Bow,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20330
19799,,,,,245,969,,Steel Bow,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20331
19800,,,,,246,969,,Steel Bow with Crow's Feather,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20332
19801,,,,,247,969,,Steel Bow with Golden Crow's Feather,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20333
19802,,,,,276,969,,Talisman of Wonder,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20334
19803,,,,,284,969,,Talisman of Wonder,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20335
19804,,,,,292,969,,Talisman of Wonder,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20336
19805,,,,,300,969,,Talisman of Wonder,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20337
19806,,,,,308,969,,Talisman of Wonder,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20338
19807,,,,,316,969,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20339
19808,,,,,318,969,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20340
19809,,,,,282,969,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20341
19810,,,,,290,969,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20342
19811,,,,,298,969,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20343
19812,,,,,306,969,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20344
19813,,,,,314,969,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20345
19814,,,,,322,969,,Talisman of Protection,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20346
19815,,,,,323,969,,Talisman of Protection,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20347
19816,,,,,324,969,,Talisman of Protection,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20348
19817,,,,,325,969,,Talisman of Protection,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20349
19818,,,,,326,969,,Talisman of Protection,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20350
19819,,,,,327,969,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20351
19820,,,,,328,969,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20352
19821,,,,,329,969,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20353
19822,,,,,330,969,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20354
19823,,,,,331,969,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20355
19824,,,,,332,969,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20356
19825,,,,,446,969,,Sea Bream with Blood,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20357
19826,,,,,362,969,,Stone of Chance,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20358
19827,,,,,463,969,,Diamond Bow,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20359
19828,,,,,31,970,,Zamogeon,Gigantic Species Ignoramus,232,n,bango-file,droplist.dat,20361
19829,,,,,48,970,,Medium Medicine,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20362
19830,,,,,251,970,,Intensified Steel Armor,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20363
19831,,,,,252,970,,Intensified Steel Helmet,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20364
19832,,,,,253,970,,Intensified Steel Gloves,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20365
19833,,,,,254,970,,Intensified Steel Shoes,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20366
19834,,,,,255,970,,Intensified Steel Shorts,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20367
19835,,,,,372,970,,Diamond Scaled Armor,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20368
19836,,,,,373,970,,Diamond Scaled Helmet,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20369
19837,,,,,374,970,,Diamond Scaled Gloves,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20370
19838,,,,,375,970,,Diamond Scaled Shoes,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20371
19839,,,,,376,970,,Diamond Scaled Shorts,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20372
19840,,,,,103,970,,MaeGak Hwandoo SaeHyung Big Sword,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20373
19841,,,,,104,970,,Hwandoo Saehyung Big Sword with Pattern of Leaf,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20374
19842,,,,,242,970,,Golden Treasure Sword,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20375
19843,,,,,243,970,,Butterfly-Shaped Treasure Sword,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20376
19844,,,,,244,970,,Black Golden Treasure Sword,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20377
19845,,,,,276,970,,Talisman of Wonder,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20378
19846,,,,,284,970,,Talisman of Wonder,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20379
19847,,,,,292,970,,Talisman of Wonder,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20380
19848,,,,,300,970,,Talisman of Wonder,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20381
19849,,,,,308,970,,Talisman of Wonder,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20382
19850,,,,,316,970,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20383
19851,,,,,318,970,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20384
19852,,,,,282,970,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20385
19853,,,,,290,970,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20386
19854,,,,,298,970,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20387
19855,,,,,306,970,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20388
19856,,,,,314,970,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20389
19857,,,,,322,970,,Talisman of Protection,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20390
19858,,,,,323,970,,Talisman of Protection,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20391
19859,,,,,324,970,,Talisman of Protection,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20392
19860,,,,,325,970,,Talisman of Protection,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20393
19861,,,,,326,970,,Talisman of Protection,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20394
19862,,,,,327,970,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20395
19863,,,,,328,970,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20396
19864,,,,,329,970,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20397
19865,,,,,330,970,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20398
19866,,,,,331,970,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20399
19867,,,,,332,970,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20400
19868,,,,,446,970,,Sea Bream with Blood,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20401
19869,,,,,362,970,,Stone of Chance,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20402
19870,,,,,457,970,,Diamond Treasure Sword,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20403
19871,,,,,31,971,,Zamogeon,Gigantic Species Ignoramus,232,n,bango-file,droplist.dat,20405
19872,,,,,48,971,,Medium Medicine,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20406
19873,,,,,261,971,,BeeDan DaeChangEau,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20407
19874,,,,,262,971,,BeeDan DaeChangEau Hair Decoration,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20408
19875,,,,,263,971,,BeeDan DaeChangEau Gloves,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20409
19876,,,,,264,971,,BeeDan DaeChangEau Shoes,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20410
19877,,,,,265,971,,BeeDan DaeChangEau Shorts,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20411
19878,,,,,382,971,,White DaeChangEau,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20412
19879,,,,,383,971,,White DaeChangEau Hair Decoration,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20413
19880,,,,,384,971,,White DaeChangEau Gloves,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20414
19881,,,,,385,971,,White DaeChangEau Shoes,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20415
19882,,,,,386,971,,White DaeChangEau Shorts,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20416
19883,,,,,115,971,,Joong Bang Chairperson's WhiteStick,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20417
19884,,,,,116,971,,Joong Bang Chairperson's Single Stick,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20418
19885,,,,,248,971,,Stick with Black Crow's Feather,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20419
19886,,,,,249,971,,Line Pattern Stick with Black Crow's Feather,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20420
19887,,,,,250,971,,Stick with Blue Crow's Feather,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20421
19888,,,,,276,971,,Talisman of Wonder,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20422
19889,,,,,284,971,,Talisman of Wonder,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20423
19890,,,,,292,971,,Talisman of Wonder,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20424
19891,,,,,300,971,,Talisman of Wonder,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20425
19892,,,,,308,971,,Talisman of Wonder,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20426
19893,,,,,316,971,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20427
19894,,,,,318,971,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20428
19895,,,,,282,971,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20429
19896,,,,,290,971,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20430
19897,,,,,298,971,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20431
19898,,,,,306,971,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20432
19899,,,,,314,971,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20433
19900,,,,,322,971,,Talisman of Protection,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20434
19901,,,,,323,971,,Talisman of Protection,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20435
19902,,,,,324,971,,Talisman of Protection,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20436
19903,,,,,325,971,,Talisman of Protection,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20437
19904,,,,,326,971,,Talisman of Protection,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20438
19905,,,,,327,971,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20439
19906,,,,,328,971,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20440
19907,,,,,329,971,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20441
19908,,,,,330,971,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20442
19909,,,,,331,971,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20443
19910,,,,,332,971,,Talisman of Intensification,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20444
19911,,,,,446,971,,Sea Bream with Blood,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20445
19912,,,,,362,971,,Stone of Chance,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20446
19913,,,,,466,971,,Diamond Stick,Gigantic Species Ignoramus,1,n,bango-file,droplist.dat,20447
19914,,,,,31,972,,Zamogeon,Gigantic Species Berserk,232,n,bango-file,droplist.dat,20449
19915,,,,,48,972,,Medium Medicine,Gigantic Species Berserk,1,n,bango-file,droplist.dat,20450
19916,,,,,261,972,,BeeDan DaeChangEau,Gigantic Species Berserk,1,n,bango-file,droplist.dat,20451
19917,,,,,262,972,,BeeDan DaeChangEau Hair Decoration,Gigantic Species Berserk,1,n,bango-file,droplist.dat,20452
19918,,,,,263,972,,BeeDan DaeChangEau Gloves,Gigantic Species Berserk,1,n,bango-file,droplist.dat,20453
19919,,,,,264,972,,BeeDan DaeChangEau Shoes,Gigantic Species Berserk,1,n,bango-file,droplist.dat,20454
