namespace,message_id,text,definition_ordinal,provenance,source_file,source_line
prefixname,148,+3,1,bango-file,message.dat,11000
prefixname,149,+4,1,bango-file,message.dat,11001
prefixname,150,+5,1,bango-file,message.dat,11002
prefixname,151,+6,1,bango-file,message.dat,11003
prefixname,152,+7,1,bango-file,message.dat,11004
prefixname,153,+1,1,bango-file,message.dat,11006
prefixname,154,+2,1,bango-file,message.dat,11007
prefixname,155,+3,1,bango-file,message.dat,11008
prefixname,156,+4,1,bango-file,message.dat,11009
prefixname,157,+5,1,bango-file,message.dat,11010
prefixname,158,+6,1,bango-file,message.dat,11011
prefixname,159,+7,1,bango-file,message.dat,11012
prefixname,160,+1,1,bango-file,message.dat,11014
prefixname,161,+2,1,bango-file,message.dat,11015
prefixname,162,+3,1,bango-file,message.dat,11016
prefixname,163,+4,1,bango-file,message.dat,11017
prefixname,164,+5,1,bango-file,message.dat,11018
prefixname,165,+6,1,bango-file,message.dat,11019
prefixname,166,+7,1,bango-file,message.dat,11020
prefixname,201,1LV,1,bango-file,message.dat,11023
prefixname,202,2LV,1,bango-file,message.dat,11024
prefixname,203,3LV,1,bango-file,message.dat,11025
prefixname,204,4LV,1,bango-file,message.dat,11026
prefixname,205,5LV,1,bango-file,message.dat,11027
prefixname,206,6LV,1,bango-file,message.dat,11028
prefixname,207,7LV,1,bango-file,message.dat,11029
prefixname,208,8LV,1,bango-file,message.dat,11030
prefixname,209,9LV,1,bango-file,message.dat,11031
prefixname,210,10LV,1,bango-file,message.dat,11032
prefixname,1001,+1,1,bango-file,message.dat,11035
prefixname,1002,+2,1,bango-file,message.dat,11036
prefixname,1003,+3,1,bango-file,message.dat,11037
prefixname,1004,+4,1,bango-file,message.dat,11038
prefixname,1005,+5,1,bango-file,message.dat,11039
prefixname,1006,+6,1,bango-file,message.dat,11040
prefixname,1007,+7,1,bango-file,message.dat,11041
prefixname,1008,+8,1,bango-file,message.dat,11042
prefixname,1009,+9,1,bango-file,message.dat,11043
prefixname,1010,+10,1,bango-file,message.dat,11044
prefixname,1011,+11,1,bango-file,message.dat,11045
prefixname,1012,+12,1,bango-file,message.dat,11046
prefixname,1013,+13,1,bango-file,message.dat,11047
prefixname,1014,+14,1,bango-file,message.dat,11048
prefixname,1015,+15,1,bango-file,message.dat,11049
prefixname,1016,+16,1,bango-file,message.dat,11050
prefixname,1017,+17,1,bango-file,message.dat,11051
prefixname,1018,+18,1,bango-file,message.dat,11052
prefixname,1019,+19,1,bango-file,message.dat,11053
prefixname,1020,+20,1,bango-file,message.dat,11054
revivalname,0,Narootuh,1,bango-file,message.dat,11075
revivalname,1,Jook-Suh Cargo Station,1,bango-file,message.dat,11076
revivalname,2,Geum-Oh Mine,1,bango-file,message.dat,11077
revivalname,3,The Pub of the Giant Bird,1,bango-file,message.dat,11078
revivalname,4,Temporary Fort of Geum-Ohee Castle,1,bango-file,message.dat,11079
revivalname,5,Forest of Statues,1,bango-file,message.dat,11080
revivalname,6,Geum-Oh Main Castle,1,bango-file,message.dat,11081
revivalname,7,Geum-Oh Castle East Gate,1,bango-file,message.dat,11082
revivalname,8,Geum-Oh Castle West Gate,1,bango-file,message.dat,11083
revivalname,9,City of Priest,1,bango-file,message.dat,11084
revivalname,10,Doggebi Tower,1,bango-file,message.dat,11085
npcname,1,"Weapon Merchant, Goo-Deuk",1,bango-file,message.dat,11092
npcname,2,"Knight's Armor Merchant, Pa-Deukchun",1,bango-file,message.dat,11093
npcname,3,"Merchant, Gae-Yoo",1,bango-file,message.dat,11094
npcname,4,Knightage Go-Gyunok,1,bango-file,message.dat,11095
npcname,5,"Bow Master, Chi-Rang",1,bango-file,message.dat,11096
npcname,6,"Magic Master, Baek-Ohn",1,bango-file,message.dat,11097
npcname,7,Farmer,1,bango-file,message.dat,11098
npcname,8,Farmer,1,bango-file,message.dat,11099
npcname,9,Woman,1,bango-file,message.dat,11100
npcname,10,Farmer,1,bango-file,message.dat,11101
npcname,11,Guard,1,bango-file,message.dat,11102
npcname,12,Guard,1,bango-file,message.dat,11103
npcname,13,Guard,1,bango-file,message.dat,11104
npcname,14,Guard,1,bango-file,message.dat,11105
npcname,15,Guard,1,bango-file,message.dat,11106
npcname,16,Chief Guard,1,bango-file,message.dat,11107
npcname,17,Chief Guard,1,bango-file,message.dat,11108
npcname,18,"Merchant, Sa-Moeau",1,bango-file,message.dat,11109
npcname,19,Farmer,1,bango-file,message.dat,11110
npcname,20,Farmer,1,bango-file,message.dat,11111
npcname,21,Woman,1,bango-file,message.dat,11112
npcname,22,Guard,1,bango-file,message.dat,11113
npcname,23,Guard,1,bango-file,message.dat,11114
npcname,24,Guard,1,bango-file,message.dat,11115
npcname,25,Guard,1,bango-file,message.dat,11116
npcname,26,Guard,1,bango-file,message.dat,11117
npcname,27,Guard,1,bango-file,message.dat,11118
npcname,28,Chief Guard,1,bango-file,message.dat,11119
npcname,29,"Knight Merchant, Noh-Won",1,bango-file,message.dat,11120
npcname,30,"Archer Merchant, Woo-Jingwan",1,bango-file,message.dat,11121
npcname,31,Miner,1,bango-file,message.dat,11122
npcname,32,Miner,1,bango-file,message.dat,11123
npcname,33,Miner,1,bango-file,message.dat,11124
npcname,34,Miner,1,bango-file,message.dat,11125
npcname,35,Mine Manager,1,bango-file,message.dat,11126
npcname,36,Miner,1,bango-file,message.dat,11127
npcname,37,Guard,1,bango-file,message.dat,11128
npcname,38,Guard,1,bango-file,message.dat,11129
npcname,39,Guard,1,bango-file,message.dat,11130
npcname,40,Guard,1,bango-file,message.dat,11131
npcname,41,Guard,1,bango-file,message.dat,11132
npcname,42,Guard,1,bango-file,message.dat,11133
npcname,43,Guard,1,bango-file,message.dat,11134
npcname,44,Guard,1,bango-file,message.dat,11135
npcname,45,Guard,1,bango-file,message.dat,11136
npcname,46,Guard,1,bango-file,message.dat,11137
npcname,47,Chief Guard,1,bango-file,message.dat,11138
npcname,48,Chief Guard,1,bango-file,message.dat,11139
npcname,49,Chief Guard,1,bango-file,message.dat,11140
npcname,50,Chief Guard,1,bango-file,message.dat,11141
npcname,51,"Peddler, Woo-Jinwon",1,bango-file,message.dat,11142
npcname,52,Woman,1,bango-file,message.dat,11143
npcname,53,Woman,1,bango-file,message.dat,11144
npcname,54,Guard,1,bango-file,message.dat,11145
npcname,55,Guard,1,bango-file,message.dat,11146
npcname,56,Guard,1,bango-file,message.dat,11147
npcname,57,Guard,1,bango-file,message.dat,11148
npcname,58,Chief Guard,1,bango-file,message.dat,11149
npcname,59,"Archer's Armor Merchant, Gak-Roo",1,bango-file,message.dat,11150
npcname,60,"Knight's Armor Merchant, Dae-Gil",1,bango-file,message.dat,11151
npcname,61,"Archer's Armor Merchant, Bum-Ryuh",1,bango-file,message.dat,11152
npcname,62,"Weapon Merchant, Hyun-Yong",1,bango-file,message.dat,11153
npcname,63,"Armor Merchant, Nang-Wa",1,bango-file,message.dat,11154
npcname,64,Mistress Sa-Mowall,1,bango-file,message.dat,11155
npcname,65,"Merchant, Goo-Rook",1,bango-file,message.dat,11156
npcname,66,"Chief Guard, Nak-Yonghee",1,bango-file,message.dat,11157
npcname,67,"Person of Narootuh, Wal-Hee",1,bango-file,message.dat,11158
npcname,68,"Magician Merchant, Ma-Lip",1,bango-file,message.dat,11159
npcname,69,"Magical Stick Merchant, Na-Hwan",1,bango-file,message.dat,11160
npcname,70,"Magician Merchant, Go-Myung",1,bango-file,message.dat,11161
npcname,71,Storage Keeper [Dol-Sae],1,bango-file,message.dat,11162
npcname,72,Boatman [Gwang-Chun],1,bango-file,message.dat,11163
npcname,73,Chief Guard [Sea-Geun],1,bango-file,message.dat,11164
npcname,74,[Wa-Ryu],1,bango-file,message.dat,11165
npcname,75,Chief Guard [Mak-AnSoo],1,bango-file,message.dat,11166
npcname,76,General [Sae-Won],1,bango-file,message.dat,11167
npcname,77,[Nu-Rook],1,bango-file,message.dat,11168
npcname,78,Farmer [Ji-Hun],1,bango-file,message.dat,11169
npcname,79,Chief Guard [Joo-Jimin],1,bango-file,message.dat,11170
npcname,80,Farmer [Nu-Woong],1,bango-file,message.dat,11171
npcname,81,Miner [Gwee-Sik],1,bango-file,message.dat,11172
npcname,82,Farmer [Ha-Jik],1,bango-file,message.dat,11173
npcname,83,Guard [Won-Jung],1,bango-file,message.dat,11174
npcname,84,Woman [Yae-Jin],1,bango-file,message.dat,11175
npcname,85,Miner [Joo-Nong],1,bango-file,message.dat,11176
npcname,86,Guard [Yang-Do],1,bango-file,message.dat,11177
npcname,87,Woman [Ok-Jin],1,bango-file,message.dat,11178
npcname,88,[Yoo-An],1,bango-file,message.dat,11179
npcname,89,[Ja-Gan],1,bango-file,message.dat,11180
npcname,90,[Won-Ga],1,bango-file,message.dat,11181
npcname,91,Chief Guard [Guh-Sosun],1,bango-file,message.dat,11182
npcname,92,[Joong-Gwon],1,bango-file,message.dat,11183
npcname,93,[Chun-Sooin],1,bango-file,message.dat,11184
npcname,94,[Sae-Ryu],1,bango-file,message.dat,11185
npcname,95,General [In-Pill],1,bango-file,message.dat,11186
npcname,96,HyungJoo-SeungGong,1,bango-file,message.dat,11187
npcname,97,Master [Jin-Pyung],1,bango-file,message.dat,11188
npcname,98,Storage Keeper [Chung-E],1,bango-file,message.dat,11189
npcname,99,Storage Keeper [Dol-Sae],1,bango-file,message.dat,11190
npcname,100,Knight's Weapon Merchant [Mak-Sae],1,bango-file,message.dat,11191
npcname,101,Archer's Weapon Merchant [On-Jo],1,bango-file,message.dat,11192
npcname,102,Magician's Stick Merchant [Sung-Wonsoo],1,bango-file,message.dat,11193
npcname,103,Knight's Armor Merchant [Na-Rim],1,bango-file,message.dat,11194
npcname,104,Archer's Armor Merchant [Chung-Wal],1,bango-file,message.dat,11195
npcname,105,Magician Merchant [Won-Sang],1,bango-file,message.dat,11196
npcname,106,Knightage [Gwang-Ak],1,bango-file,message.dat,11197
npcname,107,Bow Master [Il-Rang],1,bango-file,message.dat,11198
npcname,108,Magic Master [Yae-Saryung],1,bango-file,message.dat,11199
npcname,109,Soldier at Fort of Geum-Ohee Castle [Jae-Ga],1,bango-file,message.dat,11200
npcname,110,Fort Guard,1,bango-file,message.dat,11201
npcname,111,Fort Guard,1,bango-file,message.dat,11202
npcname,112,Fort Guard,1,bango-file,message.dat,11203
npcname,113,Fort Guard,1,bango-file,message.dat,11204
npcname,114,Fort Guard,1,bango-file,message.dat,11205
npcname,115,Fort Guard,1,bango-file,message.dat,11206
npcname,116,Fort Guard,1,bango-file,message.dat,11207
npcname,117,Fort Guard,1,bango-file,message.dat,11208
npcname,118,Fort Guard,1,bango-file,message.dat,11209
npcname,119,Fort Guard,1,bango-file,message.dat,11210
npcname,120,Fort Guard,1,bango-file,message.dat,11211
npcname,121,Fort Guard,1,bango-file,message.dat,11212
npcname,122,Soldier from Troop of Jae-Ga,1,bango-file,message.dat,11213
npcname,123,Soldier from Troop of Jae-Ga,1,bango-file,message.dat,11214
npcname,124,Soldier from Troop of Jae-Ga,1,bango-file,message.dat,11215
npcname,125,Soldier from Troop of Jae-Ga,1,bango-file,message.dat,11216
npcname,126,Soldier from Troop of Jae-Ga,1,bango-file,message.dat,11217
npcname,127,Soldier from Troop of Jae-Ga,1,bango-file,message.dat,11218
npcname,128,Scout Soldier from Troop of Jae-Ga,1,bango-file,message.dat,11219
npcname,129,Scout Soldier from Troop of Jae-Ga,1,bango-file,message.dat,11220
npcname,130,Scout Soldier from Troop of Jae-Ga,1,bango-file,message.dat,11221
npcname,131,Scout Soldier from Troop of Jae-Ga,1,bango-file,message.dat,11222
npcname,132,Scout Soldier from Troop of Jae-Ga,1,bango-file,message.dat,11223
npcname,133,Scout Soldier from Troop of Jae-Ga,1,bango-file,message.dat,11224
npcname,134,Right-side Soldier from Troop of Jae-Ga,1,bango-file,message.dat,11225
npcname,135,Right-side Soldier from Troop of Jae-Ga,1,bango-file,message.dat,11226
npcname,136,Right-side Soldier from Troop of Jae-Ga,1,bango-file,message.dat,11227
npcname,137,Merchant [Wal-Ha],1,bango-file,message.dat,11228
npcname,138,Tomb Keeper [Goo-Ryung],1,bango-file,message.dat,11229
npcname,139,Apprentice Knightage [Gang-Ryung],1,bango-file,message.dat,11230
npcname,140,Apprentice Bow Master [Gi-Wal],1,bango-file,message.dat,11231
npcname,141,Literary Magic Master [Sae-Hwon],1,bango-file,message.dat,11232
npcname,142,Statue of Black Crow in Narootuh,1,bango-file,message.dat,11233
npcname,143,Statue of Black Crow in Jook-Suh Cargo Station,1,bango-file,message.dat,11234
npcname,144,Statue of Black Crow in Geum-Oh Mine,1,bango-file,message.dat,11235
npcname,145,Statue of Black Crow in the Pub of the Giant Bird,1,bango-file,message.dat,11236
npcname,146,Statue of Black Crow in Temporary Fort of Geum-Ohee Castle,1,bango-file,message.dat,11237
npcname,147,Storage Keeper [Mook-Hee],1,bango-file,message.dat,11238
npcname,148,Storage Keeper [Suk-Min],1,bango-file,message.dat,11239
npcname,149,Storage Keeper [Choon-Jae],1,bango-file,message.dat,11240
npcname,150,Chrysanthemum Wine Artisan,1,bango-file,message.dat,11241
npcname,151,Chinese Bellflower Wine Artisan,1,bango-file,message.dat,11242
npcname,152,Lance Asiabell Wine Artisan,1,bango-file,message.dat,11243
npcname,153,Dandelion Wine Artisan,1,bango-file,message.dat,11244
npcname,154,Peony Wine Artisan,1,bango-file,message.dat,11245
npcname,155,Mother of Moon-Hee,1,bango-file,message.dat,11246
npcname,156,Ghost of [Moon-Hee],1,bango-file,message.dat,11247
npcname,157,Fort Guard [Heung-Pae],1,bango-file,message.dat,11248
npcname,158,Chief Guard [Duk-Yoon],1,bango-file,message.dat,11249
npcname,159,Fort Guard [Soo-Go],1,bango-file,message.dat,11250
npcname,160,Fort Guard [Dan-Bok],1,bango-file,message.dat,11251
npcname,161,Fort Guard [Ga-Gi],1,bango-file,message.dat,11252
npcname,162,Fort Guard [Soo-Sung],1,bango-file,message.dat,11253
npcname,163,Soldier from Troop of Jae-Ga [Yoo-Sang],1,bango-file,message.dat,11254
npcname,164,Soldier from Troop of Jae-Ga [Lim-Gang],1,bango-file,message.dat,11255
npcname,166,Hyun-Choong,1,bango-file,message.dat,11259
npcname,167,Jin-Haeryang,1,bango-file,message.dat,11260
npcname,168,Farmer Who Lost His Farmland,1,bango-file,message.dat,11261
npcname,169,Smith Who Lost His Family,1,bango-file,message.dat,11262
npcname,170,Parents Who Lost Their Son,1,bango-file,message.dat,11263
npcname,171,Fishing Grounds Keeper,1,bango-file,message.dat,11264
npcname,172,Fishing Grounds Keeper,1,bango-file,message.dat,11265
npcname,173,Fishing Grounds Keeper,1,bango-file,message.dat,11266
npcname,174,Fishing Grounds Keeper,1,bango-file,message.dat,11267
npcname,175,Mistress,1,bango-file,message.dat,11268
npcname,176,Mistress,1,bango-file,message.dat,11269
npcname,177,Mistress,1,bango-file,message.dat,11270
npcname,178,Mistress,1,bango-file,message.dat,11271
npcname,179,Master of Paper-Rock-Scissors,1,bango-file,message.dat,11272
npcname,183,Statue of Black Crow in Forest,1,bango-file,message.dat,11278
npcname,184,To-Woo,1,bango-file,message.dat,11279
npcname,185,Hyun-Woong,1,bango-file,message.dat,11280
npcname,186,Takes Care of Ancient Animals by [Chang],1,bango-file,message.dat,11281
npcname,187,Recommendation NPC,1,bango-file,message.dat,11284
npcname,191,Red Flag's Leader [Gee-Jung],1,bango-file,message.dat,11289
npcname,192,[Hong-Jun],1,bango-file,message.dat,11290
npcname,193,[Ha-Woogo],1,bango-file,message.dat,11291
npcname,194,[Ma-Yong],1,bango-file,message.dat,11292
npcname,195,Mask of Ghost Hunter [Woo-Joong],1,bango-file,message.dat,11293
npcname,196,Mask of Ghost Hunter [Joa-Ill],1,bango-file,message.dat,11294
npcname,197,Mask of Ghost Hunter [Geun-Pyung],1,bango-file,message.dat,11295
npcname,198,Mask of Ghost Hunter [Dan-Joong],1,bango-file,message.dat,11296
npcname,199,Mask of Ghost Hunter [Choi-Choong],1,bango-file,message.dat,11297
npcname,200,One Who is Looking for the Masks,1,bango-file,message.dat,11300
npcname,201,One Who is Looking for the Masks,1,bango-file,message.dat,11301
npcname,202,One Who is Looking for the Masks,1,bango-file,message.dat,11302
npcname,203,Doggebi Who Wants To Be a Friend with Humans,1,bango-file,message.dat,11304
npcname,204,Doll Craftsman [Gill-Jun],1,bango-file,message.dat,11305
npcname,205,Prophet,1,bango-file,message.dat,11306
npcname,206,[Seoung-Gill],1,bango-file,message.dat,11307
npcname,207,[Ma-Gill],1,bango-file,message.dat,11308
npcname,208,[Hee-Ryu],1,bango-file,message.dat,11309
npcname,209,[Hak-Goo],1,bango-file,message.dat,11310
npcname,210,Executive,1,bango-file,message.dat,11311
npcname,211,Master of Paper-Rock-Scissors,1,bango-file,message.dat,11313
npcname,212,Assassin List,1,bango-file,message.dat,11315
npcname,213,Mask Merchant,1,bango-file,message.dat,11316
npcname,214,Ji-Joo,1,bango-file,message.dat,11317
npcname,215,Geum-Oh Castle's Statue of Crow,1,bango-file,message.dat,11318
npcname,216,Geum-Oh Castle Keeper,1,bango-file,message.dat,11319
npcname,217,Gate Keeper,1,bango-file,message.dat,11320
npcname,218,Gate Keeper,1,bango-file,message.dat,11321
npcname,219,Assassin List,1,bango-file,message.dat,11322
npcname,220,Assassin List,1,bango-file,message.dat,11323
npcname,221,Assassin List,1,bango-file,message.dat,11324
npcname,222,Assassin List,1,bango-file,message.dat,11325
npcname,223,Gate Keeper,1,bango-file,message.dat,11326
npcname,224,Gate Keeper,1,bango-file,message.dat,11327
npcname,225,Gate Keeper,1,bango-file,message.dat,11328
npcname,226,Gate Keeper,1,bango-file,message.dat,11329
npcname,227,Gate Keeper,1,bango-file,message.dat,11330
npcname,228,Gate Keeper,1,bango-file,message.dat,11331
npcname,229,Gate Keeper,1,bango-file,message.dat,11332
npcname,230,Gate Keeper,1,bango-file,message.dat,11333
npcname,231,Geum-Oh Castle Gate Keeper,1,bango-file,message.dat,11334
npcname,232,Geum-Oh Castle Gate Keeper,1,bango-file,message.dat,11335
npcname,233,Geum-Oh Castle Gate Keeper,1,bango-file,message.dat,11336
npcname,234,Geum-Oh Castle Gate Keeper,1,bango-file,message.dat,11337
npcname,235,Geum-Oh Castle Gate Keeper,1,bango-file,message.dat,11338
npcname,236,Geum-Oh Castle Gate Keeper,1,bango-file,message.dat,11339
npcname,237,Geum-Oh Castle Gate Keeper,1,bango-file,message.dat,11340
npcname,238,Geum-Oh Castle Gate Keeper,1,bango-file,message.dat,11341
npcname,239,Geum-Oh Castle Gate Keeper,1,bango-file,message.dat,11342
npcname,240,Geum-Oh Castle Gate Keeper,1,bango-file,message.dat,11343
npcname,241,Ascetic,1,bango-file,message.dat,11344
npcname,242,Ascetic,1,bango-file,message.dat,11345
npcname,243,Ascetic,1,bango-file,message.dat,11346
npcname,244,Ascetic,1,bango-file,message.dat,11347
npcname,245,Ascetic,1,bango-file,message.dat,11348
npcname,246,Ascetic,1,bango-file,message.dat,11349
npcname,247,Food Merchant,1,bango-file,message.dat,11350
npcname,248,Food Merchant,1,bango-file,message.dat,11351
npcname,249,Food Merchant,1,bango-file,message.dat,11352
npcname,250,Food Merchant,1,bango-file,message.dat,11353
npcname,251,Food Merchant,1,bango-file,message.dat,11354
npcname,252,Limper,1,bango-file,message.dat,11355
npcname,253,Blind Man,1,bango-file,message.dat,11356
npcname,254,Coward,1,bango-file,message.dat,11357
npcname,255,Hunchback,1,bango-file,message.dat,11358
npcname,256,Deaf Man,1,bango-file,message.dat,11359
npcname,257,One-armed Man,1,bango-file,message.dat,11360
npcname,258,Manager,1,bango-file,message.dat,11361
npcname,259,[Ja-Sang],1,bango-file,message.dat,11362
npcname,260,Tomb Keeper [Gang-Man],1,bango-file,message.dat,11363
npcname,261,Agent,1,bango-file,message.dat,11364
npcname,262,Chemist of Speed-up Medicine,1,bango-file,message.dat,11365
npcname,263,Chemist of Speed-up Medicine,1,bango-file,message.dat,11366
npcname,264,Chemist of Speed-up Medicine,1,bango-file,message.dat,11367
npcname,265,Manager of Occupied Area,1,bango-file,message.dat,11369
npcname,266,Doggebi Master,1,bango-file,message.dat,11371
npcname,267,Master of Vagabond Swordman [Moo-Geukhyun],1,bango-file,message.dat,11372
npcname,268,Master of Commander [Chiwoo-Yangmook],1,bango-file,message.dat,11373
npcname,269,Master of Expert Archer [Jae-Bae],1,bango-file,message.dat,11374
npcname,270,Master of Imperial Commander [Chiwoo-Jichun],1,bango-file,message.dat,11375
npcname,271,Master of Hermit [Won-Tan],1,bango-file,message.dat,11376
npcname,272,Master of Chairperson of Joong-Bang [Mang-Sunjae],1,bango-file,message.dat,11377
npcname,273,Skill Point Manager NPC,1,bango-file,message.dat,11378
npcname,274,Statue of Black Crow of East Gate,1,bango-file,message.dat,11380
npcname,275,Statue of Black Crow of West Gate,1,bango-file,message.dat,11381
npcname,276,Statue of Black Crow in City of Priest,1,bango-file,message.dat,11382
npcname,277,Mistress,1,bango-file,message.dat,11384
npcname,278,"Merchant, [Baek-Yak]",1,bango-file,message.dat,11386
npcname,279,Food Merchant,1,bango-file,message.dat,11388
npcname,280,Mask Merchant,1,bango-file,message.dat,11389
npcname,281,"Knight's Weapon Merchant, [Go-Soon]",1,bango-file,message.dat,11391
npcname,282,"Archer's Weapon Merchant, [Gong-Jung]",1,bango-file,message.dat,11392
npcname,283,"Magician's Weapon Merchant, [Gong-Ryuh]",1,bango-file,message.dat,11393
npcname,284,"Knight's Armor Merchant, [Go-Ohng]",1,bango-file,message.dat,11394
npcname,285,"Archer's  Armor Merchant, [Ja-Gyung]",1,bango-file,message.dat,11395
npcname,286,"Magician's Armor Merchant, [Moon-Hwa]",1,bango-file,message.dat,11396
npcname,287,Priest [Ahn-Hyunsoo],1,bango-file,message.dat,11398
npcname,288,High priest [Sur-An],1,bango-file,message.dat,11402
npcname,289,Religious Officer,1,bango-file,message.dat,11405
npcname,290,Religious Officer,1,bango-file,message.dat,11406
npcname,291,Religious Officer,1,bango-file,message.dat,11407
npcname,292,Religious Officer,1,bango-file,message.dat,11408
npcname,293,Master of General[Sur-Pil],1,bango-file,message.dat,11412
npcname,294,Master of G.Sword[Im-Bee],1,bango-file,message.dat,11413
npcname,295,Master of I.General[Don-Joong],1,bango-file,message.dat,11414
npcname,296,Master of G.Bow[Bong-Hack],1,bango-file,message.dat,11415
npcname,297,Master of M.Adviser[Bong-Yo],1,bango-file,message.dat,11416
npcname,298,Master of Ascetic[Bool-Lo],1,bango-file,message.dat,11417
npcname,299,Dark Shadow Master [Duk sung],1,bango-file,message.dat,11426
npcname,300,Unearthly Ghost Master [Dea gon],1,bango-file,message.dat,11427
npcname,301,Fishing Grounds Keeper,1,bango-file,message.dat,11429
npcname,302,Fishing Grounds Keeper,1,bango-file,message.dat,11430
npcname,303,Fishing Grounds Keeper,1,bango-file,message.dat,11431
npcname,304,Fishing Grounds Keeper,1,bango-file,message.dat,11432
npcname,305,Fishing Grounds Keeper,1,bango-file,message.dat,11433
npcname,306,Fishing Grounds Keeper,1,bango-file,message.dat,11434
npcname,307,Religious Officer,1,bango-file,message.dat,11436
npcname,308,Religious Officer,1,bango-file,message.dat,11437
npcname,309,Religious Officer,1,bango-file,message.dat,11438
npcname,310,Religious Officer,1,bango-file,message.dat,11439
npcname,311,Religious Officer,1,bango-file,message.dat,11440
npcname,312,Religious Officer,1,bango-file,message.dat,11441
npcname,313,Religious Officer,1,bango-file,message.dat,11442
npcname,314,Religious Officer,1,bango-file,message.dat,11443
npcname,315,Religious Officer,1,bango-file,message.dat,11444
npcname,316,Religious Officer,1,bango-file,message.dat,11445
npcname,317,Religious Officer,1,bango-file,message.dat,11446
npcname,318,Guard,1,bango-file,message.dat,11448
npcname,319,Guard,1,bango-file,message.dat,11449
npcname,320,Guard,1,bango-file,message.dat,11450
npcname,321,Guard,1,bango-file,message.dat,11451
npcname,322,Guard,1,bango-file,message.dat,11452
npcname,323,Guard,1,bango-file,message.dat,11453
npcname,324,Guard,1,bango-file,message.dat,11454
npcname,325,Guard,1,bango-file,message.dat,11455
npcname,326,Guard,1,bango-file,message.dat,11456
npcname,327,Guard,1,bango-file,message.dat,11457
npcname,328,Guard,1,bango-file,message.dat,11458
npcname,329,Guard,1,bango-file,message.dat,11459
npcname,330,Guard,1,bango-file,message.dat,11460
npcname,331,Guard,1,bango-file,message.dat,11461
npcname,332,Guard,1,bango-file,message.dat,11462
npcname,333,Guard,1,bango-file,message.dat,11463
npcname,334,Guard,1,bango-file,message.dat,11464
npcname,335,Guard,1,bango-file,message.dat,11465
npcname,336,Low-Ranking Religious Officer,1,bango-file,message.dat,11467
npcname,337,Low-Ranking Religious Officer,1,bango-file,message.dat,11468
npcname,338,Low-Ranking Religious Officer,1,bango-file,message.dat,11469
npcname,339,Low-Ranking Religious Officer,1,bango-file,message.dat,11470
npcname,340,Fishing Grounds Keeper,1,bango-file,message.dat,11472
npcname,341,Storage Keeper [Jin-Hee],1,bango-file,message.dat,11473
npcname,342,Chemist of Speed-up Medicine,1,bango-file,message.dat,11474
npcname,343,Low-Ranking Religious Officer,1,bango-file,message.dat,11476
npcname,344,Low-Ranking Religious Officer,1,bango-file,message.dat,11477
npcname,345,Low-Ranking Religious Officer,1,bango-file,message.dat,11478
npcname,346,Low-Ranking Religious Officer,1,bango-file,message.dat,11479
npcname,347,Low-Ranking Religious Officer,1,bango-file,message.dat,11480
npcname,348,Low-Ranking Religious Officer,1,bango-file,message.dat,11481
npcname,349,Low-Ranking Religious Officer,1,bango-file,message.dat,11482
npcname,350,Low-Ranking Religious Officer,1,bango-file,message.dat,11483
npcname,351,Low-Ranking Religious Officer,1,bango-file,message.dat,11484
npcname,352,Low-Ranking Religious Officer,1,bango-file,message.dat,11485
npcname,353,Low-Ranking Religious Officer,1,bango-file,message.dat,11486
npcname,354,Low-Ranking Religious Officer,1,bango-file,message.dat,11487
npcname,355,Ascetic,1,bango-file,message.dat,11489
npcname,356,Master of Vagabond Swordman [Chiwoo-Giryung],1,bango-file,message.dat,11491
npcname,357,Master of Commander [Chiwoo-Jomoo],1,bango-file,message.dat,11492
npcname,358,Master of Expert Archer [Dan-Gyu],1,bango-file,message.dat,11493
npcname,359,Master of Imperial Commander [Sa-Chan],1,bango-file,message.dat,11494
npcname,360,Master of Hermit [Baek-Myo],1,bango-file,message.dat,11495
npcname,361,Master of Chairperson of Joong-Bang [Doo-Yae],1,bango-file,message.dat,11496
npcname,362,Assassin List,1,bango-file,message.dat,11498
npcname,363,Agent,1,bango-file,message.dat,11499
npcname,364,Prophet,1,bango-file,message.dat,11500
npcname,365,Prophet,1,bango-file,message.dat,11501
npcname,366,Prophet,1,bango-file,message.dat,11502
npcname,367,Prophet,1,bango-file,message.dat,11503
npcname,368,Flag Manager,1,bango-file,message.dat,11504
npcname,369,Village Elder,1,bango-file,message.dat,11505
npcname,370,Village Elder,1,bango-file,message.dat,11506
npcname,371,Village Elder,1,bango-file,message.dat,11507
npcname,372,BlackSmith,1,bango-file,message.dat,11508
npcname,373,BlackSmith,1,bango-file,message.dat,11509
npcname,374,Fifth Stone Monument,1,bango-file,message.dat,11511
npcname,375,Sixth Stone Monument,1,bango-file,message.dat,11512
npcname,376,Seventh Stone Monument,1,bango-file,message.dat,11513
npcname,377,Eighth Stone Monument,1,bango-file,message.dat,11514
npcname,378,First Stone Monument,1,bango-file,message.dat,11515
npcname,379,Second Stone Monument,1,bango-file,message.dat,11516
npcname,380,Third Stone Monument,1,bango-file,message.dat,11517
npcname,381,Forth Stone Monument,1,bango-file,message.dat,11518
npcname,382,Name Manager,1,bango-file,message.dat,11519
npcname,383,Throne,1,bango-file,message.dat,11520
npcname,389,Statue of Black Crow in Doggebi Tower,1,bango-file,message.dat,11528
npcname,390,Master of Dice,1,bango-file,message.dat,11529
