pre_azon,pre_name,pre_rev,pre_grd,bango_level,bango_sell,bango_stats_json,bango_record_json,provenance,source_file,source_line
2013,<unresolved prefixname:2013>,,,0,1,"[[""int"",""2""]]","[""prefix"",[""index"",""2013""],[""level"",""0""],[""sell"",""1""],[""int"",""2""]]",bango-file,prefix.dat,450
2014,<unresolved prefixname:2014>,,,0,1,"[[""int"",""2""]]","[""prefix"",[""index"",""2014""],[""level"",""0""],[""sell"",""1""],[""int"",""2""]]",bango-file,prefix.dat,451
2015,<unresolved prefixname:2015>,,,0,1,"[[""int"",""2""]]","[""prefix"",[""index"",""2015""],[""level"",""0""],[""sell"",""1""],[""int"",""2""]]",bango-file,prefix.dat,452
2021,<unresolved prefixname:2021>,,,0,1,"[[""int"",""1""]]","[""prefix"",[""index"",""2021""],[""level"",""0""],[""sell"",""1""],[""int"",""1""]]",bango-file,prefix.dat,454
2022,<unresolved prefixname:2022>,,,0,1,"[[""int"",""1""]]","[""prefix"",[""index"",""2022""],[""level"",""0""],[""sell"",""1""],[""int"",""1""]]",bango-file,prefix.dat,455
2023,<unresolved prefixname:2023>,,,0,1,"[[""int"",""1""]]","[""prefix"",[""index"",""2023""],[""level"",""0""],[""sell"",""1""],[""int"",""1""]]",bango-file,prefix.dat,456
2024,<unresolved prefixname:2024>,,,0,1,"[[""int"",""1""]]","[""prefix"",[""index"",""2024""],[""level"",""0""],[""sell"",""1""],[""int"",""1""]]",bango-file,prefix.dat,457
2025,<unresolved prefixname:2025>,,,0,1,"[[""int"",""1""]]","[""prefix"",[""index"",""2025""],[""level"",""0""],[""sell"",""1""],[""int"",""1""]]",bango-file,prefix.dat,458
2026,<unresolved prefixname:2026>,,,0,1,"[[""int"",""2""]]","[""prefix"",[""index"",""2026""],[""level"",""0""],[""sell"",""1""],[""int"",""2""]]",bango-file,prefix.dat,459
2027,<unresolved prefixname:2027>,,,0,1,"[[""int"",""2""]]","[""prefix"",[""index"",""2027""],[""level"",""0""],[""sell"",""1""],[""int"",""2""]]",bango-file,prefix.dat,460
2028,<unresolved prefixname:2028>,,,0,1,"[[""int"",""2""]]","[""prefix"",[""index"",""2028""],[""level"",""0""],[""sell"",""1""],[""int"",""2""]]",bango-file,prefix.dat,461
2029,<unresolved prefixname:2029>,,,0,1,"[[""int"",""2""]]","[""prefix"",[""index"",""2029""],[""level"",""0""],[""sell"",""1""],[""int"",""2""]]",bango-file,prefix.dat,462
2030,<unresolved prefixname:2030>,,,0,1,"[[""int"",""3""]]","[""prefix"",[""index"",""2030""],[""level"",""0""],[""sell"",""1""],[""int"",""3""]]",bango-file,prefix.dat,463
2031,<unresolved prefixname:2031>,,,0,1,"[[""int"",""3""]]","[""prefix"",[""index"",""2031""],[""level"",""0""],[""sell"",""1""],[""int"",""3""]]",bango-file,prefix.dat,464
2032,<unresolved prefixname:2032>,,,0,1,"[[""int"",""3""]]","[""prefix"",[""index"",""2032""],[""level"",""0""],[""sell"",""1""],[""int"",""3""]]",bango-file,prefix.dat,465
2033,<unresolved prefixname:2033>,,,0,1,"[[""int"",""3""]]","[""prefix"",[""index"",""2033""],[""level"",""0""],[""sell"",""1""],[""int"",""3""]]",bango-file,prefix.dat,466
2034,<unresolved prefixname:2034>,,,0,1,"[[""int"",""4""]]","[""prefix"",[""index"",""2034""],[""level"",""0""],[""sell"",""1""],[""int"",""4""]]",bango-file,prefix.dat,467
2035,<unresolved prefixname:2035>,,,0,1,"[[""int"",""4""]]","[""prefix"",[""index"",""2035""],[""level"",""0""],[""sell"",""1""],[""int"",""4""]]",bango-file,prefix.dat,468
2041,<unresolved prefixname:2041>,,,0,1,"[[""int"",""1""]]","[""prefix"",[""index"",""2041""],[""level"",""0""],[""sell"",""1""],[""int"",""1""]]",bango-file,prefix.dat,471
2042,<unresolved prefixname:2042>,,,0,1,"[[""int"",""1""]]","[""prefix"",[""index"",""2042""],[""level"",""0""],[""sell"",""1""],[""int"",""1""]]",bango-file,prefix.dat,472
2043,<unresolved prefixname:2043>,,,0,1,"[[""int"",""2""]]","[""prefix"",[""index"",""2043""],[""level"",""0""],[""sell"",""1""],[""int"",""2""]]",bango-file,prefix.dat,473
2044,<unresolved prefixname:2044>,,,0,1,"[[""int"",""2""]]","[""prefix"",[""index"",""2044""],[""level"",""0""],[""sell"",""1""],[""int"",""2""]]",bango-file,prefix.dat,474
2045,<unresolved prefixname:2045>,,,0,1,"[[""int"",""2""]]","[""prefix"",[""index"",""2045""],[""level"",""0""],[""sell"",""1""],[""int"",""2""]]",bango-file,prefix.dat,475
2046,<unresolved prefixname:2046>,,,0,1,"[[""int"",""3""]]","[""prefix"",[""index"",""2046""],[""level"",""0""],[""sell"",""1""],[""int"",""3""]]",bango-file,prefix.dat,476
2047,<unresolved prefixname:2047>,,,0,1,"[[""int"",""3""]]","[""prefix"",[""index"",""2047""],[""level"",""0""],[""sell"",""1""],[""int"",""3""]]",bango-file,prefix.dat,477
2048,<unresolved prefixname:2048>,,,0,1,"[[""int"",""4""]]","[""prefix"",[""index"",""2048""],[""level"",""0""],[""sell"",""1""],[""int"",""4""]]",bango-file,prefix.dat,478
2049,<unresolved prefixname:2049>,,,0,1,"[[""int"",""4""]]","[""prefix"",[""index"",""2049""],[""level"",""0""],[""sell"",""1""],[""int"",""4""]]",bango-file,prefix.dat,479
2050,<unresolved prefixname:2050>,,,0,1,"[[""int"",""5""]]","[""prefix"",[""index"",""2050""],[""level"",""0""],[""sell"",""1""],[""int"",""5""]]",bango-file,prefix.dat,480
2051,<unresolved prefixname:2051>,,,0,1,"[[""int"",""5""]]","[""prefix"",[""index"",""2051""],[""level"",""0""],[""sell"",""1""],[""int"",""5""]]",bango-file,prefix.dat,481
2052,<unresolved prefixname:2052>,,,0,1,"[[""int"",""6""]]","[""prefix"",[""index"",""2052""],[""level"",""0""],[""sell"",""1""],[""int"",""6""]]",bango-file,prefix.dat,482
2053,<unresolved prefixname:2053>,,,0,1,"[[""int"",""6""]]","[""prefix"",[""index"",""2053""],[""level"",""0""],[""sell"",""1""],[""int"",""6""]]",bango-file,prefix.dat,483
2054,<unresolved prefixname:2054>,,,0,1,"[[""int"",""7""]]","[""prefix"",[""index"",""2054""],[""level"",""0""],[""sell"",""1""],[""int"",""7""]]",bango-file,prefix.dat,484
2055,<unresolved prefixname:2055>,,,0,1,"[[""int"",""7""]]","[""prefix"",[""index"",""2055""],[""level"",""0""],[""sell"",""1""],[""int"",""7""]]",bango-file,prefix.dat,485
2201,<unresolved prefixname:2201>,,,0,1,"[[""wis"",""1""]]","[""prefix"",[""index"",""2201""],[""level"",""0""],[""sell"",""1""],[""wis"",""1""]]",bango-file,prefix.dat,489
2202,<unresolved prefixname:2202>,,,0,1,"[[""wis"",""1""]]","[""prefix"",[""index"",""2202""],[""level"",""0""],[""sell"",""1""],[""wis"",""1""]]",bango-file,prefix.dat,490
2203,<unresolved prefixname:2203>,,,0,1,"[[""wis"",""1""]]","[""prefix"",[""index"",""2203""],[""level"",""0""],[""sell"",""1""],[""wis"",""1""]]",bango-file,prefix.dat,491
2204,<unresolved prefixname:2204>,,,0,1,"[[""wis"",""1""]]","[""prefix"",[""index"",""2204""],[""level"",""0""],[""sell"",""1""],[""wis"",""1""]]",bango-file,prefix.dat,492
2205,<unresolved prefixname:2205>,,,0,1,"[[""wis"",""1""]]","[""prefix"",[""index"",""2205""],[""level"",""0""],[""sell"",""1""],[""wis"",""1""]]",bango-file,prefix.dat,493
2206,<unresolved prefixname:2206>,,,0,1,"[[""wis"",""1""]]","[""prefix"",[""index"",""2206""],[""level"",""0""],[""sell"",""1""],[""wis"",""1""]]",bango-file,prefix.dat,494
2207,<unresolved prefixname:2207>,,,0,1,"[[""wis"",""1""]]","[""prefix"",[""index"",""2207""],[""level"",""0""],[""sell"",""1""],[""wis"",""1""]]",bango-file,prefix.dat,495
2208,<unresolved prefixname:2208>,,,0,1,"[[""wis"",""1""]]","[""prefix"",[""index"",""2208""],[""level"",""0""],[""sell"",""1""],[""wis"",""1""]]",bango-file,prefix.dat,496
2209,<unresolved prefixname:2209>,,,0,1,"[[""wis"",""1""]]","[""prefix"",[""index"",""2209""],[""level"",""0""],[""sell"",""1""],[""wis"",""1""]]",bango-file,prefix.dat,497
2210,<unresolved prefixname:2210>,,,0,1,"[[""wis"",""2""]]","[""prefix"",[""index"",""2210""],[""level"",""0""],[""sell"",""1""],[""wis"",""2""]]",bango-file,prefix.dat,498
2211,<unresolved prefixname:2211>,,,0,1,"[[""wis"",""2""]]","[""prefix"",[""index"",""2211""],[""level"",""0""],[""sell"",""1""],[""wis"",""2""]]",bango-file,prefix.dat,499
2212,<unresolved prefixname:2212>,,,0,1,"[[""wis"",""2""]]","[""prefix"",[""index"",""2212""],[""level"",""0""],[""sell"",""1""],[""wis"",""2""]]",bango-file,prefix.dat,500
2213,<unresolved prefixname:2213>,,,0,1,"[[""wis"",""2""]]","[""prefix"",[""index"",""2213""],[""level"",""0""],[""sell"",""1""],[""wis"",""2""]]",bango-file,prefix.dat,501
2214,<unresolved prefixname:2214>,,,0,1,"[[""wis"",""2""]]","[""prefix"",[""index"",""2214""],[""level"",""0""],[""sell"",""1""],[""wis"",""2""]]",bango-file,prefix.dat,502
2215,<unresolved prefixname:2215>,,,0,1,"[[""wis"",""2""]]","[""prefix"",[""index"",""2215""],[""level"",""0""],[""sell"",""1""],[""wis"",""2""]]",bango-file,prefix.dat,503
2221,<unresolved prefixname:2221>,,,0,1,"[[""wis"",""1""]]","[""prefix"",[""index"",""2221""],[""level"",""0""],[""sell"",""1""],[""wis"",""1""]]",bango-file,prefix.dat,505
2222,<unresolved prefixname:2222>,,,0,1,"[[""wis"",""1""]]","[""prefix"",[""index"",""2222""],[""level"",""0""],[""sell"",""1""],[""wis"",""1""]]",bango-file,prefix.dat,506
2223,<unresolved prefixname:2223>,,,0,1,"[[""wis"",""1""]]","[""prefix"",[""index"",""2223""],[""level"",""0""],[""sell"",""1""],[""wis"",""1""]]",bango-file,prefix.dat,507
2224,<unresolved prefixname:2224>,,,0,1,"[[""wis"",""1""]]","[""prefix"",[""index"",""2224""],[""level"",""0""],[""sell"",""1""],[""wis"",""1""]]",bango-file,prefix.dat,508
2225,<unresolved prefixname:2225>,,,0,1,"[[""wis"",""1""]]","[""prefix"",[""index"",""2225""],[""level"",""0""],[""sell"",""1""],[""wis"",""1""]]",bango-file,prefix.dat,509
2226,<unresolved prefixname:2226>,,,0,1,"[[""wis"",""2""]]","[""prefix"",[""index"",""2226""],[""level"",""0""],[""sell"",""1""],[""wis"",""2""]]",bango-file,prefix.dat,510
2227,<unresolved prefixname:2227>,,,0,1,"[[""wis"",""2""]]","[""prefix"",[""index"",""2227""],[""level"",""0""],[""sell"",""1""],[""wis"",""2""]]",bango-file,prefix.dat,511
2228,<unresolved prefixname:2228>,,,0,1,"[[""wis"",""2""]]","[""prefix"",[""index"",""2228""],[""level"",""0""],[""sell"",""1""],[""wis"",""2""]]",bango-file,prefix.dat,512
2229,<unresolved prefixname:2229>,,,0,1,"[[""wis"",""2""]]","[""prefix"",[""index"",""2229""],[""level"",""0""],[""sell"",""1""],[""wis"",""2""]]",bango-file,prefix.dat,513
2230,<unresolved prefixname:2230>,,,0,1,"[[""wis"",""3""]]","[""prefix"",[""index"",""2230""],[""level"",""0""],[""sell"",""1""],[""wis"",""3""]]",bango-file,prefix.dat,514
2231,<unresolved prefixname:2231>,,,0,1,"[[""wis"",""3""]]","[""prefix"",[""index"",""2231""],[""level"",""0""],[""sell"",""1""],[""wis"",""3""]]",bango-file,prefix.dat,515
2232,<unresolved prefixname:2232>,,,0,1,"[[""wis"",""3""]]","[""prefix"",[""index"",""2232""],[""level"",""0""],[""sell"",""1""],[""wis"",""3""]]",bango-file,prefix.dat,516
2233,<unresolved prefixname:2233>,,,0,1,"[[""wis"",""3""]]","[""prefix"",[""index"",""2233""],[""level"",""0""],[""sell"",""1""],[""wis"",""3""]]",bango-file,prefix.dat,517
2234,<unresolved prefixname:2234>,,,0,1,"[[""wis"",""4""]]","[""prefix"",[""index"",""2234""],[""level"",""0""],[""sell"",""1""],[""wis"",""4""]]",bango-file,prefix.dat,518
2235,<unresolved prefixname:2235>,,,0,1,"[[""wis"",""4""]]","[""prefix"",[""index"",""2235""],[""level"",""0""],[""sell"",""1""],[""wis"",""4""]]",bango-file,prefix.dat,519
2241,<unresolved prefixname:2241>,,,0,1,"[[""wis"",""1""]]","[""prefix"",[""index"",""2241""],[""level"",""0""],[""sell"",""1""],[""wis"",""1""]]",bango-file,prefix.dat,521
2242,<unresolved prefixname:2242>,,,0,1,"[[""wis"",""1""]]","[""prefix"",[""index"",""2242""],[""level"",""0""],[""sell"",""1""],[""wis"",""1""]]",bango-file,prefix.dat,522
2243,<unresolved prefixname:2243>,,,0,1,"[[""wis"",""2""]]","[""prefix"",[""index"",""2243""],[""level"",""0""],[""sell"",""1""],[""wis"",""2""]]",bango-file,prefix.dat,523
2244,<unresolved prefixname:2244>,,,0,1,"[[""wis"",""2""]]","[""prefix"",[""index"",""2244""],[""level"",""0""],[""sell"",""1""],[""wis"",""2""]]",bango-file,prefix.dat,524
2245,<unresolved prefixname:2245>,,,0,1,"[[""wis"",""2""]]","[""prefix"",[""index"",""2245""],[""level"",""0""],[""sell"",""1""],[""wis"",""2""]]",bango-file,prefix.dat,525
2246,<unresolved prefixname:2246>,,,0,1,"[[""wis"",""3""]]","[""prefix"",[""index"",""2246""],[""level"",""0""],[""sell"",""1""],[""wis"",""3""]]",bango-file,prefix.dat,526
2247,<unresolved prefixname:2247>,,,0,1,"[[""wis"",""3""]]","[""prefix"",[""index"",""2247""],[""level"",""0""],[""sell"",""1""],[""wis"",""3""]]",bango-file,prefix.dat,527
2248,<unresolved prefixname:2248>,,,0,1,"[[""wis"",""4""]]","[""prefix"",[""index"",""2248""],[""level"",""0""],[""sell"",""1""],[""wis"",""4""]]",bango-file,prefix.dat,528
2249,<unresolved prefixname:2249>,,,0,1,"[[""wis"",""4""]]","[""prefix"",[""index"",""2249""],[""level"",""0""],[""sell"",""1""],[""wis"",""4""]]",bango-file,prefix.dat,529
2250,<unresolved prefixname:2250>,,,0,1,"[[""wis"",""5""]]","[""prefix"",[""index"",""2250""],[""level"",""0""],[""sell"",""1""],[""wis"",""5""]]",bango-file,prefix.dat,530
2251,<unresolved prefixname:2251>,,,0,1,"[[""wis"",""5""]]","[""prefix"",[""index"",""2251""],[""level"",""0""],[""sell"",""1""],[""wis"",""5""]]",bango-file,prefix.dat,531
2252,<unresolved prefixname:2252>,,,0,1,"[[""wis"",""6""]]","[""prefix"",[""index"",""2252""],[""level"",""0""],[""sell"",""1""],[""wis"",""6""]]",bango-file,prefix.dat,532
2253,<unresolved prefixname:2253>,,,0,1,"[[""wis"",""6""]]","[""prefix"",[""index"",""2253""],[""level"",""0""],[""sell"",""1""],[""wis"",""6""]]",bango-file,prefix.dat,533
2254,<unresolved prefixname:2254>,,,0,1,"[[""wis"",""7""]]","[""prefix"",[""index"",""2254""],[""level"",""0""],[""sell"",""1""],[""wis"",""7""]]",bango-file,prefix.dat,534
2255,<unresolved prefixname:2255>,,,0,1,"[[""wis"",""7""]]","[""prefix"",[""index"",""2255""],[""level"",""0""],[""sell"",""1""],[""wis"",""7""]]",bango-file,prefix.dat,535
2401,<unresolved prefixname:2401>,,,0,1,"[[""Hth"",""1""]]","[""prefix"",[""index"",""2401""],[""level"",""0""],[""sell"",""1""],[""Hth"",""1""]]",bango-file,prefix.dat,539
2402,<unresolved prefixname:2402>,,,0,1,"[[""Hth"",""1""]]","[""prefix"",[""index"",""2402""],[""level"",""0""],[""sell"",""1""],[""Hth"",""1""]]",bango-file,prefix.dat,540
2403,<unresolved prefixname:2403>,,,0,1,"[[""Hth"",""1""]]","[""prefix"",[""index"",""2403""],[""level"",""0""],[""sell"",""1""],[""Hth"",""1""]]",bango-file,prefix.dat,541
2404,<unresolved prefixname:2404>,,,0,1,"[[""Hth"",""1""]]","[""prefix"",[""index"",""2404""],[""level"",""0""],[""sell"",""1""],[""Hth"",""1""]]",bango-file,prefix.dat,542
2405,<unresolved prefixname:2405>,,,0,1,"[[""Hth"",""1""]]","[""prefix"",[""index"",""2405""],[""level"",""0""],[""sell"",""1""],[""Hth"",""1""]]",bango-file,prefix.dat,543
2406,<unresolved prefixname:2406>,,,0,1,"[[""Hth"",""1""]]","[""prefix"",[""index"",""2406""],[""level"",""0""],[""sell"",""1""],[""Hth"",""1""]]",bango-file,prefix.dat,544
2407,<unresolved prefixname:2407>,,,0,1,"[[""Hth"",""1""]]","[""prefix"",[""index"",""2407""],[""level"",""0""],[""sell"",""1""],[""Hth"",""1""]]",bango-file,prefix.dat,545
2408,<unresolved prefixname:2408>,,,0,1,"[[""Hth"",""1""]]","[""prefix"",[""index"",""2408""],[""level"",""0""],[""sell"",""1""],[""Hth"",""1""]]",bango-file,prefix.dat,546
2409,<unresolved prefixname:2409>,,,0,1,"[[""Hth"",""1""]]","[""prefix"",[""index"",""2409""],[""level"",""0""],[""sell"",""1""],[""Hth"",""1""]]",bango-file,prefix.dat,547
2410,<unresolved prefixname:2410>,,,0,1,"[[""Hth"",""2""]]","[""prefix"",[""index"",""2410""],[""level"",""0""],[""sell"",""1""],[""Hth"",""2""]]",bango-file,prefix.dat,548
2411,<unresolved prefixname:2411>,,,0,1,"[[""Hth"",""2""]]","[""prefix"",[""index"",""2411""],[""level"",""0""],[""sell"",""1""],[""Hth"",""2""]]",bango-file,prefix.dat,549
2412,<unresolved prefixname:2412>,,,0,1,"[[""Hth"",""2""]]","[""prefix"",[""index"",""2412""],[""level"",""0""],[""sell"",""1""],[""Hth"",""2""]]",bango-file,prefix.dat,550
2413,<unresolved prefixname:2413>,,,0,1,"[[""Hth"",""2""]]","[""prefix"",[""index"",""2413""],[""level"",""0""],[""sell"",""1""],[""Hth"",""2""]]",bango-file,prefix.dat,551
2414,<unresolved prefixname:2414>,,,0,1,"[[""Hth"",""2""]]","[""prefix"",[""index"",""2414""],[""level"",""0""],[""sell"",""1""],[""Hth"",""2""]]",bango-file,prefix.dat,552
2415,<unresolved prefixname:2415>,,,0,1,"[[""Hth"",""2""]]","[""prefix"",[""index"",""2415""],[""level"",""0""],[""sell"",""1""],[""Hth"",""2""]]",bango-file,prefix.dat,553
2421,<unresolved prefixname:2421>,,,0,1,"[[""Hth"",""1""]]","[""prefix"",[""index"",""2421""],[""level"",""0""],[""sell"",""1""],[""Hth"",""1""]]",bango-file,prefix.dat,555
2422,<unresolved prefixname:2422>,,,0,1,"[[""Hth"",""1""]]","[""prefix"",[""index"",""2422""],[""level"",""0""],[""sell"",""1""],[""Hth"",""1""]]",bango-file,prefix.dat,556
2423,<unresolved prefixname:2423>,,,0,1,"[[""Hth"",""1""]]","[""prefix"",[""index"",""2423""],[""level"",""0""],[""sell"",""1""],[""Hth"",""1""]]",bango-file,prefix.dat,557
2424,<unresolved prefixname:2424>,,,0,1,"[[""Hth"",""1""]]","[""prefix"",[""index"",""2424""],[""level"",""0""],[""sell"",""1""],[""Hth"",""1""]]",bango-file,prefix.dat,558
2425,<unresolved prefixname:2425>,,,0,1,"[[""Hth"",""1""]]","[""prefix"",[""index"",""2425""],[""level"",""0""],[""sell"",""1""],[""Hth"",""1""]]",bango-file,prefix.dat,559
2426,<unresolved prefixname:2426>,,,0,1,"[[""Hth"",""2""]]","[""prefix"",[""index"",""2426""],[""level"",""0""],[""sell"",""1""],[""Hth"",""2""]]",bango-file,prefix.dat,560
2427,<unresolved prefixname:2427>,,,0,1,"[[""Hth"",""2""]]","[""prefix"",[""index"",""2427""],[""level"",""0""],[""sell"",""1""],[""Hth"",""2""]]",bango-file,prefix.dat,561
2428,<unresolved prefixname:2428>,,,0,1,"[[""Hth"",""2""]]","[""prefix"",[""index"",""2428""],[""level"",""0""],[""sell"",""1""],[""Hth"",""2""]]",bango-file,prefix.dat,562
2429,<unresolved prefixname:2429>,,,0,1,"[[""Hth"",""2""]]","[""prefix"",[""index"",""2429""],[""level"",""0""],[""sell"",""1""],[""Hth"",""2""]]",bango-file,prefix.dat,563
2430,<unresolved prefixname:2430>,,,0,1,"[[""Hth"",""3""]]","[""prefix"",[""index"",""2430""],[""level"",""0""],[""sell"",""1""],[""Hth"",""3""]]",bango-file,prefix.dat,564
2431,<unresolved prefixname:2431>,,,0,1,"[[""Hth"",""3""]]","[""prefix"",[""index"",""2431""],[""level"",""0""],[""sell"",""1""],[""Hth"",""3""]]",bango-file,prefix.dat,565
2432,<unresolved prefixname:2432>,,,0,1,"[[""Hth"",""3""]]","[""prefix"",[""index"",""2432""],[""level"",""0""],[""sell"",""1""],[""Hth"",""3""]]",bango-file,prefix.dat,566
2433,<unresolved prefixname:2433>,,,0,1,"[[""Hth"",""3""]]","[""prefix"",[""index"",""2433""],[""level"",""0""],[""sell"",""1""],[""Hth"",""3""]]",bango-file,prefix.dat,567
2434,<unresolved prefixname:2434>,,,0,1,"[[""Hth"",""4""]]","[""prefix"",[""index"",""2434""],[""level"",""0""],[""sell"",""1""],[""Hth"",""4""]]",bango-file,prefix.dat,568
2435,<unresolved prefixname:2435>,,,0,1,"[[""Hth"",""4""]]","[""prefix"",[""index"",""2435""],[""level"",""0""],[""sell"",""1""],[""Hth"",""4""]]",bango-file,prefix.dat,569
2441,<unresolved prefixname:2441>,,,0,1,"[[""Hth"",""1""]]","[""prefix"",[""index"",""2441""],[""level"",""0""],[""sell"",""1""],[""Hth"",""1""]]",bango-file,prefix.dat,571
2442,<unresolved prefixname:2442>,,,0,1,"[[""Hth"",""1""]]","[""prefix"",[""index"",""2442""],[""level"",""0""],[""sell"",""1""],[""Hth"",""1""]]",bango-file,prefix.dat,572
2443,<unresolved prefixname:2443>,,,0,1,"[[""Hth"",""2""]]","[""prefix"",[""index"",""2443""],[""level"",""0""],[""sell"",""1""],[""Hth"",""2""]]",bango-file,prefix.dat,573
2444,<unresolved prefixname:2444>,,,0,1,"[[""Hth"",""2""]]","[""prefix"",[""index"",""2444""],[""level"",""0""],[""sell"",""1""],[""Hth"",""2""]]",bango-file,prefix.dat,574
2445,<unresolved prefixname:2445>,,,0,1,"[[""Hth"",""2""]]","[""prefix"",[""index"",""2445""],[""level"",""0""],[""sell"",""1""],[""Hth"",""2""]]",bango-file,prefix.dat,575
2446,<unresolved prefixname:2446>,,,0,1,"[[""Hth"",""3""]]","[""prefix"",[""index"",""2446""],[""level"",""0""],[""sell"",""1""],[""Hth"",""3""]]",bango-file,prefix.dat,576
2447,<unresolved prefixname:2447>,,,0,1,"[[""Hth"",""3""]]","[""prefix"",[""index"",""2447""],[""level"",""0""],[""sell"",""1""],[""Hth"",""3""]]",bango-file,prefix.dat,577
2448,<unresolved prefixname:2448>,,,0,1,"[[""Hth"",""4""]]","[""prefix"",[""index"",""2448""],[""level"",""0""],[""sell"",""1""],[""Hth"",""4""]]",bango-file,prefix.dat,578
2449,<unresolved prefixname:2449>,,,0,1,"[[""Hth"",""4""]]","[""prefix"",[""index"",""2449""],[""level"",""0""],[""sell"",""1""],[""Hth"",""4""]]",bango-file,prefix.dat,579
2450,<unresolved prefixname:2450>,,,0,1,"[[""Hth"",""5""]]","[""prefix"",[""index"",""2450""],[""level"",""0""],[""sell"",""1""],[""Hth"",""5""]]",bango-file,prefix.dat,580
2451,<unresolved prefixname:2451>,,,0,1,"[[""Hth"",""5""]]","[""prefix"",[""index"",""2451""],[""level"",""0""],[""sell"",""1""],[""Hth"",""5""]]",bango-file,prefix.dat,581
2452,<unresolved prefixname:2452>,,,0,1,"[[""Hth"",""6""]]","[""prefix"",[""index"",""2452""],[""level"",""0""],[""sell"",""1""],[""Hth"",""6""]]",bango-file,prefix.dat,582
2453,<unresolved prefixname:2453>,,,0,1,"[[""Hth"",""6""]]","[""prefix"",[""index"",""2453""],[""level"",""0""],[""sell"",""1""],[""Hth"",""6""]]",bango-file,prefix.dat,583
2454,<unresolved prefixname:2454>,,,0,1,"[[""Hth"",""7""]]","[""prefix"",[""index"",""2454""],[""level"",""0""],[""sell"",""1""],[""Hth"",""7""]]",bango-file,prefix.dat,584
2455,<unresolved prefixname:2455>,,,0,1,"[[""Hth"",""7""]]","[""prefix"",[""index"",""2455""],[""level"",""0""],[""sell"",""1""],[""Hth"",""7""]]",bango-file,prefix.dat,585
3001,<unresolved prefixname:3001>,,,0,1,"[[""hp"",""100""]]","[""prefix"",[""index"",""3001""],[""level"",""0""],[""sell"",""1""],[""hp"",""100""]]",bango-file,prefix.dat,591
3002,<unresolved prefixname:3002>,,,0,1,"[[""mp"",""36""]]","[""prefix"",[""index"",""3002""],[""level"",""0""],[""sell"",""1""],[""mp"",""36""]]",bango-file,prefix.dat,592
3003,<unresolved prefixname:3003>,,,0,1,"[[""attack"",""6"",""6""],[""magic"",""6"",""6""]]","[""prefix"",[""index"",""3003""],[""level"",""0""],[""sell"",""1""],[""attack"",""6"",""6""],[""magic"",""6"",""6""]]",bango-file,prefix.dat,593
3004,<unresolved prefixname:3004>,,,0,1,"[[""str"",""2""]]","[""prefix"",[""index"",""3004""],[""level"",""0""],[""sell"",""1""],[""str"",""2""]]",bango-file,prefix.dat,594
3005,<unresolved prefixname:3005>,,,0,1,"[[""dex"",""2""]]","[""prefix"",[""index"",""3005""],[""level"",""0""],[""sell"",""1""],[""dex"",""2""]]",bango-file,prefix.dat,595
3006,<unresolved prefixname:3006>,,,0,1,"[[""int"",""2""]]","[""prefix"",[""index"",""3006""],[""level"",""0""],[""sell"",""1""],[""int"",""2""]]",bango-file,prefix.dat,596
3007,<unresolved prefixname:3007>,,,0,1,"[[""wis"",""2""]]","[""prefix"",[""index"",""3007""],[""level"",""0""],[""sell"",""1""],[""wis"",""2""]]",bango-file,prefix.dat,597
3008,<unresolved prefixname:3008>,,,0,1,"[[""Hth"",""2""]]","[""prefix"",[""index"",""3008""],[""level"",""0""],[""sell"",""1""],[""Hth"",""2""]]",bango-file,prefix.dat,598
3009,<unresolved prefixname:3009>,,,0,1,"[[""hp"",""150""]]","[""prefix"",[""index"",""3009""],[""level"",""0""],[""sell"",""1""],[""hp"",""150""]]",bango-file,prefix.dat,600
3010,<unresolved prefixname:3010>,,,0,1,"[[""mp"",""70""]]","[""prefix"",[""index"",""3010""],[""level"",""0""],[""sell"",""1""],[""mp"",""70""]]",bango-file,prefix.dat,601
3011,<unresolved prefixname:3011>,,,0,1,"[[""attack"",""14"",""14""],[""magic"",""14"",""14""]]","[""prefix"",[""index"",""3011""],[""level"",""0""],[""sell"",""1""],[""attack"",""14"",""14""],[""magic"",""14"",""14""]]",bango-file,prefix.dat,602
3012,<unresolved prefixname:3012>,,,0,1,"[[""str"",""2""]]","[""prefix"",[""index"",""3012""],[""level"",""0""],[""sell"",""1""],[""str"",""2""]]",bango-file,prefix.dat,603
3013,<unresolved prefixname:3013>,,,0,1,"[[""dex"",""2""]]","[""prefix"",[""index"",""3013""],[""level"",""0""],[""sell"",""1""],[""dex"",""2""]]",bango-file,prefix.dat,604
3014,<unresolved prefixname:3014>,,,0,1,"[[""int"",""2""]]","[""prefix"",[""index"",""3014""],[""level"",""0""],[""sell"",""1""],[""int"",""2""]]",bango-file,prefix.dat,605
3015,<unresolved prefixname:3015>,,,0,1,"[[""wis"",""2""]]","[""prefix"",[""index"",""3015""],[""level"",""0""],[""sell"",""1""],[""wis"",""2""]]",bango-file,prefix.dat,606
3016,<unresolved prefixname:3016>,,,0,1,"[[""Hth"",""2""]]","[""prefix"",[""index"",""3016""],[""level"",""0""],[""sell"",""1""],[""Hth"",""2""]]",bango-file,prefix.dat,607
